RID,VERSION,IP,DURATION,AgeBracket,Postcode,Ethnicity,MeanExpectedCurrent,MeanExpectedFuture,Variance,MeanExpectedBest,MeanExpectedWorst,block,design_offset,WaterBills,BidLevelFrequency,bid,CV_WaterBills,CV_CouncilTax,CVProtests,CVProtestTexts,Q16_ClimateCurrentEnvironment,Q16_ClimateCurrentSelf,Q16_MicroplasticsCurrentEnvironment,Q16_MicroplasticsCurrentSelf,Q16_MicroplasticsTen,Q16_MicroplasticsTwentyFive,Q16_MicroplasticsFifty,Q17_PandemicEnvironment,Q17_PandemicMicroplastics,Coronavirus,Charity,Consequentiality,ConsequentialityText,Education,Income,Understanding,FreeText,participant_id,scenario_1_choice,scenario_2_choice,scenario_3_choice,scenario_4_choice,scenario_1_alt1_x1,scenario_2_alt1_x1,scenario_3_alt1_x1,scenario_4_alt1_x1,scenario_1_alt1_x2,scenario_2_alt1_x2,scenario_3_alt1_x2,scenario_4_alt1_x2,scenario_1_alt1_x3,scenario_2_alt1_x3,scenario_3_alt1_x3,scenario_4_alt1_x3,scenario_1_alt2_x1,scenario_2_alt2_x1,scenario_3_alt2_x1,scenario_4_alt2_x1,scenario_1_alt2_x2,scenario_2_alt2_x2,scenario_3_alt2_x2,scenario_4_alt2_x2,scenario_1_alt2_x3,scenario_2_alt2_x3,scenario_3_alt2_x3,scenario_4_alt2_x3,scenario_1_alt3_x1,scenario_2_alt3_x1,scenario_3_alt3_x1,scenario_4_alt3_x1,scenario_1_alt3_x2,scenario_2_alt3_x2,scenario_3_alt3_x2,scenario_4_alt3_x2,scenario_1_alt3_x3,scenario_2_alt3_x3,scenario_3_alt3_x3,scenario_4_alt3_x3,Gender,CV,Bid,Order,Income_Annual,Variance_StatedConfidenceLevel,Variance_ConfidenceAsSD,Variance_ConfidenceAsVariance,Variance_IndividualLevel,Mean_Change,MeanExpectedCurrent_Scaled,MeanExpectedFuture_Scaled,Mean_MinusLowerBound,Mean_PlusUpperBound,MeanExpectedFuture_SampleMean,Q16_Comparison,LogBidIncome,VarianceLowerBound,VarianceUpperBound,Uncertainty,MEF,MEC,var.cameron,PaymentVehicle_Dummy,Education_HigherEd,Gender_Female,Gender_Dummy,EthnicityDummy
176,7,Anonymised,396.019,3,Anonymised,1,2,1,4,0,5,1,0,0,6,£40.00,,1,,Anonymised,9,7,8,6,8,9,10,3,3,0,0,0,Anonymised,5,2250,10,Anonymised,176,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,40,1,27000,4,2.5,6.25,8.5,3,7,6,-3,5,2.49676025917927,1,-0.00148257996022284,6,-4,5,0.5999800039992,0.6999600079984,6.25,0,1,Male,1,0
151,7,Anonymised,471.288,4,Anonymised,1,2,2,2,3,2,1,0,400,7,£50.00,1,,,Anonymised,9,6,9,6,9,10,10,3,3,0,0,1,Anonymised,4,2500,10,Anonymised,151,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,50,1,30000,2,0.5,0.25,0.5,4,7,7,0,4,2.49676025917927,0,-0.00166805710069706,3,1,1,0.6999600079984,0.6999600079984,0.25,1,0,Female,0,0
183,7,Anonymised,389.706,3,Anonymised,1,2,0,2,1,0,2,4,500,4,£20.00,1,,,Anonymised,8,8,8,8,8,9,9,3,3,0,0,1,Anonymised,3,3500,8,Anonymised,183,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,20,1,42000,2,0.5,0.25,0.5,2,7,5,-2,2,2.49676025917927,0,-0.000476303890881419,1,-1,1,0.5,0.6999600079984,0.25,1,0,Male,1,0
210,7,Anonymised,322.27,4,Anonymised,1,3,4,3,1,1,1,0,500,8,£60.00,1,,,Anonymised,11,9,8,8,9,9,10,4,3,0,1,1,Anonymised,4,2750,10,Anonymised,210,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,60,1,33000,3,1.5,2.25,9,7,8,9,1,7,2.49676025917927,1,-0.00181983671698598,7,1,3,0.899920015996801,0.799940011997601,2.25,1,0,Female,0,0
196,7,Anonymised,370.236,2,Anonymised,1,1,1,3,2,2,2,4,100,10,£80.00,1,,,Anonymised,11,2,7,2,10,10,10,3,3,1,1,0,Anonymised,5,1750,9,Anonymised,196,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,80,1,21000,3,1.5,2.25,1,2,6,6,-2,4,2.49676025917927,0,-0.00381679852670085,4,-2,3,0.5999800039992,0.5999800039992,2.25,1,1,Female,0,0
231,8,Anonymised,266.423,2,Anonymised,1,3,1,2,1,4,1,0,500,4,£20.00,1,,,Anonymised,11,7,11,9,9,10,11,4,3,0,1,1,Anonymised,5,2750,10,Anonymised,231,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,20,1,33000,2,0.5,0.25,4.5,4,8,6,-1,3,2.49676025917927,-2,-0.000606244335027396,2,0,1,0.5999800039992,0.799940011997601,0.25,1,1,Female,0,0
212,7,Anonymised,333.495,2,Anonymised,1,1,2,3,0,0,1,0,600,6,£40.00,1,,,Anonymised,8,2,9,4,6,7,8,3,3,1,1,1,Anonymised,3,5000,8,Anonymised,212,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,40,1,60000,3,1.5,2.25,4,3,6,7,-1,5,2.49676025917927,-2,-0.000666888987703768,5,-1,3,0.6999600079984,0.5999800039992,2.25,1,0,Male,1,0
165,7,Anonymised,471.251,2,Anonymised,1,1,3,2,1,4,2,4,300,5,£30.00,1,,,Anonymised,11,6,7,4,9,10,11,4,3,0,0,0,Anonymised,4,4500,10,Anonymised,165,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,30,1,54000,2,0.5,0.25,2.5,4,6,8,1,5,2.49676025917927,2,-0.000555709933722933,4,2,1,0.799940011997601,0.5999800039992,0.25,1,0,Female,0,0
222,8,Anonymised,298.555,1,Anonymised,1,5,4,2,3,4,2,4,500,7,£50.00,1,,,Anonymised,11,11,11,11,11,11,11,4,4,1,0,1,Anonymised,5,3500,10,Anonymised,222,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,50,1,42000,2,0.5,0.25,0.5,9,10,9,2,6,2.49676025917927,0,-0.00119118537015312,5,3,1,0.899920015996801,0.999900019996001,0.25,1,1,Female,0,0
156,7,Anonymised,489.288,4,Anonymised,1,3,3,3,3,3,2,4,300,6,£40.00,2,,2,Anonymised,9,7,9,7,9,10,11,3,3,1,0,1,Anonymised,3,2250,10,Anonymised,156,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,0,40,1,27000,3,1.5,2.25,0,6,8,8,0,6,2.49676025917927,0,-0.00148257996022284,6,0,3,0.799940011997601,0.799940011997601,2.25,1,0,Female,0,0
171,7,Anonymised,467.905,2,Anonymised,1,2,2,2,1,3,2,4,700,3,£10.00,1,,,Anonymised,7,1,3,1,5,8,8,3,3,1,0,0,Anonymised,4,4500,7,Anonymised,171,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,10,1,54000,2,0.5,0.25,1,4,7,7,0,4,2.49676025917927,0,-0.000185202334078763,3,1,1,0.6999600079984,0.6999600079984,0.25,1,0,Female,0,0
154,7,Anonymised,506.894,2,Anonymised,1,2,1,2,-2,3,2,4,400,4,£20.00,2,,1,Anonymised,7,7,8,7,7,7,7,3,3,1,0,1,Anonymised,5,2250,9,Anonymised,154,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,0,20,1,27000,2,0.5,0.25,6.5,3,7,6,-1,3,2.49676025917927,0,-0.000741015224719219,2,0,1,0.5999800039992,0.6999600079984,0.25,1,1,Female,0,0
220,8,Anonymised,324.406,3,Anonymised,2,3,4,2,2,5,2,4,600,1,£1.00,1,,,Anonymised,11,9,11,10,11,10,9,3,3,0,0,1,Anonymised,5,2500,10,Anonymised,220,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,1,1,30000,2,0.5,0.25,2.5,7,8,9,2,6,2.49676025917927,-1,-3.33338889012312e-05,5,3,1,0.899920015996801,0.799940011997601,0.25,1,1,Female,0,1
182,7,Anonymised,444.309,4,Anonymised,1,3,3,4,0,5,1,0,400,9,£70.00,1,,,Anonymised,11,11,11,11,11,11,11,4,3,1,0,1,Anonymised,4,2250,10,Anonymised,182,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,70,1,27000,4,2.5,6.25,6.5,6,8,8,-1,7,2.49676025917927,0,-0.00259595918082153,8,-2,5,0.799940011997601,0.799940011997601,6.25,1,0,Female,0,0
144,7,Anonymised,556.318,2,Anonymised,1,-1,1,2,2,1,2,4,300,1,£1.00,1,,,Anonymised,10,6,10,6,10,10,10,4,4,0,0,1,Anonymised,3,4500,10,Anonymised,144,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,1,1,54000,2,0.5,0.25,0.5,0,4,6,-1,3,2.49676025917927,0,-1.85186899884098e-05,2,0,1,0.5999800039992,0.4000199960008,0.25,1,0,Male,1,0
188,7,Anonymised,436.229,3,Anonymised,1,-1,1,2,1,2,1,0,300,5,£30.00,2,,1,Anonymised,5,2,7,2,6,7,8,3,3,1,1,0,Anonymised,4,1250,10,Anonymised,188,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,0,30,1,15000,2,0.5,0.25,0.5,0,4,6,-1,3,2.49676025917927,0,-0.00200200267067308,2,0,1,0.5999800039992,0.4000199960008,0.25,1,0,Female,0,0
105,7,Anonymised,850.212,4,Anonymised,1,3,3,2,3,3,2,4,400,8,£60.00,1,,,Anonymised,11,9,11,10,10,10,11,5,4,1,0,0,Anonymised,3,2750,10,Anonymised,105,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,60,1,33000,2,0.5,0.25,0,6,8,8,1,5,2.49676025917927,-1,-0.00181983671698598,4,2,1,0.799940011997601,0.799940011997601,0.25,1,0,Female,0,0
206,7,Anonymised,392.004,1,Anonymised,1,2,1,2,2,3,1,0,400,2,£5.00,1,,,Anonymised,10,10,8,9,7,9,10,3,3,0,1,1,Anonymised,4,5000,10,Anonymised,206,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,5,1,60000,2,0.5,0.25,2.5,3,7,6,-1,3,2.49676025917927,1,-8.33368057484597e-05,2,0,1,0.5999800039992,0.6999600079984,0.25,1,0,Female,0,0
193,7,Anonymised,425.507,3,Anonymised,1,3,3,2,0,5,1,0,200,6,£40.00,1,,,Anonymised,11,8,11,8,10,9,8,3,3,0,0,1,Anonymised,5,3500,8,Anonymised,193,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,40,1,42000,2,0.5,0.25,6.5,6,8,8,1,5,2.49676025917927,0,-0.000952834755271854,4,2,1,0.799940011997601,0.799940011997601,0.25,1,1,Female,0,0
132,7,Anonymised,635.255,2,Anonymised,1,3,2,2,2,5,1,0,900,5,£30.00,2,,4,Anonymised,11,9,10,10,11,11,11,4,3,1,1,1,Anonymised,4,4500,10,Anonymised,132,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,3,0,30,1,54000,2,0.5,0.25,4.5,5,8,7,0,4,2.49676025917927,-1,-0.000555709933722933,3,1,1,0.6999600079984,0.799940011997601,0.25,1,0,Female,0,0
224,8,Anonymised,350.33,1,Anonymised,1,3,3,3,2,2,1,0,500,9,£70.00,2,,1,Anonymised,10,9,10,10,11,11,11,4,3,0,0,0,Anonymised,5,1750,9,Anonymised,224,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,0,70,1,21000,3,1.5,2.25,1,6,8,8,0,6,2.49676025917927,-1,-0.0033389012655146,6,0,3,0.799940011997601,0.799940011997601,2.25,1,1,Female,0,0
134,7,Anonymised,653.055,2,Anonymised,1,2,2,2,2,2,2,4,500,3,£10.00,1,,,Anonymised,11,9,11,10,10,11,11,4,4,1,1,1,Anonymised,5,3500,10,Anonymised,134,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,10,1,42000,2,0.5,0.25,0,4,7,7,0,4,2.49676025917927,-1,-0.000238123587266419,3,1,1,0.6999600079984,0.6999600079984,0.25,1,1,Male,1,0
190,7,Anonymised,476.206,5,Anonymised,1,1,2,2,2,2,1,0,100,8,£60.00,1,,,Anonymised,9,8,8,7,8,9,9,4,4,1,1,1,Anonymised,5,5000,9,Anonymised,190,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,60,1,60000,2,0.5,0.25,0,3,6,7,0,4,2.49676025917927,1,-0.00100050033358353,3,1,1,0.6999600079984,0.5999800039992,0.25,1,1,Male,1,0
213,7,Anonymised,401.27,4,Anonymised,1,4,3,2,3,4,2,4,0,6,£40.00,,2,1,Anonymised,9,9,10,8,8,8,9,3,3,0,0,1,Anonymised,2,250,7,Anonymised,213,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,0,40,1,3000,2,0.5,0.25,0.5,7,9,8,1,5,2.49676025917927,1,-0.0134230203321407,4,2,1,0.799940011997601,0.899920015996801,0.25,0,0,Male,1,0
218,7,Anonymised,401.186,1,Anonymised,5,5,5,2,4,4,1,0,0,5,£30.00,,1,,Anonymised,11,11,11,10,10,10,10,5,5,0,1,1,Anonymised,5,250,9,Anonymised,218,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,30,1,3000,2,0.5,0.25,1,10,10,10,3,7,2.49676025917927,1,-0.0100503358535015,6,4,1,0.999900019996001,0.999900019996001,0.25,0,1,Female,0,1
96,7,Anonymised,996.056,3,Anonymised,3,4,3,2,3,3,2,4,400,8,£60.00,1,,,Anonymised,11,7,9,6,9,10,11,3,3,1,1,1,Anonymised,5,2250,10,Anonymised,96,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,60,1,27000,2,0.5,0.25,0,7,9,8,1,5,2.49676025917927,1,-0.00222469502211116,4,2,1,0.799940011997601,0.899920015996801,0.25,1,1,Female,0,1
214,7,Anonymised,420.021,4,Anonymised,1,2,1,2,2,2,1,0,500,2,£5.00,1,,,Anonymised,4,3,11,11,10,11,11,3,3,1,0,0,Anonymised,2,2500,9,Anonymised,214,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,5,1,30000,2,0.5,0.25,1,3,7,6,-1,3,2.49676025917927,-8,-0.00016668055709894,2,0,1,0.5999800039992,0.6999600079984,0.25,1,0,Male,1,0
228,8,Anonymised,372.515,3,Anonymised,1,3,3,2,3,5,1,0,200,5,£30.00,1,,,Anonymised,11,8,9,7,11,11,11,3,3,1,1,1,Anonymised,4,2750,10,Anonymised,228,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,30,1,33000,2,0.5,0.25,2,6,8,8,1,5,2.49676025917927,1,-0.0009095043828405,4,2,1,0.799940011997601,0.799940011997601,0.25,1,0,Female,0,0
140,7,Anonymised,635.571,4,Anonymised,1,-2,-3,2,-3,-3,1,0,600,2,£5.00,2,,2,Anonymised,2,2,1,1,1,1,1,3,3,0,0,1,Anonymised,5,3500,10,Anonymised,140,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,0,5,1,42000,2,0.5,0.25,0,-5,3,2,-5,-1,2.49676025917927,1,-0.000119054705777819,-2,-4,1,0.2000599880024,0.3000399920016,0.25,1,1,Female,0,0
185,7,Anonymised,512.654,2,Anonymised,1,2,4,3,2,0,2,4,500,7,£50.00,1,,,Anonymised,11,7,10,7,11,11,11,3,3,0,0,0,Anonymised,5,4500,9,Anonymised,185,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,50,1,54000,3,1.5,2.25,10,6,7,9,1,7,2.49676025917927,0,-0.000926354860130677,7,1,3,0.899920015996801,0.6999600079984,2.25,1,1,Male,1,0
227,8,Anonymised,380.005,2,Anonymised,1,1,1,3,1,3,2,4,0,4,£20.00,,1,,Anonymised,9,7,9,7,8,8,8,3,3,1,0,1,Anonymised,5,2750,10,Anonymised,227,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,20,1,33000,3,1.5,2.25,2,2,6,6,-2,4,2.49676025917927,0,-0.000606244335027396,4,-2,3,0.5999800039992,0.5999800039992,2.25,0,1,Female,0,0
232,8,Anonymised,366.204,1,Anonymised,3,3,4,3,2,5,2,4,200,10,£80.00,2,,5,Anonymised,8,6,6,6,6,6,6,3,3,0,1,1,Anonymised,4,2500,7,Anonymised,232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,0,80,1,30000,3,1.5,2.25,2.5,7,8,9,1,7,2.49676025917927,0,-0.00267022855587892,7,1,3,0.899920015996801,0.799940011997601,2.25,1,0,Female,0,1
199,7,Anonymised,473.076,1,Anonymised,1,3,3,2,4,4,2,4,500,8,£60.00,1,,,Anonymised,11,8,11,8,9,11,11,3,3,0,0,1,Anonymised,4,2250,10,Anonymised,199,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,60,1,27000,2,0.5,0.25,1,6,8,8,1,5,2.49676025917927,0,-0.00222469502211116,4,2,1,0.799940011997601,0.799940011997601,0.25,1,0,Female,0,0
137,7,Anonymised,664.907,2,Anonymised,1,2,3,2,3,-1,2,4,200,7,£50.00,1,,,Anonymised,10,9,10,8,8,9,10,4,3,0,1,1,Anonymised,5,2750,9,Anonymised,137,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,50,1,33000,2,0.5,0.25,8,5,7,8,1,5,2.49676025917927,1,-0.00151630051796396,4,2,1,0.799940011997601,0.6999600079984,0.25,1,1,Female,0,0
145,7,Anonymised,632.817,1,Anonymised,1,2,3,2,3,3,2,4,600,9,£70.00,2,,4,Anonymised,8,6,7,2,8,10,10,3,3,0,0,1,Anonymised,4,3500,8,Anonymised,145,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,0,70,1,42000,2,0.5,0.25,0,5,7,8,1,5,2.49676025917927,4,-0.00166805710069706,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0
219,7,Anonymised,425.931,2,Anonymised,1,1,2,2,1,2,1,0,400,5,£30.00,1,,,Anonymised,9,8,7,6,7,7,8,3,3,0,0,1,Anonymised,5,2750,10,Anonymised,219,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,30,1,33000,2,0.5,0.25,0.5,3,6,7,0,4,2.49676025917927,2,-0.0009095043828405,3,1,1,0.6999600079984,0.5999800039992,0.25,1,1,Female,0,0
217,7,Anonymised,432.482,2,Anonymised,1,1,1,2,1,5,2,4,500,3,£10.00,1,,,Anonymised,10,10,7,7,7,10,11,4,3,1,0,0,Anonymised,5,1750,8,Anonymised,217,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,10,1,21000,2,0.5,0.25,8,2,6,6,-1,3,2.49676025917927,3,-0.000476303890881419,2,0,1,0.5999800039992,0.5999800039992,0.25,1,1,Male,1,0
230,8,Anonymised,383.064,3,Anonymised,1,2,0,3,1,3,1,0,400,3,£10.00,1,,,Anonymised,11,9,9,8,8,9,10,3,3,0,0,1,Anonymised,4,3500,10,Anonymised,230,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,10,1,42000,3,1.5,2.25,5,2,7,5,-3,3,2.49676025917927,1,-0.000238123587266419,3,-3,3,0.5,0.6999600079984,2.25,1,0,Female,0,0
238,8,Anonymised,359.68,1,Anonymised,1,-2,1,3,1,4,2,4,800,4,£20.00,1,,,Anonymised,11,7,8,2,7,10,11,3,3,1,0,1,Anonymised,4,2750,8,Anonymised,238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,20,1,33000,3,1.5,2.25,4.5,-1,3,6,-2,4,2.49676025917927,5,-0.000606244335027396,4,-2,3,0.5999800039992,0.3000399920016,2.25,1,0,Female,0,0
126,7,Anonymised,749.386,1,Anonymised,3,3,-1,2,3,-2,2,4,500,9,£70.00,2,,2,Anonymised,10,9,9,8,10,10,8,3,4,0,1,1,Anonymised,4,2750,10,Anonymised,126,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,0,70,1,33000,2,0.5,0.25,8.5,2,8,4,-3,1,2.49676025917927,1,-0.00212346507820728,0,-2,1,0.4000199960008,0.799940011997601,0.25,1,0,Male,1,1
246,8,Anonymised,215.005,3,Anonymised,1,1,1,3,2,2,1,0,300,8,£60.00,1,,,Anonymised,8,7,5,5,7,7,7,3,3,1,0,1,Anonymised,4,2250,8,Anonymised,246,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,60,1,27000,3,1.5,2.25,1,2,6,6,-2,4,2.49676025917927,2,-0.00222469502211116,4,-2,3,0.5999800039992,0.5999800039992,2.25,1,0,Male,1,0
203,7,Anonymised,504.717,5,Anonymised,1,3,3,3,0,1,2,4,700,2,£5.00,1,,,Anonymised,8,8,7,7,8,8,7,3,3,1,1,1,Anonymised,5,3500,9,Anonymised,203,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,5,1,42000,3,1.5,2.25,6.5,6,8,8,0,6,2.49676025917927,1,-0.000119054705777819,6,0,3,0.799940011997601,0.799940011997601,2.25,1,1,Male,1,0
234,8,Anonymised,407.823,3,Anonymised,1,2,0,2,0,0,2,4,400,1,£1.00,1,,,Anonymised,11,7,8,7,9,10,11,4,3,1,1,0,Anonymised,5,3500,10,Anonymised,234,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,1,1,42000,2,0.5,0.25,0,2,7,5,-2,2,2.49676025917927,0,-2.38098072607483e-05,1,-1,1,0.5,0.6999600079984,0.25,1,1,Female,0,0
189,7,Anonymised,581.076,5,Anonymised,1,3,5,3,5,-2,2,4,800,9,£70.00,1,,,Anonymised,11,10,10,9,10,11,11,4,3,0,1,1,Anonymised,5,2750,10,Anonymised,189,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,70,1,33000,3,1.5,2.25,24.5,8,8,10,2,8,2.49676025917927,1,-0.00212346507820728,8,2,3,0.999900019996001,0.799940011997601,2.25,1,1,Female,0,0
181,7,Anonymised,606.221,1,Anonymised,4,1,4,2,2,3,2,4,1000,1,£1.00,1,,,Anonymised,10,6,8,8,11,10,8,4,2,1,0,1,Anonymised,4,4500,8,Anonymised,181,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,1,1,54000,2,0.5,0.25,2.5,5,6,9,2,6,2.49676025917927,-2,-1.85186899884098e-05,5,3,1,0.899920015996801,0.5999800039992,0.25,1,0,Female,0,1
262,8,Anonymised,194.507,2,Anonymised,1,2,3,2,2,2,2,4,500,1,£1.00,1,,,Anonymised,11,7,10,7,7,8,9,5,4,1,1,1,Anonymised,5,5000,10,Anonymised,262,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,1,1,60000,2,0.5,0.25,1,5,7,8,1,5,2.49676025917927,0,-1.66668055570969e-05,4,2,1,0.799940011997601,0.6999600079984,0.25,1,1,Male,1,0
