RID,VERSION,IP,DURATION,AgeBracket,Postcode,Ethnicity,MeanExpectedCurrent,MeanExpectedFuture,Variance,MeanExpectedBest,MeanExpectedWorst,WaterBills,BidLevelFrequency,bid,CV_WaterBills,CV_CouncilTax,block,design_offset,Q16_ClimateCurrentEnvironment,Q16_ClimateCurrentSelf,Q16_MicroplasticsCurrentEnvironment,Q16_MicroplasticsCurrentSelf,Q16_MicroplasticsTen,Q16_MicroplasticsTwentyFive,Q16_MicroplasticsFifty,Q17_PandemicEnvironment,Q17_PandemicMicroplastics,Coronavirus,Charity,Consequentiality,Education,Income,Understanding,participant_id,Gender,CV,Bid,Order,Income_Annual,Variance_StatedConfidenceLevel,Variance_ConfidenceAsSD,Variance_ConfidenceAsVariance,Variance_IndividualLevel,Mean_Change,MeanExpectedCurrent_Scaled,MeanExpectedFuture_Scaled,Mean_MinusLowerBound,Mean_PlusUpperBound,MeanExpectedFuture_SampleMean,Q16_Comparison,LogBidIncome,VarianceLowerBound,VarianceUpperBound,Uncertainty,MEF,MEC,var.cameron,PaymentVehicle_Dummy,Education_HigherEd,Gender_Female,Gender_Dummy,EthnicityDummy,Task,Choice,av_A,av_B,av_C,ID,Respondent,Performance_A,Emission_A,Price_A,Performance_B,Emission_B,Price_B,Performance_C,Emission_C,Price_C,AgeDummy,AdjustedMEC,VarianceChange
256,8,Anonymised,357.334,1,Anonymised,1,2,3,2,3,2,300,4,£20.00,1,0,1,0,9,8,8,7,10,10,10,4,3,0,1,1,5,1750,10,256,2,1,20,1,21000,2,0.5,0.25,0.5,5,7,8,1,5,2.49676025917927,1,-0.000952834755271854,4,2,1,0.799940011997601,0.6999600079984,0.25,1,1,Female,0,0,2,3,1,1,1,838,210,0,0,0,10,40,5,50,10,0.5,0,0.74997500249975,2
256,8,Anonymised,357.334,1,Anonymised,1,2,3,2,3,2,300,4,£20.00,1,0,1,0,9,8,8,7,10,10,10,4,3,0,1,1,5,1750,10,256,2,1,20,1,21000,2,0.5,0.25,0.5,5,7,8,1,5,2.49676025917927,1,-0.000952834755271854,4,2,1,0.799940011997601,0.6999600079984,0.25,1,1,Female,0,0,3,2,1,1,1,839,210,0,0,0,50,40,1,5,10,0.5,0,0.74997500249975,2
256,8,Anonymised,357.334,1,Anonymised,1,2,3,2,3,2,300,4,£20.00,1,0,1,0,9,8,8,7,10,10,10,4,3,0,1,1,5,1750,10,256,2,1,20,1,21000,2,0.5,0.25,0.5,5,7,8,1,5,2.49676025917927,1,-0.000952834755271854,4,2,1,0.799940011997601,0.6999600079984,0.25,1,1,Female,0,0,4,3,1,1,1,840,210,0,0,0,10,10,0.5,50,40,1,0,0.74997500249975,2
135,7,Anonymised,886.187,3,Anonymised,3,4,4,2,4,4,300,6,£40.00,1,0,1,0,9,9,9,8,9,10,11,4,4,1,0,1,2,1250,10,135,0,1,40,1,15000,2,0.5,0.25,0,8,9,9,2,6,2.49676025917927,1,-0.00267022855587892,5,3,1,0.899920015996801,0.899920015996801,0.25,1,0,Male,1,1,1,3,1,1,1,841,211,0,0,0,5,10,1,10,90,2.5,1,0.8999600039996,2
135,7,Anonymised,886.187,3,Anonymised,3,4,4,2,4,4,300,6,£40.00,1,0,1,0,9,9,9,8,9,10,11,4,4,1,0,1,2,1250,10,135,0,1,40,1,15000,2,0.5,0.25,0,8,9,9,2,6,2.49676025917927,1,-0.00267022855587892,5,3,1,0.899920015996801,0.899920015996801,0.25,1,0,Male,1,1,2,3,1,1,1,842,211,0,0,0,10,40,5,50,10,0.5,1,0.8999600039996,2
135,7,Anonymised,886.187,3,Anonymised,3,4,4,2,4,4,300,6,£40.00,1,0,1,0,9,9,9,8,9,10,11,4,4,1,0,1,2,1250,10,135,0,1,40,1,15000,2,0.5,0.25,0,8,9,9,2,6,2.49676025917927,1,-0.00267022855587892,5,3,1,0.899920015996801,0.899920015996801,0.25,1,0,Male,1,1,3,2,1,1,1,843,211,0,0,0,50,40,1,5,10,0.5,1,0.8999600039996,2
135,7,Anonymised,886.187,3,Anonymised,3,4,4,2,4,4,300,6,£40.00,1,0,1,0,9,9,9,8,9,10,11,4,4,1,0,1,2,1250,10,135,0,1,40,1,15000,2,0.5,0.25,0,8,9,9,2,6,2.49676025917927,1,-0.00267022855587892,5,3,1,0.899920015996801,0.899920015996801,0.25,1,0,Male,1,1,4,3,1,1,1,844,211,0,0,0,10,10,0.5,50,40,1,1,0.8999600039996,2
312,8,Anonymised,169.801,4,Anonymised,3,4,5,1,5,5,600,6,£40.00,1,0,2,4,11,11,11,11,11,11,11,5,5,1,1,1,5,5000,10,312,1,1,40,1,60000,1,0,0,0,9,9,10,4,6,2.49676025917927,0,-0.000666888987703768,5,5,0,0.999900019996001,0.899920015996801,0,1,1,Female,0,1,1,2,1,1,1,845,212,0,0,0,50,10,1,5,40,5,1,0.94995500449955,0
312,8,Anonymised,169.801,4,Anonymised,3,4,5,1,5,5,600,6,£40.00,1,0,2,4,11,11,11,11,11,11,11,5,5,1,1,1,5,5000,10,312,1,1,40,1,60000,1,0,0,0,9,9,10,4,6,2.49676025917927,0,-0.000666888987703768,5,5,0,0.999900019996001,0.899920015996801,0,1,1,Female,0,1,2,2,1,1,1,846,212,0,0,0,5,90,2.5,10,10,0.5,1,0.94995500449955,0
312,8,Anonymised,169.801,4,Anonymised,3,4,5,1,5,5,600,6,£40.00,1,0,2,4,11,11,11,11,11,11,11,5,5,1,1,1,5,5000,10,312,1,1,40,1,60000,1,0,0,0,9,9,10,4,6,2.49676025917927,0,-0.000666888987703768,5,5,0,0.999900019996001,0.899920015996801,0,1,1,Female,0,1,3,2,1,1,1,847,212,0,0,0,50,90,2.5,5,40,1,1,0.94995500449955,0
312,8,Anonymised,169.801,4,Anonymised,3,4,5,1,5,5,600,6,£40.00,1,0,2,4,11,11,11,11,11,11,11,5,5,1,1,1,5,5000,10,312,1,1,40,1,60000,1,0,0,0,9,9,10,4,6,2.49676025917927,0,-0.000666888987703768,5,5,0,0.999900019996001,0.899920015996801,0,1,1,Female,0,1,4,2,1,1,1,848,212,0,0,0,50,40,2.5,10,90,5,1,0.94995500449955,0
308,8,Anonymised,188.963,1,Anonymised,1,-1,0,3,1,1,600,1,£1.00,1,0,1,0,7,6,6,6,8,8,9,3,3,1,0,1,4,5000,9,308,1,1,1,1,60000,3,1.5,2.25,1,-1,4,5,-3,3,2.49676025917927,0,-1.66668055570969e-05,3,-3,3,0.5,0.4000199960008,2.25,1,0,Female,0,0,1,1,1,1,1,849,213,0,0,0,5,10,1,10,90,2.5,0,0.45000499950005,6
308,8,Anonymised,188.963,1,Anonymised,1,-1,0,3,1,1,600,1,£1.00,1,0,1,0,7,6,6,6,8,8,9,3,3,1,0,1,4,5000,9,308,1,1,1,1,60000,3,1.5,2.25,1,-1,4,5,-3,3,2.49676025917927,0,-1.66668055570969e-05,3,-3,3,0.5,0.4000199960008,2.25,1,0,Female,0,0,2,1,1,1,1,850,213,0,0,0,10,40,5,50,10,0.5,0,0.45000499950005,6
308,8,Anonymised,188.963,1,Anonymised,1,-1,0,3,1,1,600,1,£1.00,1,0,1,0,7,6,6,6,8,8,9,3,3,1,0,1,4,5000,9,308,1,1,1,1,60000,3,1.5,2.25,1,-1,4,5,-3,3,2.49676025917927,0,-1.66668055570969e-05,3,-3,3,0.5,0.4000199960008,2.25,1,0,Female,0,0,3,1,1,1,1,851,213,0,0,0,50,40,1,5,10,0.5,0,0.45000499950005,6
308,8,Anonymised,188.963,1,Anonymised,1,-1,0,3,1,1,600,1,£1.00,1,0,1,0,7,6,6,6,8,8,9,3,3,1,0,1,4,5000,9,308,1,1,1,1,60000,3,1.5,2.25,1,-1,4,5,-3,3,2.49676025917927,0,-1.66668055570969e-05,3,-3,3,0.5,0.4000199960008,2.25,1,0,Female,0,0,4,2,1,1,1,852,213,0,0,0,10,10,0.5,50,40,1,0,0.45000499950005,6
115,7,Anonymised,1043.604,1,Anonymised,1,1,1,3,1,5,0,1,£1.00,0,1,2,4,10,5,8,4,7,9,10,4,3,0,0,1,4,4500,9,115,1,1,1,1,54000,3,1.5,2.25,8,2,6,6,-2,4,2.49676025917927,1,-1.85186899884098e-05,4,-2,3,0.5999800039992,0.5999800039992,2.25,0,0,Female,0,0,1,2,1,1,1,853,214,0,0,0,50,10,1,5,40,5,0,0.5999900009999,6
115,7,Anonymised,1043.604,1,Anonymised,1,1,1,3,1,5,0,1,£1.00,0,1,2,4,10,5,8,4,7,9,10,4,3,0,0,1,4,4500,9,115,1,1,1,1,54000,3,1.5,2.25,8,2,6,6,-2,4,2.49676025917927,1,-1.85186899884098e-05,4,-2,3,0.5999800039992,0.5999800039992,2.25,0,0,Female,0,0,2,2,1,1,1,854,214,0,0,0,5,90,2.5,10,10,0.5,0,0.5999900009999,6
115,7,Anonymised,1043.604,1,Anonymised,1,1,1,3,1,5,0,1,£1.00,0,1,2,4,10,5,8,4,7,9,10,4,3,0,0,1,4,4500,9,115,1,1,1,1,54000,3,1.5,2.25,8,2,6,6,-2,4,2.49676025917927,1,-1.85186899884098e-05,4,-2,3,0.5999800039992,0.5999800039992,2.25,0,0,Female,0,0,3,3,1,1,1,855,214,0,0,0,50,90,2.5,5,40,1,0,0.5999900009999,6
115,7,Anonymised,1043.604,1,Anonymised,1,1,1,3,1,5,0,1,£1.00,0,1,2,4,10,5,8,4,7,9,10,4,3,0,0,1,4,4500,9,115,1,1,1,1,54000,3,1.5,2.25,8,2,6,6,-2,4,2.49676025917927,1,-1.85186899884098e-05,4,-2,3,0.5999800039992,0.5999800039992,2.25,0,0,Female,0,0,4,2,1,1,1,856,214,0,0,0,50,40,2.5,10,90,5,0,0.5999900009999,6
88,7,Anonymised,1292.386,2,Anonymised,1,2,0,2,-2,-2,200,3,£10.00,1,0,1,0,9,8,8,8,9,8,8,3,3,1,0,0,4,2250,5,88,1,1,10,1,27000,2,0.5,0.25,4,2,7,5,-2,2,2.49676025917927,0,-0.000370438974415772,1,-1,1,0.5,0.6999600079984,0.25,1,0,Female,0,0,1,2,1,1,1,857,215,0,0,0,5,10,1,10,90,2.5,0,0.5999900009999,2
88,7,Anonymised,1292.386,2,Anonymised,1,2,0,2,-2,-2,200,3,£10.00,1,0,1,0,9,8,8,8,9,8,8,3,3,1,0,0,4,2250,5,88,1,1,10,1,27000,2,0.5,0.25,4,2,7,5,-2,2,2.49676025917927,0,-0.000370438974415772,1,-1,1,0.5,0.6999600079984,0.25,1,0,Female,0,0,2,2,1,1,1,858,215,0,0,0,10,40,5,50,10,0.5,0,0.5999900009999,2
88,7,Anonymised,1292.386,2,Anonymised,1,2,0,2,-2,-2,200,3,£10.00,1,0,1,0,9,8,8,8,9,8,8,3,3,1,0,0,4,2250,5,88,1,1,10,1,27000,2,0.5,0.25,4,2,7,5,-2,2,2.49676025917927,0,-0.000370438974415772,1,-1,1,0.5,0.6999600079984,0.25,1,0,Female,0,0,3,3,1,1,1,859,215,0,0,0,50,40,1,5,10,0.5,0,0.5999900009999,2
88,7,Anonymised,1292.386,2,Anonymised,1,2,0,2,-2,-2,200,3,£10.00,1,0,1,0,9,8,8,8,9,8,8,3,3,1,0,0,4,2250,5,88,1,1,10,1,27000,2,0.5,0.25,4,2,7,5,-2,2,2.49676025917927,0,-0.000370438974415772,1,-1,1,0.5,0.6999600079984,0.25,1,0,Female,0,0,4,2,1,1,1,860,215,0,0,0,10,10,0.5,50,40,1,0,0.5999900009999,2
313,8,Anonymised,199.478,1,Anonymised,1,2,-1,2,-1,-2,300,1,£1.00,1,0,1,0,10,8,9,8,9,10,11,4,3,0,0,1,5,1750,10,313,1,1,1,1,21000,2,0.5,0.25,0.5,1,7,4,-3,1,2.49676025917927,0,-4.76201814419167e-05,0,-2,1,0.4000199960008,0.6999600079984,0.25,1,1,Female,0,0,1,3,1,1,1,861,216,0,0,0,5,10,1,10,90,2.5,0,0.54999500049995,2
313,8,Anonymised,199.478,1,Anonymised,1,2,-1,2,-1,-2,300,1,£1.00,1,0,1,0,10,8,9,8,9,10,11,4,3,0,0,1,5,1750,10,313,1,1,1,1,21000,2,0.5,0.25,0.5,1,7,4,-3,1,2.49676025917927,0,-4.76201814419167e-05,0,-2,1,0.4000199960008,0.6999600079984,0.25,1,1,Female,0,0,2,2,1,1,1,862,216,0,0,0,10,40,5,50,10,0.5,0,0.54999500049995,2
313,8,Anonymised,199.478,1,Anonymised,1,2,-1,2,-1,-2,300,1,£1.00,1,0,1,0,10,8,9,8,9,10,11,4,3,0,0,1,5,1750,10,313,1,1,1,1,21000,2,0.5,0.25,0.5,1,7,4,-3,1,2.49676025917927,0,-4.76201814419167e-05,0,-2,1,0.4000199960008,0.6999600079984,0.25,1,1,Female,0,0,3,3,1,1,1,863,216,0,0,0,50,40,1,5,10,0.5,0,0.54999500049995,2
313,8,Anonymised,199.478,1,Anonymised,1,2,-1,2,-1,-2,300,1,£1.00,1,0,1,0,10,8,9,8,9,10,11,4,3,0,0,1,5,1750,10,313,1,1,1,1,21000,2,0.5,0.25,0.5,1,7,4,-3,1,2.49676025917927,0,-4.76201814419167e-05,0,-2,1,0.4000199960008,0.6999600079984,0.25,1,1,Female,0,0,4,2,1,1,1,864,216,0,0,0,10,10,0.5,50,40,1,0,0.54999500049995,2
281,8,Anonymised,298.727,2,Anonymised,1,4,4,3,3,2,200,2,£5.00,2,0,1,0,11,9,10,7,9,9,8,4,3,0,0,1,5,1750,10,281,2,0,5,1,21000,3,1.5,2.25,2.5,8,9,9,1,7,2.49676025917927,2,-0.000238123587266419,7,1,3,0.899920015996801,0.899920015996801,2.25,1,1,Female,0,0,1,2,1,1,1,865,217,0,0,0,5,10,1,10,90,2.5,0,0.8999600039996,6
281,8,Anonymised,298.727,2,Anonymised,1,4,4,3,3,2,200,2,£5.00,2,0,1,0,11,9,10,7,9,9,8,4,3,0,0,1,5,1750,10,281,2,0,5,1,21000,3,1.5,2.25,2.5,8,9,9,1,7,2.49676025917927,2,-0.000238123587266419,7,1,3,0.899920015996801,0.899920015996801,2.25,1,1,Female,0,0,2,1,1,1,1,866,217,0,0,0,10,40,5,50,10,0.5,0,0.8999600039996,6
281,8,Anonymised,298.727,2,Anonymised,1,4,4,3,3,2,200,2,£5.00,2,0,1,0,11,9,10,7,9,9,8,4,3,0,0,1,5,1750,10,281,2,0,5,1,21000,3,1.5,2.25,2.5,8,9,9,1,7,2.49676025917927,2,-0.000238123587266419,7,1,3,0.899920015996801,0.899920015996801,2.25,1,1,Female,0,0,3,3,1,1,1,867,217,0,0,0,50,40,1,5,10,0.5,0,0.8999600039996,6
281,8,Anonymised,298.727,2,Anonymised,1,4,4,3,3,2,200,2,£5.00,2,0,1,0,11,9,10,7,9,9,8,4,3,0,0,1,5,1750,10,281,2,0,5,1,21000,3,1.5,2.25,2.5,8,9,9,1,7,2.49676025917927,2,-0.000238123587266419,7,1,3,0.899920015996801,0.899920015996801,2.25,1,1,Female,0,0,4,3,1,1,1,868,217,0,0,0,10,10,0.5,50,40,1,0,0.8999600039996,6
292,8,Anonymised,276.482,1,Anonymised,1,4,5,2,5,5,0,9,£70.00,0,1,2,4,11,10,11,11,11,11,11,4,3,0,1,1,1,2500,10,292,1,1,70,1,30000,2,0.5,0.25,0,9,9,10,3,7,2.49676025917927,-1,-0.00233605979754778,6,4,1,0.999900019996001,0.899920015996801,0.25,0,0,Female,0,0,1,3,1,1,1,869,218,0,0,0,50,10,1,5,40,5,0,0.94995500449955,2
292,8,Anonymised,276.482,1,Anonymised,1,4,5,2,5,5,0,9,£70.00,0,1,2,4,11,10,11,11,11,11,11,4,3,0,1,1,1,2500,10,292,1,1,70,1,30000,2,0.5,0.25,0,9,9,10,3,7,2.49676025917927,-1,-0.00233605979754778,6,4,1,0.999900019996001,0.899920015996801,0.25,0,0,Female,0,0,2,2,1,1,1,870,218,0,0,0,5,90,2.5,10,10,0.5,0,0.94995500449955,2
292,8,Anonymised,276.482,1,Anonymised,1,4,5,2,5,5,0,9,£70.00,0,1,2,4,11,10,11,11,11,11,11,4,3,0,1,1,1,2500,10,292,1,1,70,1,30000,2,0.5,0.25,0,9,9,10,3,7,2.49676025917927,-1,-0.00233605979754778,6,4,1,0.999900019996001,0.899920015996801,0.25,0,0,Female,0,0,3,3,1,1,1,871,218,0,0,0,50,90,2.5,5,40,1,0,0.94995500449955,2
292,8,Anonymised,276.482,1,Anonymised,1,4,5,2,5,5,0,9,£70.00,0,1,2,4,11,10,11,11,11,11,11,4,3,0,1,1,1,2500,10,292,1,1,70,1,30000,2,0.5,0.25,0,9,9,10,3,7,2.49676025917927,-1,-0.00233605979754778,6,4,1,0.999900019996001,0.899920015996801,0.25,0,0,Female,0,0,4,3,1,1,1,872,218,0,0,0,50,40,2.5,10,90,5,0,0.94995500449955,2
247,8,Anonymised,434.353,5,Anonymised,1,4,5,2,3,3,200,6,£40.00,1,0,1,0,10,8,11,10,11,11,11,4,5,1,0,0,5,1250,10,247,1,1,40,1,15000,2,0.5,0.25,4,9,9,10,3,7,2.49676025917927,-2,-0.00267022855587892,6,4,1,0.999900019996001,0.899920015996801,0.25,1,1,Female,0,0,1,3,1,1,1,873,219,0,0,0,5,10,1,10,90,2.5,1,0.94995500449955,2
247,8,Anonymised,434.353,5,Anonymised,1,4,5,2,3,3,200,6,£40.00,1,0,1,0,10,8,11,10,11,11,11,4,5,1,0,0,5,1250,10,247,1,1,40,1,15000,2,0.5,0.25,4,9,9,10,3,7,2.49676025917927,-2,-0.00267022855587892,6,4,1,0.999900019996001,0.899920015996801,0.25,1,1,Female,0,0,2,2,1,1,1,874,219,0,0,0,10,40,5,50,10,0.5,1,0.94995500449955,2
247,8,Anonymised,434.353,5,Anonymised,1,4,5,2,3,3,200,6,£40.00,1,0,1,0,10,8,11,10,11,11,11,4,5,1,0,0,5,1250,10,247,1,1,40,1,15000,2,0.5,0.25,4,9,9,10,3,7,2.49676025917927,-2,-0.00267022855587892,6,4,1,0.999900019996001,0.899920015996801,0.25,1,1,Female,0,0,3,2,1,1,1,875,219,0,0,0,50,40,1,5,10,0.5,1,0.94995500449955,2
247,8,Anonymised,434.353,5,Anonymised,1,4,5,2,3,3,200,6,£40.00,1,0,1,0,10,8,11,10,11,11,11,4,5,1,0,0,5,1250,10,247,1,1,40,1,15000,2,0.5,0.25,4,9,9,10,3,7,2.49676025917927,-2,-0.00267022855587892,6,4,1,0.999900019996001,0.899920015996801,0.25,1,1,Female,0,0,4,3,1,1,1,876,219,0,0,0,10,10,0.5,50,40,1,1,0.94995500449955,2
309,8,Anonymised,232.961,1,Anonymised,1,2,3,2,0,0,400,7,£50.00,1,0,1,0,10,8,9,6,10,10,10,3,3,0,0,1,4,4500,10,309,1,1,50,1,54000,2,0.5,0.25,9,5,7,8,1,5,2.49676025917927,2,-0.000926354860130677,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0,1,3,1,1,1,877,220,0,0,0,5,10,1,10,90,2.5,0,0.74997500249975,2
309,8,Anonymised,232.961,1,Anonymised,1,2,3,2,0,0,400,7,£50.00,1,0,1,0,10,8,9,6,10,10,10,3,3,0,0,1,4,4500,10,309,1,1,50,1,54000,2,0.5,0.25,9,5,7,8,1,5,2.49676025917927,2,-0.000926354860130677,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0,2,3,1,1,1,878,220,0,0,0,10,40,5,50,10,0.5,0,0.74997500249975,2
309,8,Anonymised,232.961,1,Anonymised,1,2,3,2,0,0,400,7,£50.00,1,0,1,0,10,8,9,6,10,10,10,3,3,0,0,1,4,4500,10,309,1,1,50,1,54000,2,0.5,0.25,9,5,7,8,1,5,2.49676025917927,2,-0.000926354860130677,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0,3,2,1,1,1,879,220,0,0,0,50,40,1,5,10,0.5,0,0.74997500249975,2
309,8,Anonymised,232.961,1,Anonymised,1,2,3,2,0,0,400,7,£50.00,1,0,1,0,10,8,9,6,10,10,10,3,3,0,0,1,4,4500,10,309,1,1,50,1,54000,2,0.5,0.25,9,5,7,8,1,5,2.49676025917927,2,-0.000926354860130677,4,2,1,0.799940011997601,0.6999600079984,0.25,1,0,Female,0,0,4,3,1,1,1,880,220,0,0,0,10,10,0.5,50,40,1,0,0.74997500249975,2
255,8,Anonymised,430.389,2,Anonymised,1,2,1,2,2,2,400,5,£30.00,1,0,2,4,10,7,9,7,9,8,9,4,4,1,0,1,2,5000,9,255,0,1,30,1,60000,2,0.5,0.25,1,3,7,6,-1,3,2.49676025917927,0,-0.000500125041682243,2,0,1,0.5999800039992,0.6999600079984,0.25,1,0,Male,1,0,1,3,1,1,1,881,221,0,0,0,50,10,1,5,40,5,0,0.64998500149985,2
255,8,Anonymised,430.389,2,Anonymised,1,2,1,2,2,2,400,5,£30.00,1,0,2,4,10,7,9,7,9,8,9,4,4,1,0,1,2,5000,9,255,0,1,30,1,60000,2,0.5,0.25,1,3,7,6,-1,3,2.49676025917927,0,-0.000500125041682243,2,0,1,0.5999800039992,0.6999600079984,0.25,1,0,Male,1,0,2,2,1,1,1,882,221,0,0,0,5,90,2.5,10,10,0.5,0,0.64998500149985,2
255,8,Anonymised,430.389,2,Anonymised,1,2,1,2,2,2,400,5,£30.00,1,0,2,4,10,7,9,7,9,8,9,4,4,1,0,1,2,5000,9,255,0,1,30,1,60000,2,0.5,0.25,1,3,7,6,-1,3,2.49676025917927,0,-0.000500125041682243,2,0,1,0.5999800039992,0.6999600079984,0.25,1,0,Male,1,0,3,2,1,1,1,883,221,0,0,0,50,90,2.5,5,40,1,0,0.64998500149985,2
255,8,Anonymised,430.389,2,Anonymised,1,2,1,2,2,2,400,5,£30.00,1,0,2,4,10,7,9,7,9,8,9,4,4,1,0,1,2,5000,9,255,0,1,30,1,60000,2,0.5,0.25,1,3,7,6,-1,3,2.49676025917927,0,-0.000500125041682243,2,0,1,0.5999800039992,0.6999600079984,0.25,1,0,Male,1,0,4,3,1,1,1,884,221,0,0,0,50,40,2.5,10,90,5,0,0.64998500149985,2
267,8,Anonymised,373.252,2,Anonymised,1,3,5,2,3,3,600,8,£60.00,1,0,1,0,11,10,9,8,11,11,9,3,3,0,0,0,5,2750,9,267,1,1,60,1,33000,2,0.5,0.25,4,8,8,10,3,7,2.49676025917927,2,-0.00181983671698598,6,4,1,0.999900019996001,0.799940011997601,0.25,1,1,Female,0,0,1,3,1,1,1,885,222,0,0,0,5,10,1,10,90,2.5,0,0.8999600039996,2
267,8,Anonymised,373.252,2,Anonymised,1,3,5,2,3,3,600,8,£60.00,1,0,1,0,11,10,9,8,11,11,9,3,3,0,0,0,5,2750,9,267,1,1,60,1,33000,2,0.5,0.25,4,8,8,10,3,7,2.49676025917927,2,-0.00181983671698598,6,4,1,0.999900019996001,0.799940011997601,0.25,1,1,Female,0,0,2,2,1,1,1,886,222,0,0,0,10,40,5,50,10,0.5,0,0.8999600039996,2
267,8,Anonymised,373.252,2,Anonymised,1,3,5,2,3,3,600,8,£60.00,1,0,1,0,11,10,9,8,11,11,9,3,3,0,0,0,5,2750,9,267,1,1,60,1,33000,2,0.5,0.25,4,8,8,10,3,7,2.49676025917927,2,-0.00181983671698598,6,4,1,0.999900019996001,0.799940011997601,0.25,1,1,Female,0,0,3,3,1,1,1,887,222,0,0,0,50,40,1,5,10,0.5,0,0.8999600039996,2
267,8,Anonymised,373.252,2,Anonymised,1,3,5,2,3,3,600,8,£60.00,1,0,1,0,11,10,9,8,11,11,9,3,3,0,0,0,5,2750,9,267,1,1,60,1,33000,2,0.5,0.25,4,8,8,10,3,7,2.49676025917927,2,-0.00181983671698598,6,4,1,0.999900019996001,0.799940011997601,0.25,1,1,Female,0,0,4,2,1,1,1,888,222,0,0,0,10,10,0.5,50,40,1,0,0.8999600039996,2
318,8,Anonymised,208.185,2,Anonymised,1,1,0,3,0,0,400,2,£5.00,1,0,2,4,11,9,10,7,4,4,4,3,3,0,0,1,5,5000,10,318,1,1,5,1,60000,3,1.5,2.25,0,1,6,5,-3,3,2.49676025917927,2,-8.33368057484597e-05,3,-3,3,0.5,0.5999800039992,2.25,1,1,Female,0,0,1,3,1,1,1,889,223,0,0,0,50,10,1,5,40,5,0,0.54999500049995,6
318,8,Anonymised,208.185,2,Anonymised,1,1,0,3,0,0,400,2,£5.00,1,0,2,4,11,9,10,7,4,4,4,3,3,0,0,1,5,5000,10,318,1,1,5,1,60000,3,1.5,2.25,0,1,6,5,-3,3,2.49676025917927,2,-8.33368057484597e-05,3,-3,3,0.5,0.5999800039992,2.25,1,1,Female,0,0,2,2,1,1,1,890,223,0,0,0,5,90,2.5,10,10,0.5,0,0.54999500049995,6
318,8,Anonymised,208.185,2,Anonymised,1,1,0,3,0,0,400,2,£5.00,1,0,2,4,11,9,10,7,4,4,4,3,3,0,0,1,5,5000,10,318,1,1,5,1,60000,3,1.5,2.25,0,1,6,5,-3,3,2.49676025917927,2,-8.33368057484597e-05,3,-3,3,0.5,0.5999800039992,2.25,1,1,Female,0,0,3,3,1,1,1,891,223,0,0,0,50,90,2.5,5,40,1,0,0.54999500049995,6
318,8,Anonymised,208.185,2,Anonymised,1,1,0,3,0,0,400,2,£5.00,1,0,2,4,11,9,10,7,4,4,4,3,3,0,0,1,5,5000,10,318,1,1,5,1,60000,3,1.5,2.25,0,1,6,5,-3,3,2.49676025917927,2,-8.33368057484597e-05,3,-3,3,0.5,0.5999800039992,2.25,1,1,Female,0,0,4,3,1,1,1,892,223,0,0,0,50,40,2.5,10,90,5,0,0.54999500049995,6
293,8,Anonymised,306.965,3,Anonymised,1,4,4,2,4,3,0,10,£80.00,0,1,2,4,11,9,11,3,7,9,10,3,3,1,0,1,5,2250,10,293,1,1,80,1,27000,2,0.5,0.25,0.5,8,9,9,2,6,2.49676025917927,6,-0.002967361227802,5,3,1,0.899920015996801,0.899920015996801,0.25,0,1,Female,0,0,1,3,1,1,1,893,224,0,0,0,50,10,1,5,40,5,1,0.8999600039996,2
293,8,Anonymised,306.965,3,Anonymised,1,4,4,2,4,3,0,10,£80.00,0,1,2,4,11,9,11,3,7,9,10,3,3,1,0,1,5,2250,10,293,1,1,80,1,27000,2,0.5,0.25,0.5,8,9,9,2,6,2.49676025917927,6,-0.002967361227802,5,3,1,0.899920015996801,0.899920015996801,0.25,0,1,Female,0,0,2,2,1,1,1,894,224,0,0,0,5,90,2.5,10,10,0.5,1,0.8999600039996,2
293,8,Anonymised,306.965,3,Anonymised,1,4,4,2,4,3,0,10,£80.00,0,1,2,4,11,9,11,3,7,9,10,3,3,1,0,1,5,2250,10,293,1,1,80,1,27000,2,0.5,0.25,0.5,8,9,9,2,6,2.49676025917927,6,-0.002967361227802,5,3,1,0.899920015996801,0.899920015996801,0.25,0,1,Female,0,0,3,3,1,1,1,895,224,0,0,0,50,90,2.5,5,40,1,1,0.8999600039996,2
293,8,Anonymised,306.965,3,Anonymised,1,4,4,2,4,3,0,10,£80.00,0,1,2,4,11,9,11,3,7,9,10,3,3,1,0,1,5,2250,10,293,1,1,80,1,27000,2,0.5,0.25,0.5,8,9,9,2,6,2.49676025917927,6,-0.002967361227802,5,3,1,0.899920015996801,0.899920015996801,0.25,0,1,Female,0,0,4,3,1,1,1,896,224,0,0,0,50,40,2.5,10,90,5,1,0.8999600039996,2
261,8,Anonymised,407.958,3,Anonymised,1,4,5,2,5,5,300,7,£50.00,2,0,2,4,11,10,11,10,11,11,11,3,3,0,1,0,5,750,10,261,0,0,50,1,9000,2,0.5,0.25,0,9,9,10,3,7,2.49676025917927,0,-0.00557104504945536,6,4,1,0.999900019996001,0.899920015996801,0.25,1,1,Male,1,0,1,3,1,1,1,897,225,0,0,0,50,10,1,5,40,5,1,0.94995500449955,2
