"","Task","Choice","RID","VERSION","IP","DURATION","Gender","AgeBracket","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","CV","av_A","av_B","av_C","ID","Respondent","Performance_A","Emission_A","Price_A","Performance_B","Emission_B","Price_B","Performance_C","Emission_C","Price_C","Order"
"X358.1",2,2,"434","8","9f.4b6.11.7"," 304.750","0","3","NE22 5QA","1"," 5"," 5","2"," 5"," 4","2","4"," 200"," 4","20"," 2",NA,"11","11","11","11","11","11","11","5","5","1","1","1","5","2750","10","434","0",1,1,1,1406,352,0,0,0,5,90,2.5,10,10,0.5,1
"X358.2",3,2,"434","8","9f.4b6.11.7"," 304.750","0","3","NE22 5QA","1"," 5"," 5","2"," 5"," 4","2","4"," 200"," 4","20"," 2",NA,"11","11","11","11","11","11","11","5","5","1","1","1","5","2750","10","434","0",1,1,1,1407,352,0,0,0,50,90,2.5,5,40,1,1
"X358.3",4,2,"434","8","9f.4b6.11.7"," 304.750","0","3","NE22 5QA","1"," 5"," 5","2"," 5"," 4","2","4"," 200"," 4","20"," 2",NA,"11","11","11","11","11","11","11","5","5","1","1","1","5","2750","10","434","0",1,1,1,1408,352,0,0,0,50,40,2.5,10,90,5,1
"X359",1,3,"427","8","90c.7a.6d.3"," 349.816","0","4","PA37 1RR","1"," 1"," 0","2"," 0"," 1","1","0","   0"," 3","10",NA," 1"," 5"," 1"," 8"," 7","10"," 9"," 8","3","3","0","0","0","5","3500"," 6","427","1",1,1,1,1409,353,0,0,0,5,10,1,10,90,2.5,1
"X359.1",2,2,"427","8","90c.7a.6d.3"," 349.816","0","4","PA37 1RR","1"," 1"," 0","2"," 0"," 1","1","0","   0"," 3","10",NA," 1"," 5"," 1"," 8"," 7","10"," 9"," 8","3","3","0","0","0","5","3500"," 6","427","1",1,1,1,1410,353,0,0,0,10,40,5,50,10,0.5,1
"X359.2",3,3,"427","8","90c.7a.6d.3"," 349.816","0","4","PA37 1RR","1"," 1"," 0","2"," 0"," 1","1","0","   0"," 3","10",NA," 1"," 5"," 1"," 8"," 7","10"," 9"," 8","3","3","0","0","0","5","3500"," 6","427","1",1,1,1,1411,353,0,0,0,50,40,1,5,10,0.5,1
"X359.3",4,2,"427","8","90c.7a.6d.3"," 349.816","0","4","PA37 1RR","1"," 1"," 0","2"," 0"," 1","1","0","   0"," 3","10",NA," 1"," 5"," 1"," 8"," 7","10"," 9"," 8","3","3","0","0","0","5","3500"," 6","427","1",1,1,1,1412,353,0,0,0,10,10,0.5,50,40,1,1
"X360",1,1,"415","8","0056.1.3e.5"," 411.625","0","1","S3 8NE","1"," 3"," 2","2"," 1"," 4","1","0"," 300"," 2"," 5"," 1",NA,"10"," 7","10"," 5","10","10","10","5","4","1","1","1","5","1750","10","415","1",1,1,1,1413,354,0,0,0,5,10,1,10,90,2.5,1
"X360.1",2,2,"415","8","0056.1.3e.5"," 411.625","0","1","S3 8NE","1"," 3"," 2","2"," 1"," 4","1","0"," 300"," 2"," 5"," 1",NA,"10"," 7","10"," 5","10","10","10","5","4","1","1","1","5","1750","10","415","1",1,1,1,1414,354,0,0,0,10,40,5,50,10,0.5,1
"X360.2",3,2,"415","8","0056.1.3e.5"," 411.625","0","1","S3 8NE","1"," 3"," 2","2"," 1"," 4","1","0"," 300"," 2"," 5"," 1",NA,"10"," 7","10"," 5","10","10","10","5","4","1","1","1","5","1750","10","415","1",1,1,1,1415,354,0,0,0,50,40,1,5,10,0.5,1
"X360.3",4,3,"415","8","0056.1.3e.5"," 411.625","0","1","S3 8NE","1"," 3"," 2","2"," 1"," 4","1","0"," 300"," 2"," 5"," 1",NA,"10"," 7","10"," 5","10","10","10","5","4","1","1","1","5","1750","10","415","1",1,1,1,1416,354,0,0,0,10,10,0.5,50,40,1,1
"X361",1,3,"440","8","974.c4.3c.1"," 306.210","0","3","cf3 5rj","1"," 1"," 2","2"," 0"," 3","1","0"," 500"," 6","40"," 1",NA,"10"," 9"," 9"," 8"," 7"," 8"," 9","4","3","0","1","0","5","3500","10","440","1",1,1,1,1417,355,0,0,0,5,10,1,10,90,2.5,1
"X361.1",2,1,"440","8","974.c4.3c.1"," 306.210","0","3","cf3 5rj","1"," 1"," 2","2"," 0"," 3","1","0"," 500"," 6","40"," 1",NA,"10"," 9"," 9"," 8"," 7"," 8"," 9","4","3","0","1","0","5","3500","10","440","1",1,1,1,1418,355,0,0,0,10,40,5,50,10,0.5,1
"X361.2",3,3,"440","8","974.c4.3c.1"," 306.210","0","3","cf3 5rj","1"," 1"," 2","2"," 0"," 3","1","0"," 500"," 6","40"," 1",NA,"10"," 9"," 9"," 8"," 7"," 8"," 9","4","3","0","1","0","5","3500","10","440","1",1,1,1,1419,355,0,0,0,50,40,1,5,10,0.5,1
"X361.3",4,2,"440","8","974.c4.3c.1"," 306.210","0","3","cf3 5rj","1"," 1"," 2","2"," 0"," 3","1","0"," 500"," 6","40"," 1",NA,"10"," 9"," 9"," 8"," 7"," 8"," 9","4","3","0","1","0","5","3500","10","440","1",1,1,1,1420,355,0,0,0,10,10,0.5,50,40,1,1
"X362",1,3,"398","8","c4.0da.35.7"," 521.367","0","5","TN31 7NU","1"," 3"," 3","3"," 2"," 4","1","0"," 300"," 7","50"," 1",NA,"11","11","10","10","10","10","10","3","3","0","0","0","5"," 250"," 9","398","1",1,1,1,1421,356,0,0,0,5,10,1,10,90,2.5,1
"X362.1",2,2,"398","8","c4.0da.35.7"," 521.367","0","5","TN31 7NU","1"," 3"," 3","3"," 2"," 4","1","0"," 300"," 7","50"," 1",NA,"11","11","10","10","10","10","10","3","3","0","0","0","5"," 250"," 9","398","1",1,1,1,1422,356,0,0,0,10,40,5,50,10,0.5,1
"X362.2",3,2,"398","8","c4.0da.35.7"," 521.367","0","5","TN31 7NU","1"," 3"," 3","3"," 2"," 4","1","0"," 300"," 7","50"," 1",NA,"11","11","10","10","10","10","10","3","3","0","0","0","5"," 250"," 9","398","1",1,1,1,1423,356,0,0,0,50,40,1,5,10,0.5,1
"X362.3",4,3,"398","8","c4.0da.35.7"," 521.367","0","5","TN31 7NU","1"," 3"," 3","3"," 2"," 4","1","0"," 300"," 7","50"," 1",NA,"11","11","10","10","10","10","10","3","3","0","0","0","5"," 250"," 9","398","1",1,1,1,1424,356,0,0,0,10,10,0.5,50,40,1,1
"X363",1,2,"431","8","93ce.8d.c.b"," 379.251","0","4","Ol13nj","1"," 4"," 3","2"," 4"," 4","1","0"," 500"," 5","30"," 1",NA,"10"," 6","10"," 6","10","10","10","3","3","1","0","1","4","2250","10","431","1",1,1,1,1425,357,0,0,0,5,10,1,10,90,2.5,1
"X363.1",2,2,"431","8","93ce.8d.c.b"," 379.251","0","4","Ol13nj","1"," 4"," 3","2"," 4"," 4","1","0"," 500"," 5","30"," 1",NA,"10"," 6","10"," 6","10","10","10","3","3","1","0","1","4","2250","10","431","1",1,1,1,1426,357,0,0,0,10,40,5,50,10,0.5,1
"X363.2",3,2,"431","8","93ce.8d.c.b"," 379.251","0","4","Ol13nj","1"," 4"," 3","2"," 4"," 4","1","0"," 500"," 5","30"," 1",NA,"10"," 6","10"," 6","10","10","10","3","3","1","0","1","4","2250","10","431","1",1,1,1,1427,357,0,0,0,50,40,1,5,10,0.5,1
"X363.3",4,2,"431","8","93ce.8d.c.b"," 379.251","0","4","Ol13nj","1"," 4"," 3","2"," 4"," 4","1","0"," 500"," 5","30"," 1",NA,"10"," 6","10"," 6","10","10","10","3","3","1","0","1","4","2250","10","431","1",1,1,1,1428,357,0,0,0,10,10,0.5,50,40,1,1
"X364",1,1,"395","8","de.7.f2b6.c"," 555.500","0","4","S5 8NW","1"," 3"," 5","2"," 4"," 3","2","4"," 300"," 2"," 5"," 1",NA,"11"," 7","11"," 8"," 8"," 9","11","4","5","0","1","1","5","3500"," 9","395","1",1,1,1,1429,358,0,0,0,50,10,1,5,40,5,1
"X364.1",2,2,"395","8","de.7.f2b6.c"," 555.500","0","4","S5 8NW","1"," 3"," 5","2"," 4"," 3","2","4"," 300"," 2"," 5"," 1",NA,"11"," 7","11"," 8"," 8"," 9","11","4","5","0","1","1","5","3500"," 9","395","1",1,1,1,1430,358,0,0,0,5,90,2.5,10,10,0.5,1
"X364.2",3,3,"395","8","de.7.f2b6.c"," 555.500","0","4","S5 8NW","1"," 3"," 5","2"," 4"," 3","2","4"," 300"," 2"," 5"," 1",NA,"11"," 7","11"," 8"," 8"," 9","11","4","5","0","1","1","5","3500"," 9","395","1",1,1,1,1431,358,0,0,0,50,90,2.5,5,40,1,1
"X364.3",4,1,"395","8","de.7.f2b6.c"," 555.500","0","4","S5 8NW","1"," 3"," 5","2"," 4"," 3","2","4"," 300"," 2"," 5"," 1",NA,"11"," 7","11"," 8"," 8"," 9","11","4","5","0","1","1","5","3500"," 9","395","1",1,1,1,1432,358,0,0,0,50,40,2.5,10,90,5,1
"X365",1,3,"441","8","9.7d.6822.9"," 329.420","0","2","L4 0TH","1","-2"," 1","3","-2","-2","1","0","1000","10","80"," 2",NA," 5"," 4"," 4"," 4"," 6"," 6"," 8","3","3","1","0","0","2","2250"," 7","441","0",1,1,1,1433,359,0,0,0,5,10,1,10,90,2.5,1
"X365.1",2,3,"441","8","9.7d.6822.9"," 329.420","0","2","L4 0TH","1","-2"," 1","3","-2","-2","1","0","1000","10","80"," 2",NA," 5"," 4"," 4"," 4"," 6"," 6"," 8","3","3","1","0","0","2","2250"," 7","441","0",1,1,1,1434,359,0,0,0,10,40,5,50,10,0.5,1
"X365.2",3,2,"441","8","9.7d.6822.9"," 329.420","0","2","L4 0TH","1","-2"," 1","3","-2","-2","1","0","1000","10","80"," 2",NA," 5"," 4"," 4"," 4"," 6"," 6"," 8","3","3","1","0","0","2","2250"," 7","441","0",1,1,1,1435,359,0,0,0,50,40,1,5,10,0.5,1
"X365.3",4,3,"441","8","9.7d.6822.9"," 329.420","0","2","L4 0TH","1","-2"," 1","3","-2","-2","1","0","1000","10","80"," 2",NA," 5"," 4"," 4"," 4"," 6"," 6"," 8","3","3","1","0","0","2","2250"," 7","441","0",1,1,1,1436,359,0,0,0,10,10,0.5,50,40,1,1
"X366",1,3,"257","8","9a.37.736.3","1344.973","1","2","sy24 5jp","1"," 2"," 1","3"," 5"," 3","2","4"," 300"," 5","30"," 2",NA,"11","10","10"," 9","11","11","11","3","3","0","0","1","2"," 750"," 8","257","0",1,1,1,1437,360,0,0,0,50,10,1,5,40,5,1
"X366.1",2,2,"257","8","9a.37.736.3","1344.973","1","2","sy24 5jp","1"," 2"," 1","3"," 5"," 3","2","4"," 300"," 5","30"," 2",NA,"11","10","10"," 9","11","11","11","3","3","0","0","1","2"," 750"," 8","257","0",1,1,1,1438,360,0,0,0,5,90,2.5,10,10,0.5,1
"X366.2",3,2,"257","8","9a.37.736.3","1344.973","1","2","sy24 5jp","1"," 2"," 1","3"," 5"," 3","2","4"," 300"," 5","30"," 2",NA,"11","10","10"," 9","11","11","11","3","3","0","0","1","2"," 750"," 8","257","0",1,1,1,1439,360,0,0,0,50,90,2.5,5,40,1,1
"X366.3",4,3,"257","8","9a.37.736.3","1344.973","1","2","sy24 5jp","1"," 2"," 1","3"," 5"," 3","2","4"," 300"," 5","30"," 2",NA,"11","10","10"," 9","11","11","11","3","3","0","0","1","2"," 750"," 8","257","0",1,1,1,1440,360,0,0,0,50,40,2.5,10,90,5,1
"X367",1,2,"399","8","52.46e.79.1"," 562.778","0","1","ub13et","2"," 4"," 3","3","-2"," 5","2","4"," 200"," 9","70"," 2",NA,"11","10","11","11","11","11","11","5","4","1","0","1","5","2750","10","399","0",1,1,1,1441,361,0,0,0,50,10,1,5,40,5,1
"X367.1",2,2,"399","8","52.46e.79.1"," 562.778","0","1","ub13et","2"," 4"," 3","3","-2"," 5","2","4"," 200"," 9","70"," 2",NA,"11","10","11","11","11","11","11","5","4","1","0","1","5","2750","10","399","0",1,1,1,1442,361,0,0,0,5,90,2.5,10,10,0.5,1
"X367.2",3,2,"399","8","52.46e.79.1"," 562.778","0","1","ub13et","2"," 4"," 3","3","-2"," 5","2","4"," 200"," 9","70"," 2",NA,"11","10","11","11","11","11","11","5","4","1","0","1","5","2750","10","399","0",1,1,1,1443,361,0,0,0,50,90,2.5,5,40,1,1
"X367.3",4,2,"399","8","52.46e.79.1"," 562.778","0","1","ub13et","2"," 4"," 3","3","-2"," 5","2","4"," 200"," 9","70"," 2",NA,"11","10","11","11","11","11","11","5","4","1","0","1","5","2750","10","399","0",1,1,1,1444,361,0,0,0,50,40,2.5,10,90,5,1
"X368",1,1,"419","8","93.51.7b0.b"," 441.303","0","2","eh53 0bp","1"," 2"," 2","2"," 1"," 1","2","4","   0"," 1"," 1",NA," 1","11","11","11"," 8"," 9","10","11","3","3","0","0","1","5","1250","10","419","1",1,1,1,1445,362,0,0,0,50,10,1,5,40,5,1
"X368.1",2,1,"419","8","93.51.7b0.b"," 441.303","0","2","eh53 0bp","1"," 2"," 2","2"," 1"," 1","2","4","   0"," 1"," 1",NA," 1","11","11","11"," 8"," 9","10","11","3","3","0","0","1","5","1250","10","419","1",1,1,1,1446,362,0,0,0,5,90,2.5,10,10,0.5,1
"X368.2",3,1,"419","8","93.51.7b0.b"," 441.303","0","2","eh53 0bp","1"," 2"," 2","2"," 1"," 1","2","4","   0"," 1"," 1",NA," 1","11","11","11"," 8"," 9","10","11","3","3","0","0","1","5","1250","10","419","1",1,1,1,1447,362,0,0,0,50,90,2.5,5,40,1,1
"X368.3",4,1,"419","8","93.51.7b0.b"," 441.303","0","2","eh53 0bp","1"," 2"," 2","2"," 1"," 1","2","4","   0"," 1"," 1",NA," 1","11","11","11"," 8"," 9","10","11","3","3","0","0","1","5","1250","10","419","1",1,1,1,1448,362,0,0,0,50,40,2.5,10,90,5,1
"X369",1,2,"435","8","94.98a.72.6"," 400.903","0","2","EX1 1GP","2"," 3"," 2","3"," 1"," 1","2","4"," 600"," 6","40"," 1",NA,"11"," 8"," 8"," 4"," 9","10","11","5","3","1","1","1","5","1750"," 8","435","1",1,1,1,1449,363,0,0,0,50,10,1,5,40,5,1
"X369.1",2,2,"435","8","94.98a.72.6"," 400.903","0","2","EX1 1GP","2"," 3"," 2","3"," 1"," 1","2","4"," 600"," 6","40"," 1",NA,"11"," 8"," 8"," 4"," 9","10","11","5","3","1","1","1","5","1750"," 8","435","1",1,1,1,1450,363,0,0,0,5,90,2.5,10,10,0.5,1
"X369.2",3,3,"435","8","94.98a.72.6"," 400.903","0","2","EX1 1GP","2"," 3"," 2","3"," 1"," 1","2","4"," 600"," 6","40"," 1",NA,"11"," 8"," 8"," 4"," 9","10","11","5","3","1","1","1","5","1750"," 8","435","1",1,1,1,1451,363,0,0,0,50,90,2.5,5,40,1,1
"X369.3",4,2,"435","8","94.98a.72.6"," 400.903","0","2","EX1 1GP","2"," 3"," 2","3"," 1"," 1","2","4"," 600"," 6","40"," 1",NA,"11"," 8"," 8"," 4"," 9","10","11","5","3","1","1","1","5","1750"," 8","435","1",1,1,1,1452,363,0,0,0,50,40,2.5,10,90,5,1
"X370",1,2,"430","8","53.10.e6b.d"," 429.422","0","2","HR6 9DB","1"," 3"," 4","2"," 3"," 5","2","4"," 200","10","80"," 2",NA," 9"," 7"," 9"," 7","10","10","10","5","4","1","1","0","5","2750","10","430","0",1,1,1,1453,364,0,0,0,50,10,1,5,40,5,1
"X370.1",2,2,"430","8","53.10.e6b.d"," 429.422","0","2","HR6 9DB","1"," 3"," 4","2"," 3"," 5","2","4"," 200","10","80"," 2",NA," 9"," 7"," 9"," 7","10","10","10","5","4","1","1","0","5","2750","10","430","0",1,1,1,1454,364,0,0,0,5,90,2.5,10,10,0.5,1
"X370.2",3,3,"430","8","53.10.e6b.d"," 429.422","0","2","HR6 9DB","1"," 3"," 4","2"," 3"," 5","2","4"," 200","10","80"," 2",NA," 9"," 7"," 9"," 7","10","10","10","5","4","1","1","0","5","2750","10","430","0",1,1,1,1455,364,0,0,0,50,90,2.5,5,40,1,1
"X370.3",4,1,"430","8","53.10.e6b.d"," 429.422","0","2","HR6 9DB","1"," 3"," 4","2"," 3"," 5","2","4"," 200","10","80"," 2",NA," 9"," 7"," 9"," 7","10","10","10","5","4","1","1","0","5","2750","10","430","0",1,1,1,1456,364,0,0,0,50,40,2.5,10,90,5,1
"X371",1,2,"411","8","90d.39.67.c"," 508.675","0","4","Ll40 2YN","1"," 2"," 1","2"," 1"," 2","1","0","   0"," 8","60",NA," 2"," 7"," 6"," 9"," 7","10","10","10","4","5","0","0","1","4","1750","10","411","0",1,1,1,1457,365,0,0,0,5,10,1,10,90,2.5,1
"X371.1",2,2,"411","8","90d.39.67.c"," 508.675","0","4","Ll40 2YN","1"," 2"," 1","2"," 1"," 2","1","0","   0"," 8","60",NA," 2"," 7"," 6"," 9"," 7","10","10","10","4","5","0","0","1","4","1750","10","411","0",1,1,1,1458,365,0,0,0,10,40,5,50,10,0.5,1
"X371.2",3,2,"411","8","90d.39.67.c"," 508.675","0","4","Ll40 2YN","1"," 2"," 1","2"," 1"," 2","1","0","   0"," 8","60",NA," 2"," 7"," 6"," 9"," 7","10","10","10","4","5","0","0","1","4","1750","10","411","0",1,1,1,1459,365,0,0,0,50,40,1,5,10,0.5,1
"X371.3",4,3,"411","8","90d.39.67.c"," 508.675","0","4","Ll40 2YN","1"," 2"," 1","2"," 1"," 2","1","0","   0"," 8","60",NA," 2"," 7"," 6"," 9"," 7","10","10","10","4","5","0","0","1","4","1750","10","411","0",1,1,1,1460,365,0,0,0,10,10,0.5,50,40,1,1
"X372",1,2,"408","8","9f.8bcf.5.8"," 516.377","0","3","CB4 1GP","1"," 4"," 3","3"," 3"," 3","1","0"," 100"," 7","50"," 1",NA," 5"," 9"," 7"," 9"," 6"," 7"," 5","4","3","1","1","1","5","1250"," 5","408","1",1,1,1,1461,366,0,0,0,5,10,1,10,90,2.5,1
"X372.1",2,3,"408","8","9f.8bcf.5.8"," 516.377","0","3","CB4 1GP","1"," 4"," 3","3"," 3"," 3","1","0"," 100"," 7","50"," 1",NA," 5"," 9"," 7"," 9"," 6"," 7"," 5","4","3","1","1","1","5","1250"," 5","408","1",1,1,1,1462,366,0,0,0,10,40,5,50,10,0.5,1
"X372.2",3,2,"408","8","9f.8bcf.5.8"," 516.377","0","3","CB4 1GP","1"," 4"," 3","3"," 3"," 3","1","0"," 100"," 7","50"," 1",NA," 5"," 9"," 7"," 9"," 6"," 7"," 5","4","3","1","1","1","5","1250"," 5","408","1",1,1,1,1463,366,0,0,0,50,40,1,5,10,0.5,1
"X372.3",4,3,"408","8","9f.8bcf.5.8"," 516.377","0","3","CB4 1GP","1"," 4"," 3","3"," 3"," 3","1","0"," 100"," 7","50"," 1",NA," 5"," 9"," 7"," 9"," 6"," 7"," 5","4","3","1","1","1","5","1250"," 5","408","1",1,1,1,1464,366,0,0,0,10,10,0.5,50,40,1,1
"X373",1,2,"386","8","97.4.2b22.e"," 658.223","0","3","NN7 4AN","1"," 2"," 3","2"," 2"," 1","2","4"," 400"," 9","70"," 1",NA,"10"," 9","10"," 9"," 7","10","11","4","4","0","0","1","4","4500"," 9","386","1",1,1,1,1465,367,0,0,0,50,10,1,5,40,5,1
"X373.1",2,2,"386","8","97.4.2b22.e"," 658.223","0","3","NN7 4AN","1"," 2"," 3","2"," 2"," 1","2","4"," 400"," 9","70"," 1",NA,"10"," 9","10"," 9"," 7","10","11","4","4","0","0","1","4","4500"," 9","386","1",1,1,1,1466,367,0,0,0,5,90,2.5,10,10,0.5,1
"X373.2",3,2,"386","8","97.4.2b22.e"," 658.223","0","3","NN7 4AN","1"," 2"," 3","2"," 2"," 1","2","4"," 400"," 9","70"," 1",NA,"10"," 9","10"," 9"," 7","10","11","4","4","0","0","1","4","4500"," 9","386","1",1,1,1,1467,367,0,0,0,50,90,2.5,5,40,1,1
"X373.3",4,2,"386","8","97.4.2b22.e"," 658.223","0","3","NN7 4AN","1"," 2"," 3","2"," 2"," 1","2","4"," 400"," 9","70"," 1",NA,"10"," 9","10"," 9"," 7","10","11","4","4","0","0","1","4","4500"," 9","386","1",1,1,1,1468,367,0,0,0,50,40,2.5,10,90,5,1
"X374",1,3,"446","8","97c.ba.57.2"," 223.391","2","3","ky13 0ug","1"," 3"," 5","2"," 5"," 5","2","4","   0"," 9","70",NA," 1","11","11","11","11","11","11","11","3","3","1","0","0","5","5000","10","446","1",1,1,1,1469,368,0,0,0,50,10,1,5,40,5,1
"X374.1",2,2,"446","8","97c.ba.57.2"," 223.391","2","3","ky13 0ug","1"," 3"," 5","2"," 5"," 5","2","4","   0"," 9","70",NA," 1","11","11","11","11","11","11","11","3","3","1","0","0","5","5000","10","446","1",1,1,1,1470,368,0,0,0,5,90,2.5,10,10,0.5,1
"X374.2",3,2,"446","8","97c.ba.57.2"," 223.391","2","3","ky13 0ug","1"," 3"," 5","2"," 5"," 5","2","4","   0"," 9","70",NA," 1","11","11","11","11","11","11","11","3","3","1","0","0","5","5000","10","446","1",1,1,1,1471,368,0,0,0,50,90,2.5,5,40,1,1
"X374.3",4,3,"446","8","97c.ba.57.2"," 223.391","2","3","ky13 0ug","1"," 3"," 5","2"," 5"," 5","2","4","   0"," 9","70",NA," 1","11","11","11","11","11","11","11","3","3","1","0","0","5","5000","10","446","1",1,1,1,1472,368,0,0,0,50,40,2.5,10,90,5,1
"X375",1,1,"436","8","90c.e82.f.6"," 410.312","0","2","OX26 6XR","1"," 1"," 2","2"," 1"," 3","2","4"," 400"," 3","10"," 1",NA," 8"," 3"," 9"," 6"," 9","10","11","3","3","1","1","0","5","3500"," 6","436","1",1,1,1,1473,369,0,0,0,50,10,1,5,40,5,1
"X375.1",2,2,"436","8","90c.e82.f.6"," 410.312","0","2","OX26 6XR","1"," 1"," 2","2"," 1"," 3","2","4"," 400"," 3","10"," 1",NA," 8"," 3"," 9"," 6"," 9","10","11","3","3","1","1","0","5","3500"," 6","436","1",1,1,1,1474,369,0,0,0,5,90,2.5,10,10,0.5,1
"X375.2",3,3,"436","8","90c.e82.f.6"," 410.312","0","2","OX26 6XR","1"," 1"," 2","2"," 1"," 3","2","4"," 400"," 3","10"," 1",NA," 8"," 3"," 9"," 6"," 9","10","11","3","3","1","1","0","5","3500"," 6","436","1",1,1,1,1475,369,0,0,0,50,90,2.5,5,40,1,1
"X375.3",4,1,"436","8","90c.e82.f.6"," 410.312","0","2","OX26 6XR","1"," 1"," 2","2"," 1"," 3","2","4"," 400"," 3","10"," 1",NA," 8"," 3"," 9"," 6"," 9","10","11","3","3","1","1","0","5","3500"," 6","436","1",1,1,1,1476,369,0,0,0,50,40,2.5,10,90,5,1
"X376",1,2,"437","8","90.d9a.f7.b"," 410.621","0","4","Ca2 6bf","1"," 2"," 2","3"," 2"," 5","1","0"," 600"," 3","10"," 2",NA," 7"," 1"," 7"," 1"," 3"," 5"," 7","3","3","1","0","0","5","5000","10","437","0",1,1,1,1477,370,0,0,0,5,10,1,10,90,2.5,1
"X376.1",2,1,"437","8","90.d9a.f7.b"," 410.621","0","4","Ca2 6bf","1"," 2"," 2","3"," 2"," 5","1","0"," 600"," 3","10"," 2",NA," 7"," 1"," 7"," 1"," 3"," 5"," 7","3","3","1","0","0","5","5000","10","437","0",1,1,1,1478,370,0,0,0,10,40,5,50,10,0.5,1
"X376.2",3,1,"437","8","90.d9a.f7.b"," 410.621","0","4","Ca2 6bf","1"," 2"," 2","3"," 2"," 5","1","0"," 600"," 3","10"," 2",NA," 7"," 1"," 7"," 1"," 3"," 5"," 7","3","3","1","0","0","5","5000","10","437","0",1,1,1,1479,370,0,0,0,50,40,1,5,10,0.5,1
"X376.3",4,2,"437","8","90.d9a.f7.b"," 410.621","0","4","Ca2 6bf","1"," 2"," 2","3"," 2"," 5","1","0"," 600"," 3","10"," 2",NA," 7"," 1"," 7"," 1"," 3"," 5"," 7","3","3","1","0","0","5","5000","10","437","0",1,1,1,1480,370,0,0,0,10,10,0.5,50,40,1,1
"X377",1,3,"442","8","97.4ec.f1.7"," 408.690","0","1","SN13JH","1"," 4"," 2","1"," 1"," 5","2","4"," 200"," 2"," 5"," 1",NA,"11"," 8"," 9"," 8","10","11","11","3","3","1","1","1","3","2750","10","442","1",1,1,1,1481,371,0,0,0,50,10,1,5,40,5,1
"X377.1",2,2,"442","8","97.4ec.f1.7"," 408.690","0","1","SN13JH","1"," 4"," 2","1"," 1"," 5","2","4"," 200"," 2"," 5"," 1",NA,"11"," 8"," 9"," 8","10","11","11","3","3","1","1","1","3","2750","10","442","1",1,1,1,1482,371,0,0,0,5,90,2.5,10,10,0.5,1
"X377.2",3,2,"442","8","97.4ec.f1.7"," 408.690","0","1","SN13JH","1"," 4"," 2","1"," 1"," 5","2","4"," 200"," 2"," 5"," 1",NA,"11"," 8"," 9"," 8","10","11","11","3","3","1","1","1","3","2750","10","442","1",1,1,1,1483,371,0,0,0,50,90,2.5,5,40,1,1
"X377.3",4,3,"442","8","97.4ec.f1.7"," 408.690","0","1","SN13JH","1"," 4"," 2","1"," 1"," 5","2","4"," 200"," 2"," 5"," 1",NA,"11"," 8"," 9"," 8","10","11","11","3","3","1","1","1","3","2750","10","442","1",1,1,1,1484,371,0,0,0,50,40,2.5,10,90,5,1
"X378",1,3,"304","8","914.f51.e.a","1272.437","0","4","dn332by","1"," 4"," 1","2"," 1"," 4","2","4"," 500"," 1"," 1"," 1",NA,"11"," 6","11"," 7","11","11"," 9","3","3","1","1","1","4","2750"," 9","304","1",1,1,1,1485,372,0,0,0,50,10,1,5,40,5,1
"X378.1",2,2,"304","8","914.f51.e.a","1272.437","0","4","dn332by","1"," 4"," 1","2"," 1"," 4","2","4"," 500"," 1"," 1"," 1",NA,"11"," 6","11"," 7","11","11"," 9","3","3","1","1","1","4","2750"," 9","304","1",1,1,1,1486,372,0,0,0,5,90,2.5,10,10,0.5,1
"X378.2",3,3,"304","8","914.f51.e.a","1272.437","0","4","dn332by","1"," 4"," 1","2"," 1"," 4","2","4"," 500"," 1"," 1"," 1",NA,"11"," 6","11"," 7","11","11"," 9","3","3","1","1","1","4","2750"," 9","304","1",1,1,1,1487,372,0,0,0,50,90,2.5,5,40,1,1
"X378.3",4,3,"304","8","914.f51.e.a","1272.437","0","4","dn332by","1"," 4"," 1","2"," 1"," 4","2","4"," 500"," 1"," 1"," 1",NA,"11"," 6","11"," 7","11","11"," 9","3","3","1","1","1","4","2750"," 9","304","1",1,1,1,1488,372,0,0,0,50,40,2.5,10,90,5,1
"X379",1,3,"422","8","c3.2.bc2f.2"," 500.108","0","3","SY1 2DL","1"," 2"," 3","2"," 2"," 2","1","0"," 100"," 1"," 1"," 1",NA,"11","10","10"," 8"," 9","10","10","4","3","0","0","1","4","2250","10","422","1",1,1,1,1489,373,0,0,0,5,10,1,10,90,2.5,1
"X379.1",2,2,"422","8","c3.2.bc2f.2"," 500.108","0","3","SY1 2DL","1"," 2"," 3","2"," 2"," 2","1","0"," 100"," 1"," 1"," 1",NA,"11","10","10"," 8"," 9","10","10","4","3","0","0","1","4","2250","10","422","1",1,1,1,1490,373,0,0,0,10,40,5,50,10,0.5,1
