"","Choice","IP","DURATION","Gender","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Understanding","RID.1","CV","av_B","av_C","ID","Respondent","Performance_A","Emission_A","Price_A","Performance_B","Emission_B","Price_B","Performance_C","Emission_C","Price_C","Order"
"1485",3,"914.f51.e.a",1272.437,0,"dn332by",1,4,1,2,1,4,2,4,500,1,1,1,6,11,7,11,11,9,3,3,1,1,1,4,9,304,1,1,1,1485,372,0,0,0,50,10,1,5,40,5,1
"1486",2,"914.f51.e.a",1272.437,0,"dn332by",1,4,1,2,1,4,2,4,500,1,1,1,6,11,7,11,11,9,3,3,1,1,1,4,9,304,1,1,1,1486,372,0,0,0,5,90,2.5,10,10,0.5,1
"1487",3,"914.f51.e.a",1272.437,0,"dn332by",1,4,1,2,1,4,2,4,500,1,1,1,6,11,7,11,11,9,3,3,1,1,1,4,9,304,1,1,1,1487,372,0,0,0,50,90,2.5,5,40,1,1
"1488",3,"914.f51.e.a",1272.437,0,"dn332by",1,4,1,2,1,4,2,4,500,1,1,1,6,11,7,11,11,9,3,3,1,1,1,4,9,304,1,1,1,1488,372,0,0,0,50,40,2.5,10,90,5,1
"1489",3,"c3.2.bc2f.2",500.108,0,"SY1 2DL",1,2,3,2,2,2,1,0,100,1,1,1,10,10,8,9,10,10,4,3,0,0,1,4,10,422,1,1,1,1489,373,0,0,0,5,10,1,10,90,2.5,1
"1490",2,"c3.2.bc2f.2",500.108,0,"SY1 2DL",1,2,3,2,2,2,1,0,100,1,1,1,10,10,8,9,10,10,4,3,0,0,1,4,10,422,1,1,1,1490,373,0,0,0,10,40,5,50,10,0.5,1
"1491",3,"c3.2.bc2f.2",500.108,0,"SY1 2DL",1,2,3,2,2,2,1,0,100,1,1,1,10,10,8,9,10,10,4,3,0,0,1,4,10,422,1,1,1,1491,373,0,0,0,50,40,1,5,10,0.5,1
"1492",1,"c3.2.bc2f.2",500.108,0,"SY1 2DL",1,2,3,2,2,2,1,0,100,1,1,1,10,10,8,9,10,10,4,3,0,0,1,4,10,422,1,1,1,1492,373,0,0,0,10,10,0.5,50,40,1,1
"1493",1,"f24.d4.d7.3",504.034,0,"YO16 4DZ",1,-1,1,2,2,2,2,4,400,6,40,2,4,7,4,6,8,8,2,2,1,0,1,4,8,424,0,1,1,1493,374,0,0,0,50,10,1,5,40,5,1
"1494",1,"f24.d4.d7.3",504.034,0,"YO16 4DZ",1,-1,1,2,2,2,2,4,400,6,40,2,4,7,4,6,8,8,2,2,1,0,1,4,8,424,0,1,1,1494,374,0,0,0,5,90,2.5,10,10,0.5,1
"1495",1,"f24.d4.d7.3",504.034,0,"YO16 4DZ",1,-1,1,2,2,2,2,4,400,6,40,2,4,7,4,6,8,8,2,2,1,0,1,4,8,424,0,1,1,1495,374,0,0,0,50,90,2.5,5,40,1,1
"1496",1,"f24.d4.d7.3",504.034,0,"YO16 4DZ",1,-1,1,2,2,2,2,4,400,6,40,2,4,7,4,6,8,8,2,2,1,0,1,4,8,424,0,1,1,1496,374,0,0,0,50,40,2.5,10,90,5,1
"1497",3,"8c2.93.70.a",764.324,0,"L23 0RB",1,3,2,2,2,2,1,0,700,1,1,1,8,10,7,9,10,11,5,4,1,1,1,5,10,381,1,1,1,1497,375,0,0,0,5,10,1,10,90,2.5,1
"1498",1,"8c2.93.70.a",764.324,0,"L23 0RB",1,3,2,2,2,2,1,0,700,1,1,1,8,10,7,9,10,11,5,4,1,1,1,5,10,381,1,1,1,1498,375,0,0,0,10,40,5,50,10,0.5,1
"1499",2,"8c2.93.70.a",764.324,0,"L23 0RB",1,3,2,2,2,2,1,0,700,1,1,1,8,10,7,9,10,11,5,4,1,1,1,5,10,381,1,1,1,1499,375,0,0,0,50,40,1,5,10,0.5,1
"1500",2,"8c2.93.70.a",764.324,0,"L23 0RB",1,3,2,2,2,2,1,0,700,1,1,1,8,10,7,9,10,11,5,4,1,1,1,5,10,381,1,1,1,1500,375,0,0,0,10,10,0.5,50,40,1,1
"1501",3,"ac.de.093.c",561.454,0,"S60 2UR",1,3,1,2,2,2,2,4,900,8,60,2,10,11,9,10,10,10,4,3,1,1,1,3,7,412,0,1,1,1501,376,0,0,0,50,10,1,5,40,5,1
"1502",2,"ac.de.093.c",561.454,0,"S60 2UR",1,3,1,2,2,2,2,4,900,8,60,2,10,11,9,10,10,10,4,3,1,1,1,3,7,412,0,1,1,1502,376,0,0,0,5,90,2.5,10,10,0.5,1
"1503",2,"ac.de.093.c",561.454,0,"S60 2UR",1,3,1,2,2,2,2,4,900,8,60,2,10,11,9,10,10,10,4,3,1,1,1,3,7,412,0,1,1,1503,376,0,0,0,50,90,2.5,5,40,1,1
"1504",3,"ac.de.093.c",561.454,0,"S60 2UR",1,3,1,2,2,2,2,4,900,8,60,2,10,11,9,10,10,10,4,3,1,1,1,3,7,412,0,1,1,1504,376,0,0,0,50,40,2.5,10,90,5,1
"1505",2,"97.e1.3fe.b",578.526,0,"E11 3DG",3,2,1,2,1,0,1,0,0,10,80,NA,6,10,6,6,6,6,3,3,0,1,1,5,10,416,1,1,1,1505,377,0,0,0,5,10,1,10,90,2.5,1
"1506",3,"97.e1.3fe.b",578.526,0,"E11 3DG",3,2,1,2,1,0,1,0,0,10,80,NA,6,10,6,6,6,6,3,3,0,1,1,5,10,416,1,1,1,1506,377,0,0,0,10,40,5,50,10,0.5,1
"1507",3,"97.e1.3fe.b",578.526,0,"E11 3DG",3,2,1,2,1,0,1,0,0,10,80,NA,6,10,6,6,6,6,3,3,0,1,1,5,10,416,1,1,1,1507,377,0,0,0,50,40,1,5,10,0.5,1
"1508",2,"97.e1.3fe.b",578.526,0,"E11 3DG",3,2,1,2,1,0,1,0,0,10,80,NA,6,10,6,6,6,6,3,3,0,1,1,5,10,416,1,1,1,1508,377,0,0,0,10,10,0.5,50,40,1,1
"1509",2,"93.608.3e.5",564.416,0,"DN2 6DF",1,5,3,2,3,4,1,0,400,7,50,1,9,11,9,10,11,11,3,3,1,0,1,2,10,421,1,1,1,1509,378,0,0,0,5,10,1,10,90,2.5,1
"1510",3,"93.608.3e.5",564.416,0,"DN2 6DF",1,5,3,2,3,4,1,0,400,7,50,1,9,11,9,10,11,11,3,3,1,0,1,2,10,421,1,1,1,1510,378,0,0,0,10,40,5,50,10,0.5,1
"1511",3,"93.608.3e.5",564.416,0,"DN2 6DF",1,5,3,2,3,4,1,0,400,7,50,1,9,11,9,10,11,11,3,3,1,0,1,2,10,421,1,1,1,1511,378,0,0,0,50,40,1,5,10,0.5,1
"1512",2,"93.608.3e.5",564.416,0,"DN2 6DF",1,5,3,2,3,4,1,0,400,7,50,1,9,11,9,10,11,11,3,3,1,0,1,2,10,421,1,1,1,1512,378,0,0,0,10,10,0.5,50,40,1,1
"1513",3,"acd.f5.dc.a",594.373,0,"TR16 6SA",1,2,4,2,4,4,1,0,400,4,20,1,9,11,9,11,11,11,3,3,0,0,0,5,9,433,1,1,1,1513,379,0,0,0,5,10,1,10,90,2.5,1
"1514",2,"acd.f5.dc.a",594.373,0,"TR16 6SA",1,2,4,2,4,4,1,0,400,4,20,1,9,11,9,11,11,11,3,3,0,0,0,5,9,433,1,1,1,1514,379,0,0,0,10,40,5,50,10,0.5,1
"1515",2,"acd.f5.dc.a",594.373,0,"TR16 6SA",1,2,4,2,4,4,1,0,400,4,20,1,9,11,9,11,11,11,3,3,0,0,0,5,9,433,1,1,1,1515,379,0,0,0,50,40,1,5,10,0.5,1
"1516",3,"acd.f5.dc.a",594.373,0,"TR16 6SA",1,2,4,2,4,4,1,0,400,4,20,1,9,11,9,11,11,11,3,3,0,0,0,5,9,433,1,1,1,1516,379,0,0,0,10,10,0.5,50,40,1,1
"1517",3,"7.150.ff0.c",1547.254,1,"IP24 1NZ",1,2,2,2,2,2,2,4,400,8,60,2,9,8,8,9,10,10,4,4,1,0,0,5,10,265,0,1,1,1517,380,0,0,0,50,10,1,5,40,5,1
"1518",2,"7.150.ff0.c",1547.254,1,"IP24 1NZ",1,2,2,2,2,2,2,4,400,8,60,2,9,8,8,9,10,10,4,4,1,0,0,5,10,265,0,1,1,1518,380,0,0,0,5,90,2.5,10,10,0.5,1
"1519",3,"7.150.ff0.c",1547.254,1,"IP24 1NZ",1,2,2,2,2,2,2,4,400,8,60,2,9,8,8,9,10,10,4,4,1,0,0,5,10,265,0,1,1,1519,380,0,0,0,50,90,2.5,5,40,1,1
"1520",3,"7.150.ff0.c",1547.254,1,"IP24 1NZ",1,2,2,2,2,2,2,4,400,8,60,2,9,8,8,9,10,10,4,4,1,0,0,5,10,265,0,1,1,1520,380,0,0,0,50,40,2.5,10,90,5,1
"1521",3,"9.7.e6e26.1",738.08,0,"Fy5 1RD",1,1,3,3,2,1,2,4,500,5,30,1,9,8,7,9,10,10,5,3,0,0,1,5,9,409,1,1,1,1521,381,0,0,0,50,10,1,5,40,5,1
"1522",2,"9.7.e6e26.1",738.08,0,"Fy5 1RD",1,1,3,3,2,1,2,4,500,5,30,1,9,8,7,9,10,10,5,3,0,0,1,5,9,409,1,1,1,1522,381,0,0,0,5,90,2.5,10,10,0.5,1
"1523",3,"9.7.e6e26.1",738.08,0,"Fy5 1RD",1,1,3,3,2,1,2,4,500,5,30,1,9,8,7,9,10,10,5,3,0,0,1,5,9,409,1,1,1,1523,381,0,0,0,50,90,2.5,5,40,1,1
"1524",3,"9.7.e6e26.1",738.08,0,"Fy5 1RD",1,1,3,3,2,1,2,4,500,5,30,1,9,8,7,9,10,10,5,3,0,0,1,5,9,409,1,1,1,1524,381,0,0,0,50,40,2.5,10,90,5,1
"1525",3,"91.4.be04.7",974.842,0,"SL1 3HE",2,4,3,1,3,5,1,0,400,3,10,1,2,11,11,11,11,11,3,3,0,0,0,4,10,369,1,1,1,1525,382,0,0,0,5,10,1,10,90,2.5,1
"1526",3,"91.4.be04.7",974.842,0,"SL1 3HE",2,4,3,1,3,5,1,0,400,3,10,1,2,11,11,11,11,11,3,3,0,0,0,4,10,369,1,1,1,1526,382,0,0,0,10,40,5,50,10,0.5,1
"1527",2,"91.4.be04.7",974.842,0,"SL1 3HE",2,4,3,1,3,5,1,0,400,3,10,1,2,11,11,11,11,11,3,3,0,0,0,4,10,369,1,1,1,1527,382,0,0,0,50,40,1,5,10,0.5,1
"1528",3,"91.4.be04.7",974.842,0,"SL1 3HE",2,4,3,1,3,5,1,0,400,3,10,1,2,11,11,11,11,11,3,3,0,0,0,4,10,369,1,1,1,1528,382,0,0,0,10,10,0.5,50,40,1,1
"1529",2,"7.1.b0e14.7",758.487,0,"G74 1ES",1,3,4,1,4,4,1,0,700,5,30,2,11,10,10,10,11,11,3,3,1,0,1,5,10,413,0,1,1,1529,383,0,0,0,5,10,1,10,90,2.5,1
"1530",1,"7.1.b0e14.7",758.487,0,"G74 1ES",1,3,4,1,4,4,1,0,700,5,30,2,11,10,10,10,11,11,3,3,1,0,1,5,10,413,0,1,1,1530,383,0,0,0,10,40,5,50,10,0.5,1
"1531",2,"7.1.b0e14.7",758.487,0,"G74 1ES",1,3,4,1,4,4,1,0,700,5,30,2,11,10,10,10,11,11,3,3,1,0,1,5,10,413,0,1,1,1531,383,0,0,0,50,40,1,5,10,0.5,1
"1532",2,"7.1.b0e14.7",758.487,0,"G74 1ES",1,3,4,1,4,4,1,0,700,5,30,2,11,10,10,10,11,11,3,3,1,0,1,5,10,413,0,1,1,1532,383,0,0,0,10,10,0.5,50,40,1,1
"1533",2,"acd.37.f2.8",809.163,0,"Bt57wj",2,1,1,3,2,1,2,4,0,4,20,NA,5,8,4,5,8,8,3,3,1,1,0,5,10,407,1,1,1,1533,384,0,0,0,50,10,1,5,40,5,1
"1534",2,"acd.37.f2.8",809.163,0,"Bt57wj",2,1,1,3,2,1,2,4,0,4,20,NA,5,8,4,5,8,8,3,3,1,1,0,5,10,407,1,1,1,1534,384,0,0,0,5,90,2.5,10,10,0.5,1
"1535",3,"acd.37.f2.8",809.163,0,"Bt57wj",2,1,1,3,2,1,2,4,0,4,20,NA,5,8,4,5,8,8,3,3,1,1,0,5,10,407,1,1,1,1535,384,0,0,0,50,90,2.5,5,40,1,1
"1536",2,"acd.37.f2.8",809.163,0,"Bt57wj",2,1,1,3,2,1,2,4,0,4,20,NA,5,8,4,5,8,8,3,3,1,1,0,5,10,407,1,1,1,1536,384,0,0,0,50,40,2.5,10,90,5,1
"1537",3,"97c0.9.0d.3",503.241,0,"TR7 1JU",1,5,3,2,3,4,1,0,0,3,10,NA,9,11,9,11,10,10,3,3,0,1,0,3,10,447,1,1,1,1537,385,0,0,0,5,10,1,10,90,2.5,1
"1538",1,"97c0.9.0d.3",503.241,0,"TR7 1JU",1,5,3,2,3,4,1,0,0,3,10,NA,9,11,9,11,10,10,3,3,0,1,0,3,10,447,1,1,1,1538,385,0,0,0,10,40,5,50,10,0.5,1
"1539",2,"97c0.9.0d.3",503.241,0,"TR7 1JU",1,5,3,2,3,4,1,0,0,3,10,NA,9,11,9,11,10,10,3,3,0,1,0,3,10,447,1,1,1,1539,385,0,0,0,50,40,1,5,10,0.5,1
"1540",3,"97c0.9.0d.3",503.241,0,"TR7 1JU",1,5,3,2,3,4,1,0,0,3,10,NA,9,11,9,11,10,10,3,3,0,1,0,3,10,447,1,1,1,1540,385,0,0,0,10,10,0.5,50,40,1,1
"1541",3,"7d.97.0fc.0",671.606,0,"DD108PS",1,2,3,3,3,3,2,4,0,9,70,NA,10,9,9,10,10,10,3,3,1,0,1,4,9,444,0,1,1,1541,386,0,0,0,50,10,1,5,40,5,1
"1542",3,"7d.97.0fc.0",671.606,0,"DD108PS",1,2,3,3,3,3,2,4,0,9,70,NA,10,9,9,10,10,10,3,3,1,0,1,4,9,444,0,1,1,1542,386,0,0,0,5,90,2.5,10,10,0.5,1
"1543",3,"7d.97.0fc.0",671.606,0,"DD108PS",1,2,3,3,3,3,2,4,0,9,70,NA,10,9,9,10,10,10,3,3,1,0,1,4,9,444,0,1,1,1543,386,0,0,0,50,90,2.5,5,40,1,1
"1544",3,"7d.97.0fc.0",671.606,0,"DD108PS",1,2,3,3,3,3,2,4,0,9,70,NA,10,9,9,10,10,10,3,3,1,0,1,4,9,444,0,1,1,1544,386,0,0,0,50,40,2.5,10,90,5,1
"1545",3,"934.18.ff.1",2371.737,1,"CB1 3BU",2,3,4,2,4,4,2,4,400,8,60,1,11,11,10,11,11,11,3,3,1,0,1,5,10,127,1,1,1,1545,387,0,0,0,50,10,1,5,40,5,1
"1546",2,"934.18.ff.1",2371.737,1,"CB1 3BU",2,3,4,2,4,4,2,4,400,8,60,1,11,11,10,11,11,11,3,3,1,0,1,5,10,127,1,1,1,1546,387,0,0,0,5,90,2.5,10,10,0.5,1
"1547",2,"934.18.ff.1",2371.737,1,"CB1 3BU",2,3,4,2,4,4,2,4,400,8,60,1,11,11,10,11,11,11,3,3,1,0,1,5,10,127,1,1,1,1547,387,0,0,0,50,90,2.5,5,40,1,1
"1548",3,"934.18.ff.1",2371.737,1,"CB1 3BU",2,3,4,2,4,4,2,4,400,8,60,1,11,11,10,11,11,11,3,3,1,0,1,5,10,127,1,1,1,1548,387,0,0,0,50,40,2.5,10,90,5,1
"1549",3,"93.4b.fff.4",1141.362,0,"NG10 5EN",1,1,3,4,2,3,1,0,400,2,5,1,6,11,5,9,10,11,1,1,1,0,0,3,9,389,1,1,1,1549,388,0,0,0,5,10,1,10,90,2.5,1
"1550",1,"93.4b.fff.4",1141.362,0,"NG10 5EN",1,1,3,4,2,3,1,0,400,2,5,1,6,11,5,9,10,11,1,1,1,0,0,3,9,389,1,1,1,1550,388,0,0,0,10,40,5,50,10,0.5,1
"1551",2,"93.4b.fff.4",1141.362,0,"NG10 5EN",1,1,3,4,2,3,1,0,400,2,5,1,6,11,5,9,10,11,1,1,1,0,0,3,9,389,1,1,1,1551,388,0,0,0,50,40,1,5,10,0.5,1
"1552",3,"93.4b.fff.4",1141.362,0,"NG10 5EN",1,1,3,4,2,3,1,0,400,2,5,1,6,11,5,9,10,11,1,1,1,0,0,3,9,389,1,1,1,1552,388,0,0,0,10,10,0.5,50,40,1,1
"1553",1,"1.017b.5a.f",1356.242,0,"IV2 4EB",1,2,0,2,1,1,1,0,100,7,50,2,6,8,6,6,8,4,4,2,0,1,1,5,10,374,0,1,1,1553,389,0,0,0,5,10,1,10,90,2.5,1
"1554",1,"1.017b.5a.f",1356.242,0,"IV2 4EB",1,2,0,2,1,1,1,0,100,7,50,2,6,8,6,6,8,4,4,2,0,1,1,5,10,374,0,1,1,1554,389,0,0,0,10,40,5,50,10,0.5,1
"1555",1,"1.017b.5a.f",1356.242,0,"IV2 4EB",1,2,0,2,1,1,1,0,100,7,50,2,6,8,6,6,8,4,4,2,0,1,1,5,10,374,0,1,1,1555,389,0,0,0,50,40,1,5,10,0.5,1
"1556",1,"1.017b.5a.f",1356.242,0,"IV2 4EB",1,2,0,2,1,1,1,0,100,7,50,2,6,8,6,6,8,4,4,2,0,1,1,5,10,374,0,1,1,1556,389,0,0,0,10,10,0.5,50,40,1,1
"1557",1,"97dd3.3.e.8",1924.503,0,"BS37 4BJ",1,1,2,3,1,3,1,0,200,1,1,1,6,7,6,7,6,6,3,3,0,0,1,5,10,279,1,1,1,1557,390,0,0,0,5,10,1,10,90,2.5,1
"1558",1,"97dd3.3.e.8",1924.503,0,"BS37 4BJ",1,1,2,3,1,3,1,0,200,1,1,1,6,7,6,7,6,6,3,3,0,0,1,5,10,279,1,1,1,1558,390,0,0,0,10,40,5,50,10,0.5,1
"1559",3,"97dd3.3.e.8",1924.503,0,"BS37 4BJ",1,1,2,3,1,3,1,0,200,1,1,1,6,7,6,7,6,6,3,3,0,0,1,5,10,279,1,1,1,1559,390,0,0,0,50,40,1,5,10,0.5,1
"1560",2,"97dd3.3.e.8",1924.503,0,"BS37 4BJ",1,1,2,3,1,3,1,0,200,1,1,1,6,7,6,7,6,6,3,3,0,0,1,5,10,279,1,1,1,1560,390,0,0,0,10,10,0.5,50,40,1,1
"1561",2,"9.f4.bee4.9",1367.47,0,"kt146hj",1,-2,-4,2,-4,-5,2,4,300,4,20,2,3,2,3,2,2,1,1,1,1,0,1,4,10,401,0,1,1,1561,391,0,0,0,50,10,1,5,40,5,1
"1562",3,"9.f4.bee4.9",1367.47,0,"kt146hj",1,-2,-4,2,-4,-5,2,4,300,4,20,2,3,2,3,2,2,1,1,1,1,0,1,4,10,401,0,1,1,1562,391,0,0,0,5,90,2.5,10,10,0.5,1
"1563",3,"9.f4.bee4.9",1367.47,0,"kt146hj",1,-2,-4,2,-4,-5,2,4,300,4,20,2,3,2,3,2,2,1,1,1,1,0,1,4,10,401,0,1,1,1563,391,0,0,0,50,90,2.5,5,40,1,1
"1564",1,"9.f4.bee4.9",1367.47,0,"kt146hj",1,-2,-4,2,-4,-5,2,4,300,4,20,2,3,2,3,2,2,1,1,1,1,0,1,4,10,401,0,1,1,1564,391,0,0,0,50,40,2.5,10,90,5,1
"1565",2,"97e.cdd.8.9",162.02,0,"TR138NT",1,2,2,3,4,4,1,0,0,3,10,NA,8,10,8,11,11,9,3,3,0,0,1,1,9,449,1,1,1,1565,392,0,0,0,5,10,1,10,90,2.5,1
"1566",2,"97e.cdd.8.9",162.02,0,"TR138NT",1,2,2,3,4,4,1,0,0,3,10,NA,8,10,8,11,11,9,3,3,0,0,1,1,9,449,1,1,1,1566,392,0,0,0,10,40,5,50,10,0.5,1
"1567",1,"97e.cdd.8.9",162.02,0,"TR138NT",1,2,2,3,4,4,1,0,0,3,10,NA,8,10,8,11,11,9,3,3,0,0,1,1,9,449,1,1,1,1567,392,0,0,0,50,40,1,5,10,0.5,1
"1568",3,"97e.cdd.8.9",162.02,0,"TR138NT",1,2,2,3,4,4,1,0,0,3,10,NA,8,10,8,11,11,9,3,3,0,0,1,1,9,449,1,1,1,1568,392,0,0,0,10,10,0.5,50,40,1,1
"1569",3,"9.14e.6e1.6",1698.642,0,"CF15 7PU",1,1,1,4,0,2,1,0,300,2,5,1,7,8,4,4,5,6,3,3,0,0,0,5,10,354,1,1,1,1569,393,0,0,0,5,10,1,10,90,2.5,1
"1570",2,"9.14e.6e1.6",1698.642,0,"CF15 7PU",1,1,1,4,0,2,1,0,300,2,5,1,7,8,4,4,5,6,3,3,0,0,0,5,10,354,1,1,1,1570,393,0,0,0,10,40,5,50,10,0.5,1
"1571",2,"9.14e.6e1.6",1698.642,0,"CF15 7PU",1,1,1,4,0,2,1,0,300,2,5,1,7,8,4,4,5,6,3,3,0,0,0,5,10,354,1,1,1,1571,393,0,0,0,50,40,1,5,10,0.5,1
"1572",3,"9.14e.6e1.6",1698.642,0,"CF15 7PU",1,1,1,4,0,2,1,0,300,2,5,1,7,8,4,4,5,6,3,3,0,0,0,5,10,354,1,1,1,1572,393,0,0,0,10,10,0.5,50,40,1,1
"1573",2,"ac.d1.8e9.e",364.497,1,"LL57 2RT",1,4,3,2,4,3,2,4,800,6,40,1,7,9,9,10,10,10,4,3,0,1,0,5,9,448,1,1,1,1573,394,0,0,0,50,10,1,5,40,5,1
"1574",3,"ac.d1.8e9.e",364.497,1,"LL57 2RT",1,4,3,2,4,3,2,4,800,6,40,1,7,9,9,10,10,10,4,3,0,1,0,5,9,448,1,1,1,1574,394,0,0,0,5,90,2.5,10,10,0.5,1
"1575",3,"ac.d1.8e9.e",364.497,1,"LL57 2RT",1,4,3,2,4,3,2,4,800,6,40,1,7,9,9,10,10,10,4,3,0,1,0,5,9,448,1,1,1,1575,394,0,0,0,50,90,2.5,5,40,1,1
"1576",2,"ac.d1.8e9.e",364.497,1,"LL57 2RT",1,4,3,2,4,3,2,4,800,6,40,1,7,9,9,10,10,10,4,3,0,1,0,5,9,448,1,1,1,1576,394,0,0,0,50,40,2.5,10,90,5,1
"1577",1,"902.dd0.6.9",423.455,1,"EX2 4SJ",1,4,4,2,4,4,1,0,800,10,80,1,10,11,11,11,11,11,4,3,1,0,1,4,10,450,1,1,1,1577,395,0,0,0,5,10,1,10,90,2.5,1
"1578",3,"902.dd0.6.9",423.455,1,"EX2 4SJ",1,4,4,2,4,4,1,0,800,10,80,1,10,11,11,11,11,11,4,3,1,0,1,4,10,450,1,1,1,1578,395,0,0,0,10,40,5,50,10,0.5,1
"1579",3,"902.dd0.6.9",423.455,1,"EX2 4SJ",1,4,4,2,4,4,1,0,800,10,80,1,10,11,11,11,11,11,4,3,1,0,1,4,10,450,1,1,1,1579,395,0,0,0,50,40,1,5,10,0.5,1
"1580",2,"902.dd0.6.9",423.455,1,"EX2 4SJ",1,4,4,2,4,4,1,0,800,10,80,1,10,11,11,11,11,11,4,3,1,0,1,4,10,450,1,1,1,1580,395,0,0,0,10,10,0.5,50,40,1,1
"1581",2,"9bb.426.b.8",1793.31,0,"ME14 2UZ",1,3,3,1,0,0,2,4,0,9,70,NA,4,11,8,8,6,6,4,3,0,0,1,2,10,445,1,1,1,1581,396,0,0,0,50,10,1,5,40,5,1
"1582",1,"9bb.426.b.8",1793.31,0,"ME14 2UZ",1,3,3,1,0,0,2,4,0,9,70,NA,4,11,8,8,6,6,4,3,0,0,1,2,10,445,1,1,1,1582,396,0,0,0,5,90,2.5,10,10,0.5,1
"1583",3,"9bb.426.b.8",1793.31,0,"ME14 2UZ",1,3,3,1,0,0,2,4,0,9,70,NA,4,11,8,8,6,6,4,3,0,0,1,2,10,445,1,1,1,1583,396,0,0,0,50,90,2.5,5,40,1,1
"1584",1,"9bb.426.b.8",1793.31,0,"ME14 2UZ",1,3,3,1,0,0,2,4,0,9,70,NA,4,11,8,8,6,6,4,3,0,0,1,2,10,445,1,1,1,1584,396,0,0,0,50,40,2.5,10,90,5,1
"1585",2,"9d44.ec.4.1",2422.226,0,"G20 8JD",3,1,0,1,2,1,2,4,200,5,30,1,8,8,8,8,6,6,4,4,0,1,1,5,10,396,1,1,1,1585,397,0,0,0,50,10,1,5,40,5,1
"1586",3,"9d44.ec.4.1",2422.226,0,"G20 8JD",3,1,0,1,2,1,2,4,200,5,30,1,8,8,8,8,6,6,4,4,0,1,1,5,10,396,1,1,1,1586,397,0,0,0,5,90,2.5,10,10,0.5,1
"1587",2,"9d44.ec.4.1",2422.226,0,"G20 8JD",3,1,0,1,2,1,2,4,200,5,30,1,8,8,8,8,6,6,4,4,0,1,1,5,10,396,1,1,1,1587,397,0,0,0,50,90,2.5,5,40,1,1
"1588",2,"9d44.ec.4.1",2422.226,0,"G20 8JD",3,1,0,1,2,1,2,4,200,5,30,1,8,8,8,8,6,6,4,4,0,1,1,5,10,396,1,1,1,1588,397,0,0,0,50,40,2.5,10,90,5,1
"1589",3,"9744.c.b0.a",432.064,1,"NW3 1RY",3,4,4,2,2,3,1,0,300,6,40,1,9,10,10,10,11,11,3,3,0,0,1,5,10,452,1,1,1,1589,398,0,0,0,5,10,1,10,90,2.5,1
"1590",3,"9744.c.b0.a",432.064,1,"NW3 1RY",3,4,4,2,2,3,1,0,300,6,40,1,9,10,10,10,11,11,3,3,0,0,1,5,10,452,1,1,1,1590,398,0,0,0,10,40,5,50,10,0.5,1
"1591",2,"9744.c.b0.a",432.064,1,"NW3 1RY",3,4,4,2,2,3,1,0,300,6,40,1,9,10,10,10,11,11,3,3,0,0,1,5,10,452,1,1,1,1591,398,0,0,0,50,40,1,5,10,0.5,1
"1592",2,"9744.c.b0.a",432.064,1,"NW3 1RY",3,4,4,2,2,3,1,0,300,6,40,1,9,10,10,10,11,11,3,3,0,0,1,5,10,452,1,1,1,1592,398,0,0,0,10,10,0.5,50,40,1,1
"1593",2,"40.a0.359.3",548.82,1,"NE280LJ",1,4,2,2,5,3,1,0,600,9,70,1,8,11,7,11,11,11,3,3,1,1,1,5,10,451,1,1,1,1593,399,0,0,0,5,10,1,10,90,2.5,1
"1594",3,"40.a0.359.3",548.82,1,"NE280LJ",1,4,2,2,5,3,1,0,600,9,70,1,8,11,7,11,11,11,3,3,1,1,1,5,10,451,1,1,1,1594,399,0,0,0,10,40,5,50,10,0.5,1
"1595",3,"40.a0.359.3",548.82,1,"NE280LJ",1,4,2,2,5,3,1,0,600,9,70,1,8,11,7,11,11,11,3,3,1,1,1,5,10,451,1,1,1,1595,399,0,0,0,50,40,1,5,10,0.5,1
"1596",3,"40.a0.359.3",548.82,1,"NE280LJ",1,4,2,2,5,3,1,0,600,9,70,1,8,11,7,11,11,11,3,3,1,1,1,5,10,451,1,1,1,1596,399,0,0,0,10,10,0.5,50,40,1,1
"1597",3,"9fe7.5.e9.a",276.798,1,"B21 0PL",3,5,5,1,5,5,1,0,1000,7,50,1,8,11,11,11,11,11,5,3,1,1,1,5,10,454,1,1,1,1597,400,0,0,0,5,10,1,10,90,2.5,1
"1598",2,"9fe7.5.e9.a",276.798,1,"B21 0PL",3,5,5,1,5,5,1,0,1000,7,50,1,8,11,11,11,11,11,5,3,1,1,1,5,10,454,1,1,1,1598,400,0,0,0,10,40,5,50,10,0.5,1
"1599",3,"9fe7.5.e9.a",276.798,1,"B21 0PL",3,5,5,1,5,5,1,0,1000,7,50,1,8,11,11,11,11,11,5,3,1,1,1,5,10,454,1,1,1,1599,400,0,0,0,50,40,1,5,10,0.5,1
