"","X","RID","DURATION","Gender","AgeBracket","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","block","design_offset","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","Choice_1","Choice_2","Choice_3","Choice_4","A1X1_1","A1X1_2","A1X1_3","A1X1_4","A1X2_1","A1X2_2","A1X2_3","A1X2_4","A1X3_1","A1X3_2","A1X3_3","A1X3_4","A2X1_1","A2X1_2","A2X1_3","A2X1_4","A2X2_1","A2X2_2","A2X2_3","A2X2_4","A2X3_1","A2X3_2","A2X3_3","A2X3_4","A3X1_1","A3X1_2","A3X1_3","A3X1_4","A3X2_1","A3X2_2","A3X2_3","A3X2_4","A3X3_1","A3X3_2","A3X3_3","A3X3_4","CV","Transform1","WhatWillScienceSay","VarianceUpperBound","VarianceLowerBound","EstimatedVariance","ModelWTP","b_Price.ID","b_Price.post.mean","b_Price.post.sd","b_Performance_10.ID","b_Performance_10.post.mean","b_Performance_10.post.sd","b_Performance_50.ID","b_Performance_50.post.mean","b_Performance_50.post.sd","b_Emissions_40.ID","b_Emissions_40.post.mean","b_Emissions_40.post.sd","b_Emissions_90.ID","b_Emissions_90.post.mean","b_Emissions_90.post.sd","Order"
"971",971,1053,387.654,0,3,2,3,5,3,4,4,400,5,30,1,NA,1,0,11,7,10,7,9,10,11,3,3,1,1,1,4,5000,10,1053,3,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00601807232556302,5,2,8,0.5625,148.213813320833,971,-0.671094069556431,0.701333427977662,971,1.51742791232018,0.557990672934826,971,0.525055987531828,0.0218300266335823,971,-0.811821662829317,0.380410101688242,971,-1.9101003194607,0.209730217737976,0
"972",972,1008,715.166,0,5,1,1,2,3,0,5,600,5,30,1,NA,2,4,9,3,7,6,8,9,10,3,3,0,0,0,5,5000,10,1008,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00601807232556302,2,-1,5,0.5625,100.054726881408,972,-2.53462979649109,1.46680091451674,972,1.44222407630937,0.549393133586374,972,0.527680197920899,0.0214458419602858,972,-0.927170787443308,0.384365108327781,972,-1.83936959863931,0.20587735583789,0
"973",973,963,862.233,1,5,1,4,4,2,5,5,800,5,30,1,NA,2,4,11,10,10,9,9,11,11,3,3,0,1,1,5,2250,10,963,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0134230203321407,4,3,5,0.0625,132.981391483016,973,-0.0576694892741071,0.0978383015629831,973,1.41816364360094,0.590844677147458,973,0.525658783334126,0.0223116428631372,973,-0.809168253338301,0.395432309606858,973,-1.89180173914146,0.197997631347764,0
"974",974,1090,200.482,0,1,1,3,2,2,3,3,200,4,20,1,NA,2,4,8,5,9,5,6,7,9,4,2,1,0,1,4,4500,10,1090,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00445435034938031,2,1,3,0.0625,103.161067112523,974,-0.177928707389238,0.276880098229789,974,1.4203412112754,0.587741232790754,974,0.525868335211961,0.0222066952377612,974,-0.742285039960024,0.39314673705341,974,-1.89364303553777,0.185243377841652,0
"975",975,1104,142.528,0,1,1,1,1,2,1,2,500,10,80,2,NA,1,0,6,4,7,4,6,5,5,3,3,1,1,1,4,1250,10,1104,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0661398025045449,1,0,2,0.0625,76.6187353944084,975,-43.648337269787,73.2409307544522,975,1.4187233052334,0.521039229803669,975,0.524890418573147,0.0203701912385412,975,-0.730346644091787,0.363555520536821,975,-1.88918164750294,0.196365417517893,0
"976",976,988,839.937,1,6,1,3,2,3,2,2,400,1,1,2,NA,2,4,11,11,9,8,9,9,10,3,3,0,0,1,2,750,10,988,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.00133422301313661,2,-1,5,0.5625,101.015690223249,976,-2.75451148168828,1.68121904917818,976,1.42513956439916,0.602573412160419,976,0.524794334397864,0.0221237803842698,976,-0.900991859960295,0.385565553335659,976,-1.8360311276123,0.186555528713639,0
"977",977,1073,332.905,0,1,1,-1,-3,4,-3,5,1000,7,50,2,NA,1,0,7,1,6,3,7,7,9,1,1,0,0,0,2,1250,4,1073,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0408219945202552,-3,-8,2,1.5625,30.6806332624972,977,-77.7275511397815,263.64544356359,977,1.38528954405564,0.563844905353255,977,0.524912314300771,0.0223972639849721,977,-0.794900886679619,0.361558310018395,977,-1.84898069381496,0.189048513332239,0
"978",978,978,863.099,0,3,1,4,4,2,4,4,600,1,1,1,NA,2,4,11,11,11,11,11,11,11,3,3,0,1,0,5,2500,10,978,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.000400080021339691,4,3,5,0.0625,135.890217393046,978,-0.052655148018686,0.0932582931981223,978,1.4490209760632,0.545324292187387,978,0.527077443808314,0.0217328709694355,978,-0.777114084744326,0.41666135507868,978,-1.87924682234376,0.200127779744905,0
"979",979,944,986.464,1,4,1,4,5,1,4,4,600,9,70,1,NA,2,4,11,11,11,9,11,11,11,3,3,1,1,1,3,2500,10,944,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.028399474521698,5,5,5,0,146.580945925999,979,-0.052453185194329,0.0961376345535317,979,1.41950591904314,0.583634612193129,979,0.528726187650588,0.0215557333451134,979,-0.792386925920242,0.406333274564735,979,-1.8916353001673,0.198060513023792,0
"980",980,1080,300.117,0,1,1,2,3,2,2,4,300,10,80,1,NA,1,0,10,7,8,7,9,10,11,4,3,1,0,1,4,2750,10,1080,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0295224392663217,3,2,4,0.0625,113.380404607104,980,-0.684638691829497,0.736401718642637,980,1.43159574704093,0.551450464653515,980,0.527220139072819,0.0216562524347469,980,-0.806501779633186,0.40309391359988,980,-1.90646457836357,0.199812544128291,0
"981",981,1076,348.472,1,5,1,2,3,2,3,4,500,9,70,1,NA,1,0,9,8,9,7,9,10,10,4,4,1,0,1,4,2750,8,1076,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0257841171557147,3,2,4,0.0625,114.179092103279,981,-0.214105322550223,0.348838746991549,981,1.41079857384168,0.567808986254887,981,0.525385410440471,0.0216310458011813,981,-0.813393563878604,0.412210594870658,981,-1.89068649017337,0.199816629230418,0
"982",982,1083,287.887,0,4,3,4,4,3,4,3,600,8,60,1,NA,2,4,10,10,10,10,10,10,10,4,4,0,1,1,5,2500,10,1083,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0242926925690446,4,1,7,0.5625,127.574094947365,982,-0.055374967067769,0.0980255015917436,982,1.44963257179472,0.598595725234337,982,0.525787506871319,0.0228017680481617,982,-0.808445156392328,0.40252570059734,982,-1.87866047778763,0.190361327289262,0
"983",983,915,1183.189,1,2,1,3,4,3,2,3,300,10,80,1,NA,2,4,11,9,11,9,7,8,9,3,3,0,0,1,5,3500,10,915,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0231224174208543,4,1,7,0.5625,127.832266291068,983,-0.249094284660489,0.348219224929797,983,1.45468384956105,0.551215979327509,983,0.526376286139578,0.0217729062986881,983,-0.804965894939621,0.406855334664181,983,-1.88335967457537,0.193667494918034,0
"984",984,1066,392.956,0,4,1,5,5,1,5,5,300,4,20,1,NA,2,4,1,1,11,11,11,11,11,3,3,0,0,0,4,1250,10,1066,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0161293819298836,5,5,5,0,149.377363169989,984,-0.115285671520107,0.193122153178852,984,1.45042207594829,0.584314114259534,984,0.525764682933722,0.0216585879886054,984,-0.767689208581282,0.406335763768716,984,-1.89628052944839,0.195310970522742,0
"985",985,1050,469.766,0,4,1,4,2,2,1,2,300,9,70,1,NA,1,0,9,6,9,7,7,8,9,3,3,1,0,0,5,3500,9,1050,2,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0202027073175195,2,1,3,0.0625,99.9188861379326,985,-0.421658243266643,0.526906371525484,985,1.46311123440348,0.580989999323428,985,0.52508015636431,0.0213472564006383,985,-0.719675922928167,0.394624983339364,985,-1.88320566934125,0.190109755792789,0
"986",986,1054,459.269,1,3,1,-2,2,3,3,-3,300,10,80,2,NA,1,0,11,6,11,6,9,6,9,3,3,1,0,0,5,1750,10,1054,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0467921615067589,2,-1,5,0.5625,91.8316098336455,986,-0.904116491300757,0.854021826706115,986,1.40488652942196,0.547440559237758,986,0.525067946258314,0.0236917521522489,986,-0.676457524706244,0.380412213420525,986,-1.86670302436859,0.182243966679828,0
"987",987,1079,336.819,0,1,3,5,4,2,4,3,200,9,70,1,NA,2,4,11,10,11,11,11,11,11,3,3,0,0,1,5,5000,10,1079,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0140989243795016,4,3,5,0.0625,132.830820500157,987,-0.0709257463265512,0.123495343106522,987,1.43010072689838,0.576750145706976,987,0.526069469904714,0.0222777155195459,987,-0.800369888218677,0.401808436893936,987,-1.89207468484547,0.193050754535062,0
"988",988,1041,577.641,0,2,1,3,3,2,3,3,300,8,60,1,NA,1,0,11,9,10,9,10,11,11,3,3,0,1,1,5,2750,10,1041,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0220597180647322,3,2,4,0.0625,114.976478501033,988,-0.235819777012196,0.414508369045066,988,1.39557636572552,0.564439570701058,988,0.526391132550757,0.0222460837696912,988,-0.807276734068744,0.393743058939241,988,-1.86325720212675,0.192148049475339,0
"989",989,1087,303.356,0,1,1,3,-2,2,0,0,200,6,40,2,NA,2,4,9,9,10,10,11,11,11,3,3,1,0,1,5,2250,10,1087,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0179377006866673,-2,-3,-1,0.0625,48.1059977042425,989,-1.46036531689923,0.916579681679366,989,1.35771044758606,0.605585817627534,989,0.52653367950051,0.0223673766898797,989,-0.593899209030824,0.38648813236505,989,-1.84033949694655,0.18845213474573,0
"990",990,1058,470.725,0,3,1,2,2,3,1,1,300,3,10,1,NA,2,4,8,8,9,8,9,9,9,3,3,1,1,1,5,2250,9,1058,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00445435034938031,2,-1,5,0.5625,100.375188380249,990,-0.261853437893215,0.369415694679967,990,1.47827540129692,0.600914876854213,990,0.526376388992657,0.0218044228161021,990,-0.850181967218993,0.410975455951364,990,-1.89801597605818,0.1974434913075,0
"991",991,1084,326.703,0,2,1,3,3,2,3,5,300,4,20,1,NA,2,4,8,5,7,4,8,8,8,3,3,1,0,1,5,5000,10,1084,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00400802139753882,3,2,4,0.0625,118.864309591501,991,-0.0629341651940287,0.109995722041264,991,1.47686781155225,0.562983849592906,991,0.526299435580037,0.0224920962273465,991,-0.818927410106255,0.422345960306492,991,-1.88381663198219,0.195811315358408,0
"992",992,1068,424.718,0,1,1,2,2,2,-1,5,400,2,5,1,NA,1,0,11,11,8,8,9,10,11,3,3,1,0,1,5,3500,10,1068,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00142959280959443,2,1,3,0.0625,103.787871245689,992,-0.889811123942539,0.861315718160622,992,1.40912685973787,0.610663121610516,992,0.526415429244204,0.0212931981861128,992,-0.671537664435509,0.398420721961854,992,-1.88859430975359,0.191451597786156,0
"993",993,1102,252.215,0,1,1,5,5,1,5,5,200,1,1,1,NA,1,0,11,1,11,1,11,11,11,1,1,0,0,1,4,2750,10,1102,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.000363702495371245,5,5,5,0,152.984630752854,993,-0.500999393412268,0.602178585859963,993,1.45447309067987,0.537030956299909,993,0.525774751739755,0.0227452713735349,993,-0.698862082306856,0.399217805128327,993,-1.87444097145833,0.184018392381542,0
"994",994,1035,636.085,0,1,1,5,1,3,2,5,1000,10,80,1,NA,2,4,11,9,11,8,8,8,10,4,3,0,0,1,5,4500,10,1035,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0179377006866673,1,-2,4,0.5625,83.1138013016626,994,-0.057726091896339,0.0982895260331263,994,1.44221868526701,0.557966077540601,994,0.526555072872886,0.0224300256292041,994,-0.816432166561008,0.405576096106668,994,-1.88076557892472,0.18912902374065,0
"995",995,1070,450.533,0,5,1,4,2,3,1,1,200,8,60,1,NA,2,4,10,7,10,8,8,9,10,5,3,1,1,0,5,4500,10,1070,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0134230203321407,2,-1,5,0.5625,98.542150064377,995,-0.0592323696548998,0.105051103616001,995,1.41183055124929,0.574217794281491,995,0.526801898098112,0.0229832185529239,995,-0.80837960567203,0.416676208117587,995,-1.89346671345106,0.195145029341188,0
"996",996,1075,440.623,0,1,1,2,3,2,-4,4,600,5,30,1,NA,1,0,10,8,8,8,9,10,10,3,3,1,1,1,5,3500,10,1075,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00860837453660016,3,2,4,0.0625,117.869972120239,996,-0.212134185014067,0.343556231069371,996,1.39843520538409,0.592954030199127,996,0.526615760755256,0.021648054002157,996,-0.802111921159689,0.401486566824073,996,-1.88273123387182,0.196902839112537,0
"997",997,1115,237.868,0,1,1,3,5,2,4,4,0,2,5,NA,1,1,0,8,8,8,7,7,8,10,5,3,0,0,1,4,2250,9,1115,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00222469502211116,5,4,6,0.0625,152.170768417023,997,-0.491606445207022,0.592871417280197,997,1.48097186216426,0.57070335214456,997,0.525084956853104,0.0223547099672366,997,-0.793991633322722,0.397649120442397,997,-1.88086614602107,0.196239610912149,0
"998",998,1042,636.572,0,3,1,2,2,2,2,2,500,3,10,1,NA,1,0,10,9,11,10,11,9,9,5,4,1,1,1,5,5000,8,1042,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00200200267067308,2,1,3,0.0625,103.669154673838,998,-0.0670208939733116,0.118613345706695,998,1.39079669531105,0.551225564423719,998,0.526220288938637,0.0216177005822538,998,-0.822145209374189,0.430936508518881,998,-1.87953495027063,0.191046480667826,0
"999",999,1097,319.288,0,1,1,2,3,2,0,3,600,8,60,1,NA,2,4,11,11,10,8,9,10,10,3,3,1,0,0,4,750,10,1097,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.083381608939051,3,2,4,0.0625,102.073234927561,999,-0.0568326765069031,0.103146679065976,999,1.41376362730006,0.549946200240258,999,0.526556893545122,0.0221703675651161,999,-0.803149860141567,0.404952997108714,999,-1.87137865874351,0.188922224114497,0
"1000",1000,1034,694.568,0,3,1,3,3,2,3,5,500,7,50,1,NA,2,4,9,8,9,9,11,11,10,3,3,1,0,1,4,3500,9,1034,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0143887374520996,3,2,4,0.0625,116.623994785206,1000,-0.0602525530315792,0.104593757863591,1000,1.3942888786049,0.54826734476236,1000,0.526031862890334,0.0221007790868951,1000,-0.805581570588342,0.397648577930065,1000,-1.8696095653807,0.202016378020165,0
"1001",1001,1060,533.191,0,3,3,2,2,2,2,2,400,6,40,1,NA,2,4,10,10,9,9,10,10,10,3,3,1,0,0,5,5000,10,1060,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00803217169726427,2,1,3,0.0625,102.421333515707,1001,-0.0571374566932387,0.100564951154924,1001,1.43625302507767,0.563213378075461,1001,0.526399886115902,0.0217381263589097,1001,-0.779518444143109,0.399533075787272,1001,-1.88558824858048,0.19007484108861,0
"1002",1002,905,1334.003,0,2,2,2,3,2,1,2,300,3,10,1,NA,1,0,8,3,5,5,7,7,8,3,4,0,0,1,5,2250,5,905,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00445435034938031,3,2,4,0.0625,118.767734177353,1002,-0.0621597657510516,0.112770261859586,1002,1.43365078596128,0.57417276669915,1002,0.525570568452942,0.021479643186333,1002,-0.82275877844396,0.399384689666865,1002,-1.88027909099304,0.203785513928331,0
"1003",1003,1089,386.602,0,2,1,5,5,1,5,5,200,7,50,1,NA,1,0,11,7,11,9,9,10,11,3,3,1,0,1,5,1750,9,1089,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0289875368732523,5,5,5,0,146.447176784959,1003,-0.0654244723532252,0.112518028710707,1003,1.39403783912058,0.583503163317933,1003,0.526769567874313,0.0211595493514188,1003,-0.797057140295897,0.417388098092378,1003,-1.88667306516091,0.188722119223181,0
"1004",1004,1055,569.922,0,4,3,3,5,2,4,5,800,9,70,1,NA,2,4,11,11,11,11,11,11,11,5,5,1,1,1,5,4500,10,1055,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0156778127192298,5,4,6,0.0625,149.094632881288,1004,-0.0567064595988738,0.0952717596440396,1004,1.43236648375813,0.579275830916937,1004,0.525252485104925,0.0224130330257378,1004,-0.808853642930376,0.429101486501931,1004,-1.87862661557983,0.19132734573857,0
"1005",1005,1110,301.86,0,2,1,3,2,2,3,3,300,5,30,2,NA,2,4,9,6,8,7,7,6,6,3,3,0,0,1,5,2750,10,1110,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0109690313705739,2,1,3,0.0625,101.815494814467,1005,-0.216783688210719,0.294130827485687,1005,1.40547389715965,0.59050095496281,1005,0.524831961638545,0.0223854851109002,1005,-0.78786457801163,0.415730407998548,1005,-1.88098795227462,0.193329435943474,0
"1006",1006,1051,611.265,0,3,1,1,1,1,1,1,700,1,1,2,NA,2,4,7,7,7,5,7,7,7,3,1,1,0,1,2,1750,10,1051,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.000571591898957653,1,1,1,0,89.4173952838859,1006,-0.947324370229026,0.78932305789342,1006,1.44956955117777,0.587177984960497,1006,0.527010551563097,0.0209957834967552,1006,-0.849497251352202,0.381007632216635,1006,-1.85174300066684,0.19489618310485,0
"1007",1007,1072,516.826,0,4,1,2,2,1,3,2,600,3,10,2,NA,1,0,9,7,8,7,9,10,10,3,3,0,0,0,1,3500,8,1072,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.00286123228103223,2,2,2,0,103.841502264975,1007,-98.6886267354302,274.798086694869,1007,1.53727077370094,0.57533567908167,1007,0.529281768252034,0.0195874700126254,1007,-0.722618358148907,0.343838452972333,1007,-1.890112989204,0.173838742752217,0
"1008",1008,1099,367.723,0,3,1,3,2,3,3,4,200,6,40,1,NA,2,4,10,7,10,7,9,10,11,3,3,1,1,0,3,2250,9,1099,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0179377006866673,2,-1,5,0.5625,97.6240235763195,1008,-0.0509529906993567,0.0901273482427668,1008,1.41662384575183,0.584032832438415,1008,0.524692751740189,0.0223441319665484,1008,-0.764195817632857,0.409455775921802,1008,-1.88168792467729,0.199080335799166,0
"1009",1009,1092,431.098,0,1,1,1,2,2,1,1,300,10,80,1,NA,2,4,9,8,7,6,5,7,7,3,3,1,1,1,5,2500,10,1092,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0325231917055601,2,1,3,0.0625,97.4080493634708,1009,-2.62149047366687,2.28579835420322,1009,1.4032156542124,0.596182533439787,1009,0.529167325034172,0.0213378568563035,1009,-0.915147286389441,0.448037523825425,1009,-1.94055615708391,0.193764130947143,0
"1010",1010,1129,247.062,0,4,1,5,3,2,4,4,200,8,60,2,NA,1,0,11,8,11,8,11,11,9,3,3,0,0,1,2,1750,10,1129,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0348872590004405,3,2,4,0.0625,112.237200864589,1010,-0.229528747175409,0.382683342513934,1010,1.42677440101288,0.581247699087784,1010,0.52617968512346,0.0217721740465443,1010,-0.809355670971114,0.42420497815124,1010,-1.87344156983565,0.200493847860737,0
"1011",1011,1094,412.172,0,4,1,3,3,2,1,4,300,8,60,2,NA,2,4,11,9,9,8,9,9,9,3,3,0,0,1,5,1250,10,1094,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0491902441907718,3,2,4,0.0625,109.206968224378,1011,-0.266487228953784,0.380237640861765,1011,1.40041522483902,0.556575511969941,1011,0.524461266459868,0.0218872901710214,1011,-0.816209150014939,0.3925333225304,1011,-1.86958197585256,0.195547586494321,0
"1012",1012,1121,309.339,0,4,1,-1,1,3,2,2,400,6,40,2,NA,1,0,8,3,8,2,7,7,8,3,2,1,0,1,4,3500,8,1121,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0114943794257351,1,-2,4,0.5625,84.3454699410845,1012,-0.2541687838579,0.43097800866654,1012,1.40991012873308,0.568731088907775,1012,0.526936764193305,0.0213922391936577,1012,-0.745579740465148,0.410791952357157,1012,-1.8814867904839,0.197000614512685,0
"1013",1013,1057,638.829,0,4,1,2,4,2,4,4,600,5,30,1,NA,1,0,11,9,9,8,10,10,10,4,3,1,0,0,3,3500,10,1057,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00860837453660016,4,3,5,0.0625,134.055103762711,1013,-0.210000171593138,0.356641653038648,1013,1.37196339823264,0.577970148946274,1013,0.526135542952855,0.0229439568028659,1013,-0.806088470632593,0.406223903143947,1013,-1.88753838699693,0.203700073702227,0
"1014",1014,1105,399.496,0,3,1,4,4,1,3,3,400,4,20,1,NA,2,4,10,9,10,8,10,10,9,5,4,0,0,1,5,2750,10,1105,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00729930248161161,4,4,4,0,134.724972807467,1014,-0.208763675586241,0.297880848563176,1014,1.41945761823918,0.592299904368436,1014,0.526424066757809,0.0218570909061515,1014,-0.782708339716685,0.414998999424114,1014,-1.88837896545129,0.198979845718,0
"1015",1015,1082,521.144,0,2,1,5,5,1,5,5,600,2,5,1,NA,2,4,11,9,11,9,11,11,11,3,3,1,1,1,5,2250,6,1082,3,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00222469502211116,5,5,5,0,152.558028044039,1015,-0.0765730930911208,0.125746823208627,1015,1.42252737501505,0.580226984443879,1015,0.525646863971728,0.0219123006983719,1015,-0.791048512135894,0.408200422590584,1015,-1.89815346628323,0.193080985149171,0
"1016",1016,1112,385.508,0,2,1,2,3,2,1,4,0,4,20,NA,1,2,4,11,9,11,9,11,11,10,3,3,0,1,0,5,750,8,1112,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0270286723879193,3,2,4,0.0625,113.913006637394,1016,-0.0818193716109737,0.142569959234901,1016,1.41516277866909,0.56707397739334,1016,0.526047416683756,0.0228890636274226,1016,-0.788995197369614,0.400044660255231,1016,-1.86695894946163,0.191545929684575,0
