"","RID","DURATION","Gender","AgeBracket","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","Choice_1","Choice_2","Choice_3","Choice_4","A1X1_1","A1X1_2","A1X1_3","A1X1_4","A1X2_1","A1X2_2","A1X2_3","A1X2_4","A1X3_1","A1X3_2","A1X3_3","A1X3_4","A2X1_1","A2X1_2","A2X1_3","A2X1_4","A2X2_1","A2X2_2","A2X2_3","A2X2_4","A2X3_1","A2X3_2","A2X3_3","A2X3_4","A3X1_1","A3X1_2","A3X1_3","A3X1_4","A3X2_1","A3X2_2","A3X2_3","A3X2_4","A3X3_1","A3X3_2","A3X3_3","A3X3_4","CV","Order","Transform1","WhatWillScienceSay","VarianceUpperBound","VarianceLowerBound","EstimatedVariance","ModelWTP","b_Price.ID","b_Price.post.mean","b_Price.post.sd","b_Performance_10.ID","b_Performance_10.post.mean","b_Performance_10.post.sd","b_Performance_50.ID","b_Performance_50.post.mean","b_Performance_50.post.sd","b_Emissions_40.ID","b_Emissions_40.post.mean","b_Emissions_40.post.sd","b_Emissions_90.ID","b_Emissions_90.post.mean","b_Emissions_90.post.sd"
"354",415,411.625,0,1,1,3,2,2,1,4,1,0,300,2,5,1,NA,10,7,10,5,10,10,10,5,4,1,1,1,5,1750,10,415,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00286123228103223,2,1,1,0.0625,105.467972326735,354,-0.0774036823207122,0.143055556812515,354,1.30396638620871,0.167908259283013,354,0.425414406564711,0.377850117888231,354,-0.608704432591164,0.651708620022591,354,-1.79622033322748,0.42349050129346
"355",440,306.21,0,3,1,1,2,2,0,3,1,0,500,6,40,1,NA,10,9,9,8,7,8,9,4,3,0,1,0,5,3500,10,440,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0114943794257351,2,1,1,0.0625,103.836039684861,355,-0.582700756240691,0.636888515768306,355,1.29732923708822,0.166922265746491,355,0.396296204125291,0.359895187255199,355,-0.371181252354095,0.649813576813615,355,-1.86666293169954,0.430962453234273
"356",398,521.367,0,5,1,3,3,3,2,4,1,0,300,7,50,1,NA,11,11,10,10,10,10,10,3,3,0,0,0,5,250,9,398,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.22314355131421,3,3,3,0.5625,74.821260399747,356,-0.065688300598931,0.120677336902746,356,1.30753515874971,0.160282181373053,356,0.428954542861389,0.379506540065564,356,-0.609905798364646,0.665881388402244,356,-1.806665638435,0.412015575408806
"357",431,379.251,0,4,1,4,3,2,4,4,1,0,500,5,30,1,NA,10,6,10,6,10,10,10,3,3,1,0,1,4,2250,10,431,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0134230203321407,3,1,1,0.0625,112.189359875286,357,-0.05790399948429,0.0997240895219534,357,1.30214141526865,0.165842161688207,357,0.406219404135334,0.367368685143642,357,-0.591863388369768,0.640019490488495,357,-1.80057482312489,0.399404974969013
"358",395,555.5,0,4,1,3,5,2,4,3,2,4,300,2,5,1,NA,11,7,11,8,8,9,11,4,5,0,1,1,5,3500,9,395,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00142959280959443,5,1,1,0.0625,132.560319956539,358,-2.8780046619421,2.50351269306279,358,1.31168876437342,0.140209764620506,358,0.46384978803788,0.300214059456318,358,-0.886396402104322,0.606434474603945,358,-1.98899002158938,0.341802026394234
"359",441,329.42,0,2,1,-2,1,3,-2,-2,1,0,1000,10,80,2,NA,5,4,4,4,6,6,8,3,3,1,0,0,2,2250,7,441,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0362030486639606,1,3,3,0.5625,91.4626443260939,359,-0.233338790626783,0.352477563430435,359,1.2962404586935,0.168229634196061,359,0.403147606842113,0.363077391343225,359,-0.621551254411378,0.639291396265341,359,-1.81497592674627,0.413152147963076
"360",257,1344.973,1,2,1,2,1,3,5,3,2,4,300,5,30,2,NA,11,10,10,9,11,11,11,3,3,0,0,1,2,750,8,257,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0408219945202552,1,3,3,0.5625,90.628684428275,360,-0.0550755991182593,0.094879558722209,360,1.31349412077042,0.164447639947144,360,0.431484987362792,0.375696775648278,360,-0.513478887217055,0.674061291055348,360,-1.80947868972136,0.411838981883552
"361",399,562.778,0,1,2,4,3,3,-2,5,2,4,200,9,70,2,NA,11,10,11,11,11,11,11,5,4,1,0,1,5,2750,10,399,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0257841171557147,3,3,3,0.5625,110.48165095942,361,-0.188175716611986,0.293984199118456,361,1.30590612387184,0.164206178999301,361,0.415640449990879,0.382781272960089,361,-0.536476619031955,0.655415071532763,361,-1.83653177115809,0.415425319877246
"362",419,441.303,0,2,1,2,2,2,1,1,2,4,0,1,1,NA,1,11,11,11,8,9,10,11,3,3,0,0,1,5,1250,10,419,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000800320170769155,2,1,1,0.0625,105.858673767048,362,-50.14827218796,164.250534878913,362,1.33125196417822,0.154742545055171,362,0.557064413077285,0.387581220247352,362,-0.472206081014628,0.560468719512,362,-1.72088490073736,0.388282134052899
"363",435,400.903,0,2,2,3,2,3,1,1,2,4,600,6,40,1,NA,11,8,8,4,9,10,11,5,3,1,1,1,5,1750,8,435,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0231224174208543,2,3,3,0.5625,102.304198466734,363,-0.230002423423541,0.366015074778192,363,1.31389956330445,0.159276572550849,363,0.401110717956407,0.380349944211376,363,-0.608331405442826,0.650077088132775,363,-1.80638906503596,0.404120940211163
"364",430,429.422,0,2,1,3,4,2,3,5,2,4,200,10,80,2,NA,9,7,9,7,10,10,10,5,4,1,1,0,5,2750,10,430,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0295224392663217,4,1,1,0.0625,117.938989918904,364,-0.816183612217841,0.869340501232,364,1.31107011827744,0.163844379295106,364,0.380754734137196,0.382801735739808,364,-0.585880875884814,0.641373771188604,364,-1.83926236803448,0.392700390474749
"365",411,508.675,0,4,1,2,1,2,1,2,1,0,0,8,60,NA,2,7,6,9,7,10,10,10,4,5,0,0,1,4,1750,10,411,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0348872590004405,1,1,1,0.0625,91.0703323957395,365,-0.0578767255246618,0.104269541197741,365,1.31080222135303,0.164963714361713,365,0.407540538211019,0.372725763455148,365,-0.572152548365016,0.660394152151904,365,-1.82182926770978,0.408089266856936
"366",408,516.377,0,3,1,4,3,3,3,3,1,0,100,7,50,1,NA,5,9,7,9,6,7,5,4,3,1,1,1,5,1250,5,408,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0408219945202552,3,3,3,0.5625,107.604692274344,366,-0.180771084208643,0.291357101856304,366,1.30038732451222,0.164345003417733,366,0.413585455245486,0.373816367753826,366,-0.617791906446976,0.653481002884383,366,-1.80526503895777,0.401392153691485
"367",386,658.223,0,3,1,2,3,2,2,1,2,4,400,9,70,1,NA,10,9,10,9,7,10,11,4,4,0,0,1,4,4500,9,386,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0156778127192298,3,1,1,0.0625,111.754784617153,367,-0.197888100041984,0.295227524618415,367,1.29777832885625,0.155139309313935,367,0.394180747646935,0.379257964085236,367,-0.532119053366351,0.652105642505198,367,-1.83561376302127,0.427234018821639
"368",446,223.391,2,3,1,3,5,2,5,5,2,4,0,9,70,NA,1,11,11,11,11,11,11,11,3,3,1,0,0,5,5000,10,446,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0140989243795016,5,1,1,0.0625,130.024220386437,368,-0.0581630280043591,0.0983408191502844,368,1.29814500657877,0.15425860783011,368,0.399954307510022,0.355961442470968,368,-0.570186465081356,0.664304072214801,368,-1.8280562626945,0.430961797261272
"369",436,410.312,0,2,1,1,2,2,1,3,2,4,400,3,10,1,NA,8,3,9,6,9,10,11,3,3,1,1,0,5,3500,6,436,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00286123228103223,2,1,1,0.0625,105.467972326735,369,-3.28759825520142,2.99188513455686,369,1.30887451156853,0.156660193658581,369,0.383300793932813,0.322787526357497,369,-0.91507607045472,0.578425024359046,369,-2.00660312737778,0.40268333085424
"370",437,410.621,0,4,1,2,2,3,2,5,1,0,600,3,10,2,NA,7,1,7,1,3,5,7,3,3,1,0,0,5,5000,10,437,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.00200200267067308,2,3,3,0.5625,106.292370598203,370,-0.950113507429592,0.829044174515726,370,1.29828964576932,0.158576893753442,370,0.527323144071292,0.365356391733484,370,-0.268703532973304,0.651983063610411,370,-1.71650812696088,0.385283871162925
"371",442,408.69,0,1,1,4,2,1,1,5,2,4,200,2,5,1,NA,11,8,9,8,10,11,11,3,3,1,1,1,3,2750,10,442,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00181983671698598,2,0,0,0,105.582726351656,371,-0.0548021254653441,0.0925283953640181,371,1.30773503770694,0.167237308742664,371,0.413203647927214,0.391141271357655,371,-0.558689226411413,0.653218582356207,371,-1.84170928063838,0.415003575640742
"372",304,1272.437,0,4,1,4,1,2,1,4,2,4,500,1,1,1,NA,11,6,11,7,11,11,9,3,3,1,1,1,4,2750,9,304,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000363702495371245,1,1,1,0.0625,97.3780857192247,372,-0.0558723810139036,0.100013088938421,372,1.30457043568419,0.16027599865299,372,0.423273691625326,0.388569670454517,372,-0.550468693619237,0.618639279426632,372,-1.82665114947871,0.432755520243926
"373",422,500.108,0,3,1,2,3,2,2,2,1,0,100,1,1,1,NA,11,10,10,8,9,10,10,4,3,0,0,1,4,2250,10,422,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000444543239150158,3,1,1,0.0625,114.699544281204,373,-0.0897717026540327,0.159079259844535,373,1.31368991768693,0.167487948608696,373,0.409612877417632,0.36166540894446,373,-0.561509434216586,0.637838976305908,373,-1.83307766880156,0.421995135834611
"374",424,504.034,0,4,1,-1,1,2,2,2,2,4,400,6,40,2,NA,7,4,7,4,6,8,8,2,2,1,0,1,4,2750,8,424,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0146522767868704,1,1,1,0.0625,94.7498665652503,374,-53.2869143242821,92.0743692908725,374,1.32475013535342,0.174545637985266,374,0.480785788724444,0.307613521578795,374,-0.425074498984524,0.521176045741806,374,-1.7737430671114,0.354196100428789
"375",381,764.324,0,3,1,3,2,2,2,2,1,0,700,1,1,1,NA,10,8,10,7,9,10,11,5,4,1,1,1,5,3500,10,381,3,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000285755109817069,2,1,1,0.0625,105.956290280325,375,-0.581117459947706,0.660605331732546,375,1.30394466440141,0.164876102145306,375,0.412783416391711,0.392416635485547,375,-0.591142925496952,0.6233013693052,375,-1.84578378063588,0.41258409652747
"376",412,561.454,0,3,1,3,1,2,2,2,2,4,900,8,60,2,NA,11,10,11,9,10,10,10,4,3,1,1,1,3,2750,7,412,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0220597180647322,1,1,1,0.0625,93.397001521703,376,-0.0546170509486424,0.0955517212061316,376,1.31750556864767,0.161017279550879,376,0.445827439068431,0.382964850860069,376,-0.554974656557771,0.655255932649337,376,-1.80717674498395,0.426812516288211
"377",416,578.526,0,3,3,2,1,2,1,0,1,0,0,10,80,NA,1,10,6,10,6,6,6,6,3,3,0,1,1,5,1750,10,416,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0467921615067589,1,1,1,0.0625,88.9298249041098,377,-0.157863682884079,0.248271642211222,377,1.3154788642431,0.164000840195286,377,0.427905851437656,0.38124386121469,377,-0.489006674119194,0.623536369744463,377,-1.78957390353872,0.39632083859555
"378",421,564.416,0,4,1,5,3,2,3,4,1,0,400,7,50,1,NA,11,9,11,9,10,11,11,3,3,1,0,1,2,2750,10,421,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0183491386681965,3,1,1,0.0625,111.240526547324,378,-0.156223535799513,0.261513476321967,378,1.30446457492981,0.164718685548653,378,0.438802621111018,0.364051126407578,378,-0.517944629311486,0.654326663688012,378,-1.80431315126923,0.410297917053155
"379",433,594.373,0,5,1,2,4,2,4,4,1,0,400,4,20,1,NA,11,9,11,9,11,11,11,3,3,0,0,0,5,1750,9,433,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0114943794257351,4,1,1,0.0625,121.47394038575,379,-0.0666340600049313,0.122428150720086,379,1.30448170366125,0.159936101246619,379,0.407041487451445,0.38671227212301,379,-0.57453565385031,0.666171754237024,379,-1.81722359747596,0.424052380720637
"380",265,1547.254,1,3,1,2,2,2,2,2,2,4,400,8,60,2,NA,10,9,8,8,9,10,10,4,4,1,0,0,5,1750,10,265,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0348872590004405,2,1,1,0.0625,99.4537239381962,380,-0.0585752778712332,0.0989914159160086,380,1.30855713004738,0.162762316831414,380,0.405709284255905,0.371222456755498,380,-0.571748367800599,0.659130164597578,380,-1.80290849703873,0.410187834260625
"381",409,738.08,0,4,1,1,3,3,2,1,2,4,500,5,30,1,NA,11,9,8,7,9,10,10,5,3,0,0,1,5,1750,9,409,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.017291497110061,3,3,3,0.5625,112.115756669515,381,-0.0559588017017386,0.0979707928742432,381,1.30449883311124,0.167987380890623,381,0.407832188597624,0.394393403302861,381,-0.544727068465879,0.621836824812971,381,-1.80406219569875,0.394481328733384
"382",369,974.842,0,2,2,4,3,1,3,5,1,0,400,3,10,1,NA,9,2,11,11,11,11,11,3,3,0,0,0,4,1750,10,369,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00573067470898498,3,0,0,0,113.591023881503,382,-0.232879886122642,0.382647886820366,382,1.30040283484613,0.165105050817057,382,0.43534254151815,0.373989605548637,382,-0.642037382562626,0.653121527353731,382,-1.8230067527342,0.414979563199678
"383",413,758.487,0,2,1,3,4,1,4,4,1,0,700,5,30,2,NA,11,11,10,10,10,11,11,3,3,1,0,1,5,1750,10,413,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.017291497110061,4,0,0,0,120.248910804551,383,-0.460220969983332,0.568753492837926,383,1.30677655156113,0.16404312100314,383,0.381822575730094,0.368812306845439,383,-0.5780662227468,0.633078789334945,383,-1.75699357384676,0.421996117636315
"384",407,809.163,0,2,2,1,1,3,2,1,2,4,0,4,20,NA,1,10,5,8,4,5,8,8,3,3,1,1,0,5,5000,10,407,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00400802139753882,1,3,3,0.5625,97.3489726004755,384,-0.228196810221212,0.384853291234214,384,1.3121675439907,0.160744997903286,384,0.373782210847491,0.376679049948551,384,-0.65981114758581,0.641375122108641,384,-1.80719351372586,0.405639032493562
"385",447,503.241,0,1,1,5,3,2,3,4,1,0,0,3,10,NA,1,11,9,11,9,11,10,10,3,3,0,1,0,3,250,10,447,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0408219945202552,3,1,1,0.0625,106.94074160514,385,-0.867868048329721,0.886243318718929,385,1.31222127483503,0.160535392069386,385,0.399473760819465,0.389276763682631,385,-0.812894080213786,0.630570095794646,385,-1.89928822728444,0.419187238947203
"386",444,671.606,0,1,1,2,3,3,3,3,2,4,0,9,70,NA,2,11,10,9,9,10,10,10,3,3,1,0,1,4,4500,9,444,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0156778127192298,3,3,3,0.5625,112.426994491382,386,-0.0608983640750498,0.102792833740493,386,1.30939088179824,0.162874396596982,386,0.402669319299185,0.383470429087712,386,-0.507911953238853,0.647297670431522,386,-1.81701353622972,0.4050073655466
"387",127,2371.737,1,1,2,3,4,2,4,4,2,4,400,8,60,1,NA,11,11,11,10,11,11,11,3,3,1,0,1,5,2250,10,127,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0270286723879193,4,1,1,0.0625,118.426440271276,387,-0.0544918190781037,0.093292409588023,387,1.30993723081467,0.164563467248212,387,0.435206127409085,0.374145921791989,387,-0.536531630430035,0.644982612054521,387,-1.82505321297685,0.417438391322087
"388",389,1141.362,0,5,1,1,3,4,2,3,1,0,400,2,5,1,NA,11,6,11,5,9,10,11,1,1,1,0,0,3,1750,9,389,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00286123228103223,3,5,5,1.5625,116.262576726706,388,-1.17782011277193,1.20937136785233,388,1.30117023217781,0.145354699448156,388,0.358817979718129,0.372869604440043,388,-0.97075363778549,0.680779228972057,388,-1.89419320174638,0.398028883836075
"389",374,1356.242,0,2,1,2,0,2,1,1,1,0,100,7,50,2,NA,9,6,8,6,6,8,4,4,2,0,1,1,5,2250,10,374,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0224728558520586,0,1,1,0.0625,85.1298114342751,389,-89.4317879392233,429.862220212367,389,1.27725537136887,0.165679406368734,389,0.466809648692527,0.354311664116205,389,-0.324342503518729,0.576435101193777,389,-1.68158277204328,0.360977640168639
"390",279,1924.503,0,2,1,1,2,3,1,3,1,0,200,1,1,1,NA,10,6,7,6,7,6,6,3,3,0,0,1,5,750,10,279,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00133422301313661,2,3,3,0.5625,106.419211028091,390,-0.933518722862292,0.813907307185574,390,1.31762540947757,0.167751995515839,390,0.357238465998345,0.371676416201587,390,-0.364200589529569,0.567329204774406,390,-1.72819452178764,0.439156550174531
"391",401,1367.47,0,2,1,-2,-4,2,-4,-5,2,4,300,4,20,2,NA,4,3,2,3,2,2,1,1,1,1,0,1,4,1750,10,401,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0114943794257351,-4,1,1,0.0625,57.2032876165524,391,-0.808632028752794,0.847074600162569,391,1.31133951505365,0.176723449984715,391,0.390373881637932,0.36991496392357,391,-0.570039424404437,0.641929091657264,391,-1.66238472118828,0.439292056577652
"392",449,162.02,0,1,1,2,2,3,4,4,1,0,0,3,10,NA,1,10,8,10,8,11,11,9,3,3,0,0,1,1,2500,9,449,2,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00400802139753882,2,3,3,0.5625,105.911608737673,392,-0.0744129256792901,0.125348297009558,392,1.31089320732239,0.152880644010956,392,0.433450963292692,0.394274139589464,392,-0.577913921245813,0.630607965160905,392,-1.82672433023603,0.420872711389646
"393",354,1698.642,0,4,1,1,1,4,0,2,1,0,300,2,5,1,NA,10,7,8,4,4,5,6,3,3,0,0,0,5,3500,10,354,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00142959280959443,1,5,5,1.5625,99.1190330298918,393,-0.062946238448038,0.114095977642559,393,1.30068016518054,0.169089764885906,393,0.449168192542353,0.366408968271344,393,-0.605535706517459,0.635446524774467,393,-1.82538323211874,0.415575983584936
"394",448,364.497,1,4,1,4,3,2,4,3,2,4,800,6,40,1,NA,9,7,9,9,10,10,10,4,3,0,1,0,5,1250,9,448,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0325231917055601,3,1,1,0.0625,108.522954344024,394,-0.248979486989833,0.375880558002465,394,1.29947876947442,0.165407138165647,394,0.401743518814991,0.376276312506075,394,-0.574761747659317,0.652322192101034,394,-1.76040462400093,0.400150492016203
"395",450,423.455,1,3,1,4,4,2,4,4,1,0,800,10,80,1,NA,10,10,11,11,11,11,11,4,3,1,0,1,4,2750,10,450,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0295224392663217,4,1,1,0.0625,117.938989918904,395,-0.293159843331941,0.406767387807272,395,1.29922842034426,0.163139215875878,395,0.418774372282806,0.371301878477781,395,-0.437295470886269,0.644069831580119,395,-1.80208067237885,0.416006564218394
"396",445,1793.31,0,2,1,3,3,1,0,0,2,4,0,9,70,NA,1,11,4,11,8,8,6,6,4,3,0,0,1,2,750,10,445,2,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0979804083602038,3,0,0,0,96.1579659389415,396,-2.40805329791243,2.80511066975948,396,1.31024706011605,0.138816220423187,396,0.20146854020754,0.574995089232046,396,-0.58693948780677,0.597808280554714,396,-1.62211356481668,0.433109070661888
"397",396,2422.226,0,1,3,1,0,1,2,1,2,4,200,5,30,1,NA,8,8,8,8,8,6,6,4,4,0,1,1,5,1750,10,396,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.017291497110061,0,0,0,0,85.9671430584253,397,-0.202591792544163,0.30729161260418,397,1.30412381085641,0.168282955324959,397,0.402245105447676,0.389457881114485,397,-0.556244569125064,0.653600726265696,397,-1.79912885942286,0.424157004643779
"398",452,432.064,1,2,3,4,4,2,2,3,1,0,300,6,40,1,NA,10,9,10,10,10,11,11,3,3,0,0,1,5,5000,10,452,3,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00803217169726427,4,1,1,0.0625,122.155678623071,398,-0.180544034397669,0.293213630115471,398,1.29742300977376,0.161491083202157,398,0.425368133580371,0.370518173560048,398,-0.574403794689873,0.636553260820109,398,-1.82171575670871,0.404434715154231
"399",451,548.82,1,1,1,4,2,2,5,3,1,0,600,9,70,1,NA,11,8,11,7,11,11,11,3,3,1,1,1,5,1750,10,451,2,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0408219945202552,2,1,1,0.0625,98.3515231325112,399,-0.164083355883839,0.258423861456251,399,1.29742353208558,0.165413422327025,399,0.424909134294031,0.371821957510933,399,-0.520977753855559,0.626860605395526,399,-1.79691750893035,0.422266552414337
"400",454,276.798,1,1,3,5,5,1,5,5,1,0,1000,7,50,1,NA,11,8,11,11,11,11,11,5,3,1,1,1,5,1750,10,454,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0289875368732523,5,0,0,0,126.970357061488,400,-0.0588619999525264,0.10210252442446,400,1.30464180290913,0.161725407452757,400,0.441463853958438,0.367311216563275,400,-0.532450991332005,0.638666736938925,400,-1.80869174906868,0.406457965322231
