"","X","RID","VERSION","IP","DURATION","Gender","AgeBracket","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","CVProtests","CVProtestTexts","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","ConsequentialityText","Education","Income","Understanding","FreeText","RID.1","Choice_1","Choice_2","Choice_3","Choice_4","A1X1_1","A1X1_2","A1X1_3","A1X1_4","A1X2_1","A1X2_2","A1X2_3","A1X2_4","A1X3_1","A1X3_2","A1X3_3","A1X3_4","A2X1_1","A2X1_2","A2X1_3","A2X1_4","A2X2_1","A2X2_2","A2X2_3","A2X2_4","A2X3_1","A2X3_2","A2X3_3","A2X3_4","A3X1_1","A3X1_2","A3X1_3","A3X1_4","A3X2_1","A3X2_2","A3X2_3","A3X2_4","A3X3_1","A3X3_2","A3X3_3","A3X3_4","CV","Order","Transform1","WhatWillScienceSay","VarianceUpperBound","VarianceLowerBound","EstimatedVariance","ModelWTP"
"168",174,227,8,"9b.b.7032.b",380.005,1,2,"Iv36 3xl",1,1,1,3,1,3,2,4,0,4,20,NA,1,NA,NA,9,7,9,7,8,8,8,3,3,1,0,1,NA,5,2750,10,"Na",227,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00729930248161161,1,3,3,0.5625,96.7415049299942
"169",175,232,8,"9f.8a1.f3.f",366.204,1,1,"NG7 2PJ",3,3,4,3,2,5,2,4,200,10,80,2,NA,5,NA,8,6,6,6,6,6,6,3,3,0,1,1,NA,4,2500,7,"Shorten the survey?",232,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0325231917055601,4,3,3,0.5625,118.033948133024
"170",176,199,7,"9.50c.ae3.c",473.076,1,1,"CT195RZ",1,3,3,2,4,4,2,4,500,8,60,1,NA,NA,NA,11,8,11,8,9,11,11,3,3,0,0,1,NA,4,2250,10,"N/A",199,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0270286723879193,3,1,1,0.0625,109.574169198428
"171",177,137,7,"5.6.ac2ae.4",664.907,1,2,"Sl6 8xg",1,2,3,2,3,-1,2,4,200,7,50,1,NA,NA,NA,10,9,10,8,8,9,10,4,3,0,1,1,NA,5,2750,9,"Nope",137,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0183491386681965,3,1,1,0.0625,111.240526547324
"172",178,145,7,"97c.f.2b8.2",632.817,1,1,"Bs31 3ej",1,2,3,2,3,3,2,4,600,9,70,2,NA,4,NA,8,6,7,2,8,10,10,3,3,0,0,1,NA,4,3500,8,"Could include more imagery",145,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0202027073175195,3,1,1,0.0625,110.884079022737
"173",179,219,7,"97cd.ca.2.5",425.931,1,2,"W11 1NW",1,1,2,2,1,2,1,0,400,5,30,1,NA,NA,NA,9,8,7,6,7,7,8,3,3,0,0,1,NA,5,2750,10,"N/A",219,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0109690313705739,2,1,1,0.0625,103.93512693192
"174",180,217,7,"9.bb5.6f4.8",432.482,0,2,"Sp1",1,1,1,2,1,5,2,4,500,3,10,1,NA,NA,NA,10,10,7,7,7,10,11,4,3,1,0,0,"Nothing helps, UK government cutting help to it if anything",5,1750,8,"Good survey thanks and good luck",217,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00573067470898498,1,1,1,0.0625,96.3880630923492
"175",181,230,8,"93.4c1.b0.3",383.064,1,3,"BD6 1EJ",1,2,0,3,1,3,1,0,400,3,10,1,NA,NA,NA,11,9,9,8,8,9,10,3,3,0,0,1,NA,4,3500,10,"No comment",230,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00286123228103223,0,3,3,0.5625,89.2343352525383
"176",182,238,8,"1.44b.2ac.6",359.68,1,1,"NR29 4QQ",1,-2,1,3,1,4,2,4,800,4,20,1,NA,NA,NA,11,7,8,2,7,10,11,3,3,1,0,1,NA,4,2750,8,NA,238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00729930248161161,1,3,3,0.5625,96.7415049299942
"177",183,126,7,"4.8873.41.c",749.386,0,1,"Cv4 7al",3,3,-1,2,3,-2,2,4,500,9,70,2,NA,2,NA,10,9,9,8,10,10,8,3,4,0,1,1,NA,4,2750,10,".",126,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0257841171557147,-1,1,1,0.0625,76.6694487408806
"178",184,246,8,"56.acb7.3.3",215.005,0,3,"Ts273rb",1,1,1,3,2,2,1,0,300,8,60,1,NA,NA,NA,8,7,5,5,7,7,7,3,3,1,0,1,NA,4,2250,8,"Description text on the microplastics was a little long.",246,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0270286723879193,1,3,3,0.5625,93.1271071934628
"179",185,203,7,"9f4.2f.f8.8",504.717,0,5,"CT68EE",1,3,3,3,0,1,2,4,700,2,5,1,NA,NA,NA,8,8,7,7,8,8,7,3,3,1,1,1,NA,5,3500,9,"none",203,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00142959280959443,3,3,3,0.5625,115.185088478974
"180",186,234,8,"acd5.68.8.3",407.823,1,3,"la23 2bf",1,2,0,2,0,0,2,4,400,1,1,1,NA,NA,NA,11,7,8,7,9,10,11,4,3,1,1,0,"I don't think they really care it's all lip service",5,3500,10,"all good thanks",234,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000285755109817069,0,1,1,0.0625,89.0710464523444
"181",187,189,7,"9d.4e.4d8.d",581.076,1,5,"NE39 1PB",1,3,5,3,5,-2,2,4,800,9,70,1,NA,NA,NA,11,10,10,9,10,11,11,4,3,0,1,1,NA,5,2750,10,"Survey was clear",189,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0257841171557147,5,3,3,0.5625,128.388509236953
"182",188,181,7,"93.6.0a68.f",606.221,1,1,"NE21RB",4,1,4,2,2,3,2,4,1000,1,1,1,NA,NA,NA,10,6,8,8,11,10,8,4,2,1,0,1,NA,4,4500,8,"N/A",181,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000222246917238848,4,1,1,0.0625,123.696787232556
"183",189,262,8,"93.5bf.0a.b",194.507,0,2,"PL1 4GD",1,2,3,2,2,2,2,4,500,1,1,1,NA,NA,NA,11,7,10,7,7,8,9,5,4,1,1,1,NA,5,5000,10,"No comments",262,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000200020002667045,3,1,1,0.0625,114.74697900012
"184",190,173,7,"97f.9a5.c.1",631.287,1,4,"S4",3,3,2,3,-1,0,1,0,200,3,10,2,NA,1,NA,11,8,11,8,9,9,8,3,3,0,0,1,NA,2,2500,10,"No com",173,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.00400802139753882,2,3,3,0.5625,105.911608737673
"185",191,207,7,"8c.2f4.dd.9",534.51,1,2,"Ts160hz",1,5,5,2,5,5,1,0,600,8,60,1,NA,NA,NA,11,11,11,11,11,11,11,5,5,1,1,1,NA,5,2750,10,"The A, B, C clickable boxes where a little disjointed so it was tricky to see which one I was clicking on at first",207,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0220597180647322,5,1,1,0.0625,128.435861267642
"186",192,166,7,"9d.4a.507.5",671.876,0,4,"ME157SY",1,3,3,2,3,3,2,4,500,10,80,1,NA,NA,NA,11,8,11,8,11,11,11,3,3,1,0,0,"Because they will not listen till it costs them.",5,1250,10,"Don't know",166,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0661398025045449,3,1,1,0.0625,102.156613465381
"187",193,290,8,"95.0f.6b7.a",122.414,1,2,"De56 0er",1,-3,-3,1,-3,-4,2,4,300,5,30,1,NA,NA,NA,3,7,8,6,5,3,5,3,4,1,0,1,NA,2,4500,5,"None",290,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00668898815079665,-3,0,0,0,64.8158042855932
"188",194,184,7,"93c.e.8d6.5",624.876,1,3,"TS21 3NX",1,4,4,2,3,3,1,0,300,10,80,1,NA,NA,NA,10,10,10,9,10,10,10,4,4,1,0,1,NA,5,4500,10,"Excellent survey",184,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0179377006866673,4,1,1,0.0625,120.207618778817
"189",195,153,7,"936.77.b1.5",705.539,1,2,"BS3 5jq",1,4,4,2,3,3,2,4,800,9,70,1,NA,NA,NA,11,10,11,10,11,11,11,5,5,0,0,1,NA,5,1750,10,"N/A",153,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0408219945202552,4,1,1,0.0625,115.73667120036
"190",196,226,8,"9751.56.2.c",496.162,1,1,"MK416HL",1,3,1,4,0,2,1,0,200,7,50,2,NA,1,NA,11,7,11,7,9,11,11,3,3,0,0,0,"Nothing ever changes",3,1750,9,NA,226,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0289875368732523,1,5,5,1.5625,94.0413166550012
"191",197,254,8,"9b.b6.0c9.a",288.54,1,4,"GU52 0YH",1,2,2,3,3,4,2,4,200,6,40,1,NA,NA,NA,10,8,8,6,8,9,10,4,3,1,0,0,"Probably won't impact in the near future",5,1750,9,"Nothing further",254,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0231224174208543,2,3,3,0.5625,102.304198466734
"192",198,271,8,"9bb.8f.25.5",212.29,1,4,"fk9 4jg",1,2,3,3,1,5,1,0,600,9,70,2,NA,2,NA,11,8,9,8,11,11,11,3,3,1,1,1,NA,5,2250,10,"give more details of what microplastics do to human health",271,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0316053394153311,3,3,3,0.5625,109.36541822494
"193",199,242,8,"de.250.11.3",339.583,1,2,"SE14 5BS",1,-1,1,3,3,1,1,0,300,9,70,2,NA,1,NA,11,8,8,6,7,8,7,4,3,1,0,0,"Wouldn't get through government",5,3500,9,"None",242,3,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0202027073175195,1,3,3,0.5625,94.3722926347044
"194",200,263,8,"97c.2.d49.0",263.752,1,2,"G72 6AJ",1,3,2,3,2,2,2,4,200,4,20,1,NA,NA,NA,11,9,11,9,11,11,11,3,3,1,0,1,NA,5,2750,10,"No comments",263,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00729930248161161,2,3,3,0.5625,105.287769829942
"195",201,236,8,"8e.03.d62.6",515.316,1,3,"ca11 9le",1,4,0,4,2,4,1,0,200,10,80,1,NA,NA,NA,11,9,10,8,10,11,11,4,3,1,1,0,"they are more worried about money",5,2750,10,"No comments",236,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0295224392663217,0,5,5,1.5625,85.7313000530397
"196",202,225,8,"55b.6b.54.2",552.164,1,3,"SE13 6DS",1,5,5,1,5,5,1,0,200,2,5,1,NA,NA,NA,10,9,9,8,10,11,11,5,5,0,1,1,NA,5,750,10,"It was fine as it is.",225,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00668898815079665,5,0,0,0,131.419035538245
"197",203,283,8,"93.ce.8dd.8",212.075,0,1,"HD5 0EQ",1,-2,0,3,1,1,2,4,300,7,50,2,NA,1,NA,3,2,4,2,2,2,4,2,3,1,1,1,NA,4,1750,8,"Relatively clear although I am unfamiliar with micro plastics until now",283,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0289875368732523,0,3,3,0.5625,84.5971824939763
"198",204,249,8,"f24.c2.f5.e",349.676,1,3,"ct10 3al",1,2,3,2,2,0,1,0,900,3,10,1,NA,NA,NA,11,9,9,9,8,8,7,3,3,1,1,1,NA,5,2250,9,"xxx",249,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00445435034938031,3,1,1,0.0625,113.922424270611
"199",205,240,8,"9d59.3.5a.d",523.671,0,5,"RG12 7WW",1,-1,0,3,0,0,2,4,300,4,20,1,NA,NA,NA,11,8,11,6,7,7,7,3,3,0,0,0,"only data rather than opinions will have an effect on regulators",5,2750,8,"photo had a misleading scale legend",240,2,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00729930248161161,0,3,3,0.5625,88.4401254422604
"200",206,177,7,"9.50.c471.b",738.458,1,1,"L18 2EZ",1,1,0,3,0,0,1,0,400,10,80,2,NA,1,NA,8,5,7,5,6,6,6,3,3,0,0,1,NA,5,1750,8,"n/a",177,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.0467921615067589,0,3,3,0.5625,81.4916382899065
"201",207,264,8,"90.c722.e.d",304.761,1,1,"Ll54 7ht",1,2,2,2,2,2,1,0,200,5,30,1,NA,NA,NA,9,6,6,8,10,10,10,4,3,0,0,1,NA,4,2250,10,".",264,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0134230203321407,2,1,1,0.0625,103.472520803764
"202",208,233,8,"97cf.94.c.7",564.61,1,5,"ST15 8YU",1,1,1,3,2,5,2,4,100,6,40,2,NA,6,"Microplastics should be removed from products not captured later",9,2,7,1,8,9,10,3,3,1,0,0,"Much policy making does not seem to rely sufficiently on evidence",5,3500,8,"Make it clear when an example is not interactive",233,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0114943794257351,1,3,3,0.5625,95.9690656409383
"203",209,275,8,"9d4.e1.f8.c",260.958,1,2,"WN4 8SJ",1,3,2,2,3,2,1,0,500,1,1,1,NA,NA,NA,9,8,7,8,8,7,7,4,4,1,1,1,NA,5,1750,9,"N/a",275,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000571591898957653,2,1,1,0.0625,105.902061796373
"204",210,243,8,"97.4.9620.0",388.99,0,1,"LU54NQ",3,3,4,2,3,3,2,4,400,9,70,2,NA,1,NA,11,10,11,11,10,11,11,4,3,0,1,1,NA,5,2750,10,"None - instructions were very clear, thank you.",243,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,1,-0.0257841171557147,4,1,1,0.0625,118.669897223582
"205",211,278,8,"9bb.29.94.f",263.532,1,2,"sl7 3jx",1,0,0,2,1,1,1,0,300,4,20,1,NA,NA,NA,10,10,10,10,6,6,6,3,3,1,0,1,NA,5,1750,10,"N/A",278,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0114943794257351,0,1,1,0.0625,87.0716410925603
"206",212,298,8,"64.32c.01.3",211.485,1,4,"HA8 8NE",1,5,5,2,4,4,2,4,700,2,5,1,NA,NA,NA,10,9,10,9,11,11,11,3,3,1,1,1,NA,5,3500,10,"can't think of any",298,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00142959280959443,5,1,1,0.0625,132.560319956539
"207",213,195,7,"97.573.20.2",690.85,0,2,"LU27LNn",1,1,2,2,2,2,2,4,300,1,1,1,NA,NA,NA,10,6,6,6,8,9,10,3,3,1,1,0,"Too much needs to be changed",5,4500,4,"Needs to be dumbed down further",195,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000222246917238848,2,1,1,0.0625,105.968340065251
"208",214,245,8,"93ce.e3.4.b",394.102,0,1,"M217de",1,4,3,2,1,3,2,4,200,8,60,1,NA,NA,NA,11,9,10,8,10,9,8,4,3,1,1,1,NA,5,4500,10,".",245,1,3,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0134230203321407,3,1,1,0.0625,112.189359875286
"209",215,244,8,"9.bb.2627.d",397.12,1,4,"UB8 3JQ",4,2,3,2,2,3,1,0,600,10,80,1,NA,NA,NA,8,8,7,7,9,10,9,4,4,0,0,1,NA,5,5000,10,"No additional comments.",244,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0161293819298836,3,1,1,0.0625,111.667807193394
"210",216,256,8,"71.b25.75.a",357.334,2,1,"de56 1ax",1,2,3,2,3,2,1,0,300,4,20,1,NA,NA,NA,9,8,8,7,10,10,10,4,3,0,1,1,NA,5,1750,10,"none",256,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0114943794257351,3,1,1,0.0625,112.561438010085
"211",217,135,7,"90.2f7.ab.d",886.187,0,3,"B10",3,4,4,2,4,4,1,0,300,6,40,1,NA,NA,NA,9,9,9,8,9,10,11,4,4,1,0,1,NA,2,1250,10,"I enjoyed taking part in this survey",135,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0325231917055601,4,1,1,0.0625,117.353108112709
"212",218,312,8,"ac.b38.e4.d",169.801,1,4,"HA4 0AY",3,4,5,1,5,5,2,4,600,6,40,1,NA,NA,NA,11,11,11,11,11,11,11,5,5,1,1,1,NA,5,5000,10,"None",312,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00803217169726427,5,0,0,0,131.150162454681
"213",219,308,8,"934.03.74.5",188.963,1,1,"BN1 8lr",1,-1,0,3,1,1,1,0,600,1,1,1,NA,NA,NA,7,6,6,6,8,8,9,3,3,1,0,1,NA,4,5000,9,"None needed",308,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000200020002667045,0,3,3,0.5625,89.7118131776967
"214",220,115,7,"91.4a.9aa.7",1043.604,1,1,"TS179BT",1,1,1,3,1,5,2,4,0,1,1,NA,1,NA,NA,10,5,8,4,7,9,10,4,3,0,0,1,NA,4,4500,9,"The survey was very clear. Whilst not totally relevant I would have liked it to be explained WHY/HOW microplastics are used in detergents",115,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.000222246917238848,1,3,3,0.5625,98.0492614419056
"215",221,88,7,"91.4d10.b.a",1292.386,1,2,"WN3 4RU",1,2,0,2,-2,-2,1,0,200,3,10,1,NA,NA,NA,9,8,8,8,9,8,8,3,3,1,0,0,"I think it will take something bigger to make more of the voice heard on this",4,2250,5,"Maybe making the wording simpler, use the facts but  aybe more in a simplified way mre people will understand",88,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.00445435034938031,0,1,1,0.0625,88.3254885572311
"216",222,313,8,"7d.999.48.a",199.478,1,1,"SW16 1TT",1,2,-1,2,-1,-2,1,0,300,1,1,1,NA,NA,NA,10,8,9,8,9,10,11,4,3,0,0,1,NA,5,1750,10,"Not sure",313,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.000571591898957653,-1,1,1,0.0625,80.9756618325567
"217",223,281,8,"52d.9e9.b.2",298.727,2,2,"WF3 1df",1,4,4,3,3,2,1,0,200,2,5,2,NA,2,NA,11,9,10,7,9,9,8,4,3,0,0,1,NA,5,1750,10,"None",281,2,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,1,-0.00286123228103223,4,3,3,0.5625,123.864343111791
"218",224,292,8,"9.7e8.6b1.3",276.482,1,1,"LN8 3AG",1,4,5,2,5,5,2,4,0,9,70,NA,1,NA,NA,11,10,11,11,11,11,11,4,3,0,1,1,NA,1,2500,10,"N/A",292,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.028399474521698,5,1,1,0.0625,127.173915505831
"219",225,247,8,"97.5.e955.d",434.353,1,5,"TS103PL",1,4,5,2,3,3,1,0,200,6,40,1,NA,NA,NA,10,8,11,10,11,11,11,4,5,1,0,0,"Money being the main criteria for those in power, although when and if the money becomes less evident then the big firms will change",5,1250,10,"I was perfectly happy with the question as and the format.",247,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0325231917055601,5,1,1,0.0625,126.354532053095
"220",226,309,8,"de.f3.b41.e",232.961,1,1,"Gu10 5ew",1,2,3,2,0,0,1,0,400,7,50,1,NA,NA,NA,10,8,9,6,10,10,10,3,3,0,0,1,NA,4,4500,10,"None",309,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0111733005981252,3,1,1,0.0625,112.623413686371
"221",227,255,8,"97.4c44.0.3",430.389,0,2,"Co1 2ah",1,2,1,2,2,2,2,4,400,5,30,1,NA,NA,NA,10,7,9,7,9,8,9,4,4,1,0,1,NA,2,5000,9,"Nothing to add",255,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00601807232556302,1,1,1,0.0625,96.3351433031359
"222",228,267,8,"de7.81.e5.2",373.252,1,2,"NE388BT",1,3,5,2,3,3,1,0,600,8,60,1,NA,NA,NA,11,10,9,8,11,11,9,3,3,0,0,0,"It will take multiple surveys and ultimately a law change before change will happen",5,2750,9,"The boxes for option a/b/c were slightly out of alignment on my screen but could work out which one was which",267,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,1,-0.0220597180647322,5,1,1,0.0625,128.435861267642
"223",229,318,8,"90.cb.a5c.a",208.185,1,2,"BD20 1XX",1,1,0,3,0,0,2,4,400,2,5,1,NA,NA,NA,11,9,10,7,4,4,4,3,3,0,0,1,NA,5,5000,10,"N/A",318,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.00100050033358353,0,3,3,0.5625,89.5680925220589
"224",230,293,8,"9025.8.13.0",306.965,1,3,"G13 3AH",1,4,4,2,4,3,2,4,0,10,80,NA,1,NA,NA,11,9,11,3,7,9,10,3,3,1,0,1,NA,5,2250,10,"Be cognisant that people can't afford any increase proposed at present.  This doesn't mean that they don't care about the environment but are struggling to cope with increases in cost of living.",293,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,1,-0.0362030486639606,4,1,1,0.0625,116.635641470723
