"","X","Task","Choice","RID","DURATION","Gender","AgeBracket","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","block","design_offset","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","CV","av_A","av_B","av_C","ID","Respondent","Performance_A","Emission_A","Price_A","Performance_B","Emission_B","Price_B","Performance_C","Emission_C","Price_C"
"3853","X996",1,3,1056,323.772,0,3,"B68 0SG",1,3,5,2,4,4,500,6,40,2,NA,1,0,11,9,11,9,11,11,11,4,3,1,1,0,5,4500,10,1056,0,1,1,1,3853,964,0,0,0,5,10,1,10,90,2.5
"3854","X996.1",2,2,1056,323.772,0,3,"B68 0SG",1,3,5,2,4,4,500,6,40,2,NA,1,0,11,9,11,9,11,11,11,4,3,1,1,0,5,4500,10,1056,0,1,1,1,3854,964,0,0,0,10,40,5,50,10,0.5
"3855","X996.2",3,2,1056,323.772,0,3,"B68 0SG",1,3,5,2,4,4,500,6,40,2,NA,1,0,11,9,11,9,11,11,11,4,3,1,1,0,5,4500,10,1056,0,1,1,1,3855,964,0,0,0,50,40,1,5,10,0.5
"3856","X996.3",4,2,1056,323.772,0,3,"B68 0SG",1,3,5,2,4,4,500,6,40,2,NA,1,0,11,9,11,9,11,11,11,4,3,1,1,0,5,4500,10,1056,0,1,1,1,3856,964,0,0,0,10,10,0.5,50,40,1
"3857","X997",1,3,1045,379.148,0,1,"CH1 2NN",1,3,3,3,1,4,300,7,50,1,NA,1,0,11,8,11,9,10,10,10,3,3,1,0,1,4,1750,9,1045,1,1,1,1,3857,965,0,0,0,5,10,1,10,90,2.5
"3858","X997.1",2,3,1045,379.148,0,1,"CH1 2NN",1,3,3,3,1,4,300,7,50,1,NA,1,0,11,8,11,9,10,10,10,3,3,1,0,1,4,1750,9,1045,1,1,1,1,3858,965,0,0,0,10,40,5,50,10,0.5
"3859","X997.2",3,3,1045,379.148,0,1,"CH1 2NN",1,3,3,3,1,4,300,7,50,1,NA,1,0,11,8,11,9,10,10,10,3,3,1,0,1,4,1750,9,1045,1,1,1,1,3859,965,0,0,0,50,40,1,5,10,0.5
"3860","X997.3",4,2,1045,379.148,0,1,"CH1 2NN",1,3,3,3,1,4,300,7,50,1,NA,1,0,11,8,11,9,10,10,10,3,3,1,0,1,4,1750,9,1045,1,1,1,1,3860,965,0,0,0,10,10,0.5,50,40,1
"3861","X998",1,1,1020,596.863,0,5,"SW12",1,2,3,2,2,2,400,9,70,2,NA,1,0,10,8,10,7,10,10,10,3,3,0,0,0,5,2500,8,1020,0,1,1,1,3861,966,0,0,0,5,10,1,10,90,2.5
"3862","X998.1",2,1,1020,596.863,0,5,"SW12",1,2,3,2,2,2,400,9,70,2,NA,1,0,10,8,10,7,10,10,10,3,3,0,0,0,5,2500,8,1020,0,1,1,1,3862,966,0,0,0,10,40,5,50,10,0.5
"3863","X998.2",3,3,1020,596.863,0,5,"SW12",1,2,3,2,2,2,400,9,70,2,NA,1,0,10,8,10,7,10,10,10,3,3,0,0,0,5,2500,8,1020,0,1,1,1,3863,966,0,0,0,50,40,1,5,10,0.5
"3864","X998.3",4,2,1020,596.863,0,5,"SW12",1,2,3,2,2,2,400,9,70,2,NA,1,0,10,8,10,7,10,10,10,3,3,0,0,0,5,2500,8,1020,0,1,1,1,3864,966,0,0,0,10,10,0.5,50,40,1
"3865","X999",1,1,981,788.767,3,2,"DD4 6QW",1,3,3,2,3,4,0,10,80,NA,2,2,4,8,4,10,8,10,10,10,3,3,0,1,1,5,2500,9,981,0,1,1,1,3865,967,0,0,0,50,10,1,5,40,5
"3866","X999.1",2,3,981,788.767,3,2,"DD4 6QW",1,3,3,2,3,4,0,10,80,NA,2,2,4,8,4,10,8,10,10,10,3,3,0,1,1,5,2500,9,981,0,1,1,1,3866,967,0,0,0,5,90,2.5,10,10,0.5
"3867","X999.2",3,3,981,788.767,3,2,"DD4 6QW",1,3,3,2,3,4,0,10,80,NA,2,2,4,8,4,10,8,10,10,10,3,3,0,1,1,5,2500,9,981,0,1,1,1,3867,967,0,0,0,50,90,2.5,5,40,1
"3868","X999.3",4,1,981,788.767,3,2,"DD4 6QW",1,3,3,2,3,4,0,10,80,NA,2,2,4,8,4,10,8,10,10,10,3,3,0,1,1,5,2500,9,981,0,1,1,1,3868,967,0,0,0,50,40,2.5,10,90,5
"3869","X1000",1,3,982,792.461,1,2,"Co130ue",1,4,5,2,3,4,500,6,40,1,NA,1,0,10,9,9,10,11,11,11,4,4,1,0,1,4,3500,10,982,1,1,1,1,3869,968,0,0,0,5,10,1,10,90,2.5
"3870","X1000.1",2,2,982,792.461,1,2,"Co130ue",1,4,5,2,3,4,500,6,40,1,NA,1,0,10,9,9,10,11,11,11,4,4,1,0,1,4,3500,10,982,1,1,1,1,3870,968,0,0,0,10,40,5,50,10,0.5
"3871","X1000.2",3,2,982,792.461,1,2,"Co130ue",1,4,5,2,3,4,500,6,40,1,NA,1,0,10,9,9,10,11,11,11,4,4,1,0,1,4,3500,10,982,1,1,1,1,3871,968,0,0,0,50,40,1,5,10,0.5
"3872","X1000.3",4,3,982,792.461,1,2,"Co130ue",1,4,5,2,3,4,500,6,40,1,NA,1,0,10,9,9,10,11,11,11,4,4,1,0,1,4,3500,10,982,1,1,1,1,3872,968,0,0,0,10,10,0.5,50,40,1
"3873","X1001",1,2,1026,595.487,1,1,"TR3 6LZ",3,2,2,2,3,3,800,1,1,1,NA,2,4,10,10,10,10,11,11,11,2,2,1,1,1,4,2500,10,1026,1,1,1,1,3873,969,0,0,0,50,10,1,5,40,5
"3874","X1001.1",2,1,1026,595.487,1,1,"TR3 6LZ",3,2,2,2,3,3,800,1,1,1,NA,2,4,10,10,10,10,11,11,11,2,2,1,1,1,4,2500,10,1026,1,1,1,1,3874,969,0,0,0,5,90,2.5,10,10,0.5
"3875","X1001.2",3,3,1026,595.487,1,1,"TR3 6LZ",3,2,2,2,3,3,800,1,1,1,NA,2,4,10,10,10,10,11,11,11,2,2,1,1,1,4,2500,10,1026,1,1,1,1,3875,969,0,0,0,50,90,2.5,5,40,1
"3876","X1001.3",4,1,1026,595.487,1,1,"TR3 6LZ",3,2,2,2,3,3,800,1,1,1,NA,2,4,10,10,10,10,11,11,11,2,2,1,1,1,4,2500,10,1026,1,1,1,1,3876,969,0,0,0,50,40,2.5,10,90,5
"3877","X1002",1,3,1074,285.846,0,3,"BN2",1,3,3,2,3,3,400,2,5,1,NA,1,0,11,9,9,7,11,11,11,4,3,1,0,1,5,1750,10,1074,1,1,1,1,3877,970,0,0,0,5,10,1,10,90,2.5
"3878","X1002.1",2,3,1074,285.846,0,3,"BN2",1,3,3,2,3,3,400,2,5,1,NA,1,0,11,9,9,7,11,11,11,4,3,1,0,1,5,1750,10,1074,1,1,1,1,3878,970,0,0,0,10,40,5,50,10,0.5
"3879","X1002.2",3,1,1074,285.846,0,3,"BN2",1,3,3,2,3,3,400,2,5,1,NA,1,0,11,9,9,7,11,11,11,4,3,1,0,1,5,1750,10,1074,1,1,1,1,3879,970,0,0,0,50,40,1,5,10,0.5
"3880","X1002.3",4,1,1074,285.846,0,3,"BN2",1,3,3,2,3,3,400,2,5,1,NA,1,0,11,9,9,7,11,11,11,4,3,1,0,1,5,1750,10,1074,1,1,1,1,3880,970,0,0,0,10,10,0.5,50,40,1
"3881","X1003",1,3,1053,387.654,0,3,"LS197QE",2,3,5,3,4,4,400,5,30,1,NA,1,0,11,7,10,7,9,10,11,3,3,1,1,1,4,5000,10,1053,1,1,1,1,3881,971,0,0,0,5,10,1,10,90,2.5
"3882","X1003.1",2,1,1053,387.654,0,3,"LS197QE",2,3,5,3,4,4,400,5,30,1,NA,1,0,11,7,10,7,9,10,11,3,3,1,1,1,4,5000,10,1053,1,1,1,1,3882,971,0,0,0,10,40,5,50,10,0.5
"3883","X1003.2",3,3,1053,387.654,0,3,"LS197QE",2,3,5,3,4,4,400,5,30,1,NA,1,0,11,7,10,7,9,10,11,3,3,1,1,1,4,5000,10,1053,1,1,1,1,3883,971,0,0,0,50,40,1,5,10,0.5
"3884","X1003.3",4,3,1053,387.654,0,3,"LS197QE",2,3,5,3,4,4,400,5,30,1,NA,1,0,11,7,10,7,9,10,11,3,3,1,1,1,4,5000,10,1053,1,1,1,1,3884,971,0,0,0,10,10,0.5,50,40,1
"3885","X1004",1,1,1008,715.166,0,5,"BS23 4TL",1,1,2,3,0,5,600,5,30,1,NA,2,4,9,3,7,6,8,9,10,3,3,0,0,0,5,5000,10,1008,1,1,1,1,3885,972,0,0,0,50,10,1,5,40,5
"3886","X1004.1",2,3,1008,715.166,0,5,"BS23 4TL",1,1,2,3,0,5,600,5,30,1,NA,2,4,9,3,7,6,8,9,10,3,3,0,0,0,5,5000,10,1008,1,1,1,1,3886,972,0,0,0,5,90,2.5,10,10,0.5
"3887","X1004.2",3,3,1008,715.166,0,5,"BS23 4TL",1,1,2,3,0,5,600,5,30,1,NA,2,4,9,3,7,6,8,9,10,3,3,0,0,0,5,5000,10,1008,1,1,1,1,3887,972,0,0,0,50,90,2.5,5,40,1
"3888","X1004.3",4,1,1008,715.166,0,5,"BS23 4TL",1,1,2,3,0,5,600,5,30,1,NA,2,4,9,3,7,6,8,9,10,3,3,0,0,0,5,5000,10,1008,1,1,1,1,3888,972,0,0,0,50,40,2.5,10,90,5
"3889","X1005",1,3,963,862.233,1,5,"G69 6QY",1,4,4,2,5,5,800,5,30,1,NA,2,4,11,10,10,9,9,11,11,3,3,0,1,1,5,2250,10,963,1,1,1,1,3889,973,0,0,0,50,10,1,5,40,5
"3890","X1005.1",2,2,963,862.233,1,5,"G69 6QY",1,4,4,2,5,5,800,5,30,1,NA,2,4,11,10,10,9,9,11,11,3,3,0,1,1,5,2250,10,963,1,1,1,1,3890,973,0,0,0,5,90,2.5,10,10,0.5
"3891","X1005.2",3,2,963,862.233,1,5,"G69 6QY",1,4,4,2,5,5,800,5,30,1,NA,2,4,11,10,10,9,9,11,11,3,3,0,1,1,5,2250,10,963,1,1,1,1,3891,973,0,0,0,50,90,2.5,5,40,1
"3892","X1005.3",4,3,963,862.233,1,5,"G69 6QY",1,4,4,2,5,5,800,5,30,1,NA,2,4,11,10,10,9,9,11,11,3,3,0,1,1,5,2250,10,963,1,1,1,1,3892,973,0,0,0,50,40,2.5,10,90,5
"3893","X1006",1,2,1090,200.482,0,1,"WF6 1SU",1,3,2,2,3,3,200,4,20,1,NA,2,4,8,5,9,5,6,7,9,4,2,1,0,1,4,4500,10,1090,1,1,1,1,3893,974,0,0,0,50,10,1,5,40,5
"3894","X1006.1",2,2,1090,200.482,0,1,"WF6 1SU",1,3,2,2,3,3,200,4,20,1,NA,2,4,8,5,9,5,6,7,9,4,2,1,0,1,4,4500,10,1090,1,1,1,1,3894,974,0,0,0,5,90,2.5,10,10,0.5
"3895","X1006.2",3,1,1090,200.482,0,1,"WF6 1SU",1,3,2,2,3,3,200,4,20,1,NA,2,4,8,5,9,5,6,7,9,4,2,1,0,1,4,4500,10,1090,1,1,1,1,3895,974,0,0,0,50,90,2.5,5,40,1
"3896","X1006.3",4,3,1090,200.482,0,1,"WF6 1SU",1,3,2,2,3,3,200,4,20,1,NA,2,4,8,5,9,5,6,7,9,4,2,1,0,1,4,4500,10,1090,1,1,1,1,3896,974,0,0,0,50,40,2.5,10,90,5
"3897","X1007",1,1,1104,142.528,0,1,"CW11 1WZ",1,1,1,2,1,2,500,10,80,2,NA,1,0,6,4,7,4,6,5,5,3,3,1,1,1,4,1250,10,1104,0,1,1,1,3897,975,0,0,0,5,10,1,10,90,2.5
"3898","X1007.1",2,1,1104,142.528,0,1,"CW11 1WZ",1,1,1,2,1,2,500,10,80,2,NA,1,0,6,4,7,4,6,5,5,3,3,1,1,1,4,1250,10,1104,0,1,1,1,3898,975,0,0,0,10,40,5,50,10,0.5
"3899","X1007.2",3,1,1104,142.528,0,1,"CW11 1WZ",1,1,1,2,1,2,500,10,80,2,NA,1,0,6,4,7,4,6,5,5,3,3,1,1,1,4,1250,10,1104,0,1,1,1,3899,975,0,0,0,50,40,1,5,10,0.5
"3900","X1007.3",4,1,1104,142.528,0,1,"CW11 1WZ",1,1,1,2,1,2,500,10,80,2,NA,1,0,6,4,7,4,6,5,5,3,3,1,1,1,4,1250,10,1104,0,1,1,1,3900,975,0,0,0,10,10,0.5,50,40,1
"3901","X1008",1,1,988,839.937,1,6,"CH5 2SD",1,3,2,3,2,2,400,1,1,2,NA,2,4,11,11,9,8,9,9,10,3,3,0,0,1,2,750,10,988,0,1,1,1,3901,976,0,0,0,50,10,1,5,40,5
"3902","X1008.1",2,3,988,839.937,1,6,"CH5 2SD",1,3,2,3,2,2,400,1,1,2,NA,2,4,11,11,9,8,9,9,10,3,3,0,0,1,2,750,10,988,0,1,1,1,3902,976,0,0,0,5,90,2.5,10,10,0.5
"3903","X1008.2",3,3,988,839.937,1,6,"CH5 2SD",1,3,2,3,2,2,400,1,1,2,NA,2,4,11,11,9,8,9,9,10,3,3,0,0,1,2,750,10,988,0,1,1,1,3903,976,0,0,0,50,90,2.5,5,40,1
"3904","X1008.3",4,1,988,839.937,1,6,"CH5 2SD",1,3,2,3,2,2,400,1,1,2,NA,2,4,11,11,9,8,9,9,10,3,3,0,0,1,2,750,10,988,0,1,1,1,3904,976,0,0,0,50,40,2.5,10,90,5
"3905","X1009",1,1,1073,332.905,0,1,"ex38",1,-1,-3,4,-3,5,1000,7,50,2,NA,1,0,7,1,6,3,7,7,9,1,1,0,0,0,2,1250,4,1073,0,1,1,1,3905,977,0,0,0,5,10,1,10,90,2.5
"3906","X1009.1",2,1,1073,332.905,0,1,"ex38",1,-1,-3,4,-3,5,1000,7,50,2,NA,1,0,7,1,6,3,7,7,9,1,1,0,0,0,2,1250,4,1073,0,1,1,1,3906,977,0,0,0,10,40,5,50,10,0.5
"3907","X1009.2",3,1,1073,332.905,0,1,"ex38",1,-1,-3,4,-3,5,1000,7,50,2,NA,1,0,7,1,6,3,7,7,9,1,1,0,0,0,2,1250,4,1073,0,1,1,1,3907,977,0,0,0,50,40,1,5,10,0.5
"3908","X1009.3",4,1,1073,332.905,0,1,"ex38",1,-1,-3,4,-3,5,1000,7,50,2,NA,1,0,7,1,6,3,7,7,9,1,1,0,0,0,2,1250,4,1073,0,1,1,1,3908,977,0,0,0,10,10,0.5,50,40,1
"3909","X1010",1,3,978,863.099,0,3,"Sn2 1fl",1,4,4,2,4,4,600,1,1,1,NA,2,4,11,11,11,11,11,11,11,3,3,0,1,0,5,2500,10,978,1,1,1,1,3909,978,0,0,0,50,10,1,5,40,5
"3910","X1010.1",2,2,978,863.099,0,3,"Sn2 1fl",1,4,4,2,4,4,600,1,1,1,NA,2,4,11,11,11,11,11,11,11,3,3,0,1,0,5,2500,10,978,1,1,1,1,3910,978,0,0,0,5,90,2.5,10,10,0.5
"3911","X1010.2",3,2,978,863.099,0,3,"Sn2 1fl",1,4,4,2,4,4,600,1,1,1,NA,2,4,11,11,11,11,11,11,11,3,3,0,1,0,5,2500,10,978,1,1,1,1,3911,978,0,0,0,50,90,2.5,5,40,1
"3912","X1010.3",4,3,978,863.099,0,3,"Sn2 1fl",1,4,4,2,4,4,600,1,1,1,NA,2,4,11,11,11,11,11,11,11,3,3,0,1,0,5,2500,10,978,1,1,1,1,3912,978,0,0,0,50,40,2.5,10,90,5
"3913","X1011",1,3,944,986.464,1,4,"BH297DR",1,4,5,1,4,4,600,9,70,1,NA,2,4,11,11,11,9,11,11,11,3,3,1,1,1,3,2500,10,944,1,1,1,1,3913,979,0,0,0,50,10,1,5,40,5
"3914","X1011.1",2,2,944,986.464,1,4,"BH297DR",1,4,5,1,4,4,600,9,70,1,NA,2,4,11,11,11,9,11,11,11,3,3,1,1,1,3,2500,10,944,1,1,1,1,3914,979,0,0,0,5,90,2.5,10,10,0.5
"3915","X1011.2",3,2,944,986.464,1,4,"BH297DR",1,4,5,1,4,4,600,9,70,1,NA,2,4,11,11,11,9,11,11,11,3,3,1,1,1,3,2500,10,944,1,1,1,1,3915,979,0,0,0,50,90,2.5,5,40,1
"3916","X1011.3",4,3,944,986.464,1,4,"BH297DR",1,4,5,1,4,4,600,9,70,1,NA,2,4,11,11,11,9,11,11,11,3,3,1,1,1,3,2500,10,944,1,1,1,1,3916,979,0,0,0,50,40,2.5,10,90,5
"3917","X1012",1,3,1080,300.117,0,1,"so45 3pq",1,2,3,2,2,4,300,10,80,1,NA,1,0,10,7,8,7,9,10,11,4,3,1,0,1,4,2750,10,1080,1,1,1,1,3917,980,0,0,0,5,10,1,10,90,2.5
"3918","X1012.1",2,1,1080,300.117,0,1,"so45 3pq",1,2,3,2,2,4,300,10,80,1,NA,1,0,10,7,8,7,9,10,11,4,3,1,0,1,4,2750,10,1080,1,1,1,1,3918,980,0,0,0,10,40,5,50,10,0.5
"3919","X1012.2",3,2,1080,300.117,0,1,"so45 3pq",1,2,3,2,2,4,300,10,80,1,NA,1,0,10,7,8,7,9,10,11,4,3,1,0,1,4,2750,10,1080,1,1,1,1,3919,980,0,0,0,50,40,1,5,10,0.5
"3920","X1012.3",4,2,1080,300.117,0,1,"so45 3pq",1,2,3,2,2,4,300,10,80,1,NA,1,0,10,7,8,7,9,10,11,4,3,1,0,1,4,2750,10,1080,1,1,1,1,3920,980,0,0,0,10,10,0.5,50,40,1
"3921","X1013",1,2,1076,348.472,1,5,"SG2 8UT",1,2,3,2,3,4,500,9,70,1,NA,1,0,9,8,9,7,9,10,10,4,4,1,0,1,4,2750,8,1076,1,1,1,1,3921,981,0,0,0,5,10,1,10,90,2.5
"3922","X1013.1",2,3,1076,348.472,1,5,"SG2 8UT",1,2,3,2,3,4,500,9,70,1,NA,1,0,9,8,9,7,9,10,10,4,4,1,0,1,4,2750,8,1076,1,1,1,1,3922,981,0,0,0,10,40,5,50,10,0.5
"3923","X1013.2",3,2,1076,348.472,1,5,"SG2 8UT",1,2,3,2,3,4,500,9,70,1,NA,1,0,9,8,9,7,9,10,10,4,4,1,0,1,4,2750,8,1076,1,1,1,1,3923,981,0,0,0,50,40,1,5,10,0.5
"3924","X1013.3",4,3,1076,348.472,1,5,"SG2 8UT",1,2,3,2,3,4,500,9,70,1,NA,1,0,9,8,9,7,9,10,10,4,4,1,0,1,4,2750,8,1076,1,1,1,1,3924,981,0,0,0,10,10,0.5,50,40,1
"3925","X1014",1,3,1083,287.887,0,4,"EH7 4NU",3,4,4,3,4,3,600,8,60,1,NA,2,4,10,10,10,10,10,10,10,4,4,0,1,1,5,2500,10,1083,1,1,1,1,3925,982,0,0,0,50,10,1,5,40,5
"3926","X1014.1",2,2,1083,287.887,0,4,"EH7 4NU",3,4,4,3,4,3,600,8,60,1,NA,2,4,10,10,10,10,10,10,10,4,4,0,1,1,5,2500,10,1083,1,1,1,1,3926,982,0,0,0,5,90,2.5,10,10,0.5
"3927","X1014.2",3,2,1083,287.887,0,4,"EH7 4NU",3,4,4,3,4,3,600,8,60,1,NA,2,4,10,10,10,10,10,10,10,4,4,0,1,1,5,2500,10,1083,1,1,1,1,3927,982,0,0,0,50,90,2.5,5,40,1
"3928","X1014.3",4,3,1083,287.887,0,4,"EH7 4NU",3,4,4,3,4,3,600,8,60,1,NA,2,4,10,10,10,10,10,10,10,4,4,0,1,1,5,2500,10,1083,1,1,1,1,3928,982,0,0,0,50,40,2.5,10,90,5
"3929","X1015",1,2,915,1183.189,1,2,"St3 6da",1,3,4,3,2,3,300,10,80,1,NA,2,4,11,9,11,9,7,8,9,3,3,0,0,1,5,3500,10,915,1,1,1,1,3929,983,0,0,0,50,10,1,5,40,5
"3930","X1015.1",2,2,915,1183.189,1,2,"St3 6da",1,3,4,3,2,3,300,10,80,1,NA,2,4,11,9,11,9,7,8,9,3,3,0,0,1,5,3500,10,915,1,1,1,1,3930,983,0,0,0,5,90,2.5,10,10,0.5
"3931","X1015.2",3,3,915,1183.189,1,2,"St3 6da",1,3,4,3,2,3,300,10,80,1,NA,2,4,11,9,11,9,7,8,9,3,3,0,0,1,5,3500,10,915,1,1,1,1,3931,983,0,0,0,50,90,2.5,5,40,1
"3932","X1015.3",4,2,915,1183.189,1,2,"St3 6da",1,3,4,3,2,3,300,10,80,1,NA,2,4,11,9,11,9,7,8,9,3,3,0,0,1,5,3500,10,915,1,1,1,1,3932,983,0,0,0,50,40,2.5,10,90,5
"3933","X1016",1,2,1066,392.956,0,4,"HD2",1,5,5,1,5,5,300,4,20,1,NA,2,4,1,1,11,11,11,11,11,3,3,0,0,0,4,1250,10,1066,1,1,1,1,3933,984,0,0,0,50,10,1,5,40,5
"3934","X1016.1",2,2,1066,392.956,0,4,"HD2",1,5,5,1,5,5,300,4,20,1,NA,2,4,1,1,11,11,11,11,11,3,3,0,0,0,4,1250,10,1066,1,1,1,1,3934,984,0,0,0,5,90,2.5,10,10,0.5
"3935","X1016.2",3,2,1066,392.956,0,4,"HD2",1,5,5,1,5,5,300,4,20,1,NA,2,4,1,1,11,11,11,11,11,3,3,0,0,0,4,1250,10,1066,1,1,1,1,3935,984,0,0,0,50,90,2.5,5,40,1
"3936","X1016.3",4,3,1066,392.956,0,4,"HD2",1,5,5,1,5,5,300,4,20,1,NA,2,4,1,1,11,11,11,11,11,3,3,0,0,0,4,1250,10,1066,1,1,1,1,3936,984,0,0,0,50,40,2.5,10,90,5
"3937","X1017",1,2,1050,469.766,0,4,"ex37 9hy",1,4,2,2,1,2,300,9,70,1,NA,1,0,9,6,9,7,7,8,9,3,3,1,0,0,5,3500,9,1050,1,1,1,1,3937,985,0,0,0,5,10,1,10,90,2.5
"3938","X1017.1",2,1,1050,469.766,0,4,"ex37 9hy",1,4,2,2,1,2,300,9,70,1,NA,1,0,9,6,9,7,7,8,9,3,3,1,0,0,5,3500,9,1050,1,1,1,1,3938,985,0,0,0,10,40,5,50,10,0.5
"3939","X1017.2",3,3,1050,469.766,0,4,"ex37 9hy",1,4,2,2,1,2,300,9,70,1,NA,1,0,9,6,9,7,7,8,9,3,3,1,0,0,5,3500,9,1050,1,1,1,1,3939,985,0,0,0,50,40,1,5,10,0.5
"3940","X1017.3",4,2,1050,469.766,0,4,"ex37 9hy",1,4,2,2,1,2,300,9,70,1,NA,1,0,9,6,9,7,7,8,9,3,3,1,0,0,5,3500,9,1050,1,1,1,1,3940,985,0,0,0,10,10,0.5,50,40,1
"3941","X1018",1,1,1054,459.269,1,3,"e6 6af",1,-2,2,3,3,-3,300,10,80,2,NA,1,0,11,6,11,6,9,6,9,3,3,1,0,0,5,1750,10,1054,0,1,1,1,3941,986,0,0,0,5,10,1,10,90,2.5
"3942","X1018.1",2,1,1054,459.269,1,3,"e6 6af",1,-2,2,3,3,-3,300,10,80,2,NA,1,0,11,6,11,6,9,6,9,3,3,1,0,0,5,1750,10,1054,0,1,1,1,3942,986,0,0,0,10,40,5,50,10,0.5
"3943","X1018.2",3,3,1054,459.269,1,3,"e6 6af",1,-2,2,3,3,-3,300,10,80,2,NA,1,0,11,6,11,6,9,6,9,3,3,1,0,0,5,1750,10,1054,0,1,1,1,3943,986,0,0,0,50,40,1,5,10,0.5
"3944","X1018.3",4,2,1054,459.269,1,3,"e6 6af",1,-2,2,3,3,-3,300,10,80,2,NA,1,0,11,6,11,6,9,6,9,3,3,1,0,0,5,1750,10,1054,0,1,1,1,3944,986,0,0,0,10,10,0.5,50,40,1
"3945","X1019",1,3,1079,336.819,0,1,"Eh548bb",3,5,4,2,4,3,200,9,70,1,NA,2,4,11,10,11,11,11,11,11,3,3,0,0,1,5,5000,10,1079,1,1,1,1,3945,987,0,0,0,50,10,1,5,40,5
"3946","X1019.1",2,2,1079,336.819,0,1,"Eh548bb",3,5,4,2,4,3,200,9,70,1,NA,2,4,11,10,11,11,11,11,11,3,3,0,0,1,5,5000,10,1079,1,1,1,1,3946,987,0,0,0,5,90,2.5,10,10,0.5
"3947","X1019.2",3,2,1079,336.819,0,1,"Eh548bb",3,5,4,2,4,3,200,9,70,1,NA,2,4,11,10,11,11,11,11,11,3,3,0,0,1,5,5000,10,1079,1,1,1,1,3947,987,0,0,0,50,90,2.5,5,40,1
"3948","X1019.3",4,2,1079,336.819,0,1,"Eh548bb",3,5,4,2,4,3,200,9,70,1,NA,2,4,11,10,11,11,11,11,11,3,3,0,0,1,5,5000,10,1079,1,1,1,1,3948,987,0,0,0,50,40,2.5,10,90,5
"3949","X1020",1,2,1041,577.641,0,2,"EH11 2NZ",1,3,3,2,3,3,300,8,60,1,NA,1,0,11,9,10,9,10,11,11,3,3,0,1,1,5,2750,10,1041,1,1,1,1,3949,988,0,0,0,5,10,1,10,90,2.5
"3950","X1020.1",2,3,1041,577.641,0,2,"EH11 2NZ",1,3,3,2,3,3,300,8,60,1,NA,1,0,11,9,10,9,10,11,11,3,3,0,1,1,5,2750,10,1041,1,1,1,1,3950,988,0,0,0,10,40,5,50,10,0.5
"3951","X1020.2",3,2,1041,577.641,0,2,"EH11 2NZ",1,3,3,2,3,3,300,8,60,1,NA,1,0,11,9,10,9,10,11,11,3,3,0,1,1,5,2750,10,1041,1,1,1,1,3951,988,0,0,0,50,40,1,5,10,0.5
"3952","X1020.3",4,3,1041,577.641,0,2,"EH11 2NZ",1,3,3,2,3,3,300,8,60,1,NA,1,0,11,9,10,9,10,11,11,3,3,0,1,1,5,2750,10,1041,1,1,1,1,3952,988,0,0,0,10,10,0.5,50,40,1
"3953","X1021",1,2,1087,303.356,0,1,"SS4",1,3,-2,2,0,0,200,6,40,2,NA,2,4,9,9,10,10,11,11,11,3,3,1,0,1,5,2250,10,1087,0,1,1,1,3953,989,0,0,0,50,10,1,5,40,5
"3954","X1021.1",2,3,1087,303.356,0,1,"SS4",1,3,-2,2,0,0,200,6,40,2,NA,2,4,9,9,10,10,11,11,11,3,3,1,0,1,5,2250,10,1087,0,1,1,1,3954,989,0,0,0,5,90,2.5,10,10,0.5
"3955","X1021.2",3,1,1087,303.356,0,1,"SS4",1,3,-2,2,0,0,200,6,40,2,NA,2,4,9,9,10,10,11,11,11,3,3,1,0,1,5,2250,10,1087,0,1,1,1,3955,989,0,0,0,50,90,2.5,5,40,1
"3956","X1021.3",4,1,1087,303.356,0,1,"SS4",1,3,-2,2,0,0,200,6,40,2,NA,2,4,9,9,10,10,11,11,11,3,3,1,0,1,5,2250,10,1087,0,1,1,1,3956,989,0,0,0,50,40,2.5,10,90,5
"3957","X1022",1,2,1058,470.725,0,3,"BB9",1,2,2,3,1,1,300,3,10,1,NA,2,4,8,8,9,8,9,9,9,3,3,1,1,1,5,2250,9,1058,1,1,1,1,3957,990,0,0,0,50,10,1,5,40,5
"3958","X1022.1",2,2,1058,470.725,0,3,"BB9",1,2,2,3,1,1,300,3,10,1,NA,2,4,8,8,9,8,9,9,9,3,3,1,1,1,5,2250,9,1058,1,1,1,1,3958,990,0,0,0,5,90,2.5,10,10,0.5
"3959","X1022.2",3,3,1058,470.725,0,3,"BB9",1,2,2,3,1,1,300,3,10,1,NA,2,4,8,8,9,8,9,9,9,3,3,1,1,1,5,2250,9,1058,1,1,1,1,3959,990,0,0,0,50,90,2.5,5,40,1
"3960","X1022.3",4,2,1058,470.725,0,3,"BB9",1,2,2,3,1,1,300,3,10,1,NA,2,4,8,8,9,8,9,9,9,3,3,1,1,1,5,2250,9,1058,1,1,1,1,3960,990,0,0,0,50,40,2.5,10,90,5
